status,root,cohort,state,days,mean_lunch_range,median_lunch_range,mean_lunch_range_div_morning_range,median_lunch_range_div_morning_range,lunch_range_contraction_rate,mean_lunch_trendiness,median_lunch_trendiness,mean_lunch_signed_trendiness,median_lunch_signed_trendiness,vwap_cross_rate,vwap_touch_after_morning_extension_rate,trend_continuation_failure_rate,new_high_or_low_during_lunch_rate,mean_close_location_within_lunch_range,median_close_location_within_lunch_range
supplemental_not_pooled,MNQ,supplemental_2026_q1,unconditional,43,192.92441860465115,173.0,0.7010169702098683,0.6156521739130435,0.3023255813953488,0.39600199567360983,0.4279379157427938,-0.02768169858006127,-0.049403747870528106,0.5581395348837209,0.5581395348837209,0.3488372093023256,0.7441860465116279,0.5052818144678257,0.5285714285714286
supplemental_not_pooled,MNQ,supplemental_2026_q1,standard,37,191.10135135135135,173.0,0.7347192908867207,0.6475095785440613,0.2702702702702703,0.37948538828159833,0.4058641975308642,-0.015216771428939077,-0.049403747870528106,0.6216216216216216,0.6216216216216216,0.35135135135135137,0.7297297297297297,0.5114051810460233,0.5285714285714286
supplemental_not_pooled,MNQ,supplemental_2026_q1,exhaustion,6,204.16666666666666,182.875,0.4931859927026116,0.41789808548925683,0.5,0.49785440792434793,0.5071700910158728,-0.10454874934531472,-0.10937664221301999,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.4675210539022741,0.4746682658986764
supplemental_not_pooled,NQ,supplemental_2026_q1,unconditional,43,192.58139534883722,172.0,0.69950853718126,0.6194331983805668,0.3023255813953488,0.39711876687039566,0.43171806167400884,-0.027371616752891778,-0.06597938144329897,0.5348837209302325,0.5348837209302325,0.37209302325581395,0.7441860465116279,0.5067799559159947,0.5318275154004107
supplemental_not_pooled,NQ,supplemental_2026_q1,standard,37,190.67567567567568,172.0,0.7329774734953369,0.6405228758169934,0.2702702702702703,0.3807353636730693,0.4089506172839506,-0.014756533646335293,-0.06597938144329897,0.5945945945945946,0.5945945945945946,0.3783783783783784,0.7297297297297297,0.513250844779609,0.5318275154004107
supplemental_not_pooled,NQ,supplemental_2026_q1,exhaustion,6,204.33333333333334,183.0,0.49311676324445225,0.4224088735281115,0.5,0.49814975325390815,0.5070833762014771,-0.10516462924332354,-0.11159411833352785,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.46687614125703963,0.47540270285828445
