root,session_date,morning_first_timestamp,morning_last_timestamp,morning_open,morning_high,morning_low,morning_close,morning_volume,morning_pv,morning_bar_count,morning_vwap,lunch_first_timestamp,lunch_last_timestamp,lunch_open,lunch_high,lunch_low,lunch_close,lunch_volume,lunch_pv,lunch_bar_count,lunch_vwap,cohort,morning_range,morning_reference_median_20,morning_range_ratio,morning_state,morning_range_ratio_bin,lunch_range,lunch_range_div_morning_range,lunch_range_contraction,lunch_trendiness,lunch_signed_trendiness,morning_signed_direction,lunch_signed_direction,trend_continuation_failure,new_high_or_low_during_lunch,close_location_within_lunch_range,vwap_cross,vwap_touch_after_morning_extension,year,month,week
MNQ,2024-01-19,2024-01-19 14:30:00+00:00,2024-01-19 16:29:00+00:00,17190.5,17271.25,17166.25,17257.5,426001,7331401953.333333,120,17209.823341572748,2024-01-19 16:30:00+00:00,2024-01-19 18:59:00+00:00,17257.75,17395.5,17227.0,17395.0,294014,5086896416.333333,150,17301.544879949026,primary_2023_2025,105.0,120.5,0.8713692946058091,standard,0_7_to_1_0,168.5,1.6047619047619048,False,0.814540059347181,0.814540059347181,1,1,False,True,0.9970326409495549,False,False,2024,2024-01,2024-W03
MNQ,2024-01-22,2024-01-22 14:30:00+00:00,2024-01-22 16:29:00+00:00,17528.0,17584.75,17438.5,17494.25,488354,8549799787.25,120,17507.381504502882,2024-01-22 16:30:00+00:00,2024-01-22 18:59:00+00:00,17494.0,17514.0,17434.25,17479.25,233772,4085945121.0,150,17478.334107592014,primary_2023_2025,146.25,120.5,1.2136929460580912,standard,1_0_to_1_3,79.75,0.5452991452991452,False,0.18495297805642633,-0.18495297805642633,-1,-1,False,True,0.5642633228840125,True,True,2024,2024-01,2024-W04
MNQ,2024-01-23,2024-01-23 14:30:00+00:00,2024-01-23 16:29:00+00:00,17487.75,17488.25,17409.25,17441.75,389409,6798244316.083333,120,17457.851041150392,2024-01-23 16:30:00+00:00,2024-01-23 18:59:00+00:00,17441.75,17493.75,17426.75,17482.0,165391,2888251887.0833335,150,17463.17445981543,primary_2023_2025,79.0,127.5,0.6196078431372549,standard,le_0_7,67.0,0.8481012658227848,False,0.6007462686567164,0.6007462686567164,-1,1,True,True,0.8246268656716418,True,True,2024,2024-01,2024-W04
MNQ,2024-01-24,2024-01-24 14:30:00+00:00,2024-01-24 16:29:00+00:00,17692.75,17765.0,17637.25,17708.25,452953,8014544762.25,120,17693.98759308361,2024-01-24 16:30:00+00:00,2024-01-24 18:59:00+00:00,17708.75,17794.0,17696.5,17714.5,297570,5279887087.583333,150,17743.344717489443,primary_2023_2025,127.75,127.5,1.0019607843137255,standard,1_0_to_1_3,97.5,0.7632093933463796,False,0.05897435897435897,0.05897435897435897,1,1,False,True,0.18461538461538463,False,False,2024,2024-01,2024-W04
MNQ,2024-01-25,2024-01-25 14:30:00+00:00,2024-01-25 16:29:00+00:00,17722.5,17738.25,17649.75,17723.5,437136,7736525620.0,120,17698.212043849053,2024-01-25 16:30:00+00:00,2024-01-25 18:59:00+00:00,17724.0,17752.0,17570.25,17576.75,341636,6035812761.083333,150,17667.379202084478,primary_2023_2025,88.5,128.5,0.688715953307393,standard,le_0_7,181.75,2.053672316384181,False,0.8101788170563962,-0.8101788170563962,1,-1,True,True,0.03576341127922971,True,True,2024,2024-01,2024-W04
MNQ,2024-01-26,2024-01-26 14:30:00+00:00,2024-01-26 16:29:00+00:00,17557.75,17629.75,17504.0,17610.25,383197,6730590114.666667,120,17564.307953002415,2024-01-26 16:30:00+00:00,2024-01-26 18:59:00+00:00,17610.0,17631.25,17501.0,17518.5,268344,4713055754.333333,150,17563.484759612038,primary_2023_2025,125.75,128.5,0.9785992217898832,standard,0_7_to_1_0,130.25,1.0357852882703777,False,0.7024952015355086,-0.7024952015355086,1,-1,True,True,0.1343570057581574,True,True,2024,2024-01,2024-W04
MNQ,2024-01-29,2024-01-29 14:30:00+00:00,2024-01-29 16:29:00+00:00,17548.25,17584.75,17520.0,17558.25,385372,6763315266.833333,120,17550.095146594285,2024-01-29 16:30:00+00:00,2024-01-29 18:59:00+00:00,17558.5,17609.75,17554.5,17587.5,186723,3283801189.0833335,150,17586.48473451762,primary_2023_2025,64.75,128.5,0.5038910505836576,standard,le_0_7,55.25,0.8532818532818532,False,0.5248868778280543,0.5248868778280543,1,1,False,True,0.5972850678733032,False,False,2024,2024-01,2024-W05
MNQ,2024-01-30,2024-01-30 14:30:00+00:00,2024-01-30 16:29:00+00:00,17661.25,17685.0,17616.25,17642.5,343424,6061604930.666667,120,17650.498889613616,2024-01-30 16:30:00+00:00,2024-01-30 18:59:00+00:00,17642.75,17654.75,17554.0,17570.75,236661,4164686011.75,150,17597.686191429937,primary_2023_2025,68.75,126.75,0.5424063116370809,standard,le_0_7,100.75,1.4654545454545456,False,0.7146401985111662,-0.7146401985111662,-1,-1,False,True,0.1662531017369727,True,True,2024,2024-01,2024-W05
MNQ,2024-01-31,2024-01-31 14:30:00+00:00,2024-01-31 16:29:00+00:00,17399.75,17426.25,17283.5,17336.75,369262,6406372426.333333,120,17349.124541202,2024-01-31 16:30:00+00:00,2024-01-31 18:59:00+00:00,17337.0,17403.5,17319.25,17381.0,182634,3170097825.9166665,150,17357.654247931197,primary_2023_2025,142.75,125.75,1.1351888667992047,standard,1_0_to_1_3,84.25,0.5901926444833625,False,0.5222551928783383,0.5222551928783383,-1,1,True,False,0.7329376854599406,True,True,2024,2024-01,2024-W05
MNQ,2024-02-01,2024-02-01 14:30:00+00:00,2024-02-01 16:29:00+00:00,17307.25,17371.25,17264.0,17281.0,427325,7399681057.0,120,17316.283992277542,2024-02-01 16:30:00+00:00,2024-02-01 18:59:00+00:00,17280.5,17413.0,17279.5,17373.25,315689,5479197843.416667,150,17356.315371826917,primary_2023_2025,107.25,126.75,0.8461538461538461,standard,0_7_to_1_0,133.5,1.2447552447552448,False,0.6947565543071161,0.6947565543071161,-1,1,True,True,0.702247191011236,True,True,2024,2024-02,2024-W05
MNQ,2024-02-02,2024-02-02 14:30:00+00:00,2024-02-02 16:29:00+00:00,17508.25,17673.25,17465.75,17671.0,508780,8950207252.25,120,17591.507630508273,2024-02-02 16:30:00+00:00,2024-02-02 18:59:00+00:00,17671.0,17756.5,17663.75,17728.75,322158,5704647291.916667,150,17707.60711177952,primary_2023_2025,207.5,125.75,1.6500994035785288,exhaustion,1_5_to_2_0,92.75,0.4469879518072289,True,0.6226415094339622,0.6226415094339622,1,1,False,True,0.7008086253369272,False,False,2024,2024-02,2024-W05
MNQ,2024-02-05,2024-02-05 14:30:00+00:00,2024-02-05 16:29:00+00:00,17722.5,17737.25,17553.75,17612.0,390848,6897135145.166667,120,17646.591885251215,2024-02-05 16:30:00+00:00,2024-02-05 18:59:00+00:00,17611.75,17721.25,17610.75,17697.0,237848,4204793304.4166665,150,17678.489221757874,primary_2023_2025,183.5,125.75,1.459244532803181,standard,1_3_to_1_5,110.5,0.6021798365122616,False,0.7714932126696833,0.7714932126696833,-1,1,True,False,0.7805429864253394,True,True,2024,2024-02,2024-W06
MNQ,2024-02-06,2024-02-06 14:30:00+00:00,2024-02-06 16:29:00+00:00,17741.5,17767.5,17598.0,17655.25,473992,8372030054.083333,120,17662.808769100182,2024-02-06 16:30:00+00:00,2024-02-06 18:59:00+00:00,17655.25,17663.5,17560.75,17631.0,295604,5203427763.416667,150,17602.697404015733,primary_2023_2025,169.5,125.75,1.3479125248508945,standard,1_3_to_1_5,102.75,0.6061946902654868,False,0.2360097323600973,-0.2360097323600973,-1,-1,False,True,0.683698296836983,True,True,2024,2024-02,2024-W06
MNQ,2024-02-07,2024-02-07 14:30:00+00:00,2024-02-07 16:29:00+00:00,17773.5,17876.0,17718.25,17828.5,458191,8154327503.166667,120,17796.786718129923,2024-02-07 16:30:00+00:00,2024-02-07 18:59:00+00:00,17828.75,17859.0,17779.5,17852.0,282115,5028459049.333333,150,17824.146356391306,primary_2023_2025,157.75,126.75,1.244575936883629,standard,1_0_to_1_3,79.5,0.5039619651347068,False,0.29245283018867924,0.29245283018867924,1,1,False,False,0.9119496855345912,True,True,2024,2024-02,2024-W06
MNQ,2024-02-08,2024-02-08 14:30:00+00:00,2024-02-08 16:29:00+00:00,17835.5,17894.5,17807.5,17863.75,352146,6286029435.75,120,17850.634213508034,2024-02-08 16:30:00+00:00,2024-02-08 18:59:00+00:00,17863.5,17896.5,17849.25,17868.75,203702,3641108136.5833335,150,17874.680349644743,primary_2023_2025,87.0,128.5,0.6770428015564203,standard,le_0_7,47.25,0.5431034482758621,False,0.1111111111111111,0.1111111111111111,1,1,False,True,0.4126984126984127,True,True,2024,2024-02,2024-W06
MNQ,2024-02-09,2024-02-09 14:30:00+00:00,2024-02-09 16:29:00+00:00,17909.0,18008.25,17875.25,17983.25,346645,6221214222.666667,120,17946.93194093862,2024-02-09 16:30:00+00:00,2024-02-09 18:59:00+00:00,17984.25,18044.75,17967.0,18038.5,178288,3210501530.0,150,18007.389897244906,primary_2023_2025,133.0,126.75,1.04930966469428,standard,1_0_to_1_3,77.75,0.5845864661654135,False,0.6977491961414791,0.6977491961414791,1,1,False,True,0.9196141479099679,False,False,2024,2024-02,2024-W06
MNQ,2024-02-12,2024-02-12 14:30:00+00:00,2024-02-12 16:29:00+00:00,18029.5,18097.25,18007.25,18094.0,304872,5501628279.916667,120,18045.69878479056,2024-02-12 16:30:00+00:00,2024-02-12 18:59:00+00:00,18094.0,18121.5,17991.75,18020.5,277706,5017972790.0,150,18069.371169510203,primary_2023_2025,90.0,126.75,0.7100591715976331,standard,0_7_to_1_0,129.75,1.4416666666666667,False,0.5664739884393064,-0.5664739884393064,1,-1,True,True,0.22157996146435452,True,True,2024,2024-02,2024-W07
MNQ,2024-02-13,2024-02-13 14:30:00+00:00,2024-02-13 16:29:00+00:00,17628.25,17792.0,17586.5,17753.0,498413,8821450812.333334,120,17699.07849982511,2024-02-13 16:30:00+00:00,2024-02-13 18:59:00+00:00,17753.0,17768.25,17647.5,17657.25,285871,5061128993.583333,150,17704.240701516883,primary_2023_2025,205.5,126.75,1.621301775147929,exhaustion,1_5_to_2_0,120.75,0.5875912408759124,False,0.7929606625258799,-0.7929606625258799,1,-1,True,False,0.08074534161490683,True,True,2024,2024-02,2024-W07
MNQ,2024-02-14,2024-02-14 14:30:00+00:00,2024-02-14 16:29:00+00:00,17788.75,17847.0,17703.25,17752.5,493455,8772533931.833334,120,17777.778990654333,2024-02-14 16:30:00+00:00,2024-02-14 18:59:00+00:00,17752.5,17814.0,17690.5,17785.25,299429,5316768687.416667,150,17756.35856051574,primary_2023_2025,143.75,126.75,1.1341222879684418,standard,1_0_to_1_3,123.5,0.8591304347826086,False,0.2651821862348178,0.2651821862348178,-1,1,True,True,0.7672064777327935,True,True,2024,2024-02,2024-W07
MNQ,2024-02-15,2024-02-15 14:30:00+00:00,2024-02-15 16:29:00+00:00,17888.25,17903.0,17780.25,17832.5,475286,8477652707.166667,120,17836.95018823754,2024-02-15 16:30:00+00:00,2024-02-15 18:59:00+00:00,17833.0,17932.75,17813.75,17911.25,276311,4937798549.75,150,17870.437839065402,primary_2023_2025,122.75,126.75,0.9684418145956607,standard,0_7_to_1_0,119.0,0.9694501018329938,False,0.657563025210084,0.657563025210084,-1,1,True,True,0.819327731092437,True,True,2024,2024-02,2024-W07
MNQ,2024-02-16,2024-02-16 14:30:00+00:00,2024-02-16 16:29:00+00:00,17926.75,17930.5,17713.75,17862.25,546409,9733843047.916666,120,17814.207027916207,2024-02-16 16:30:00+00:00,2024-02-16 18:59:00+00:00,17862.5,17892.0,17802.25,17875.5,291607,5206481963.666667,150,17854.447813895644,primary_2023_2025,216.75,126.75,1.7100591715976332,exhaustion,1_5_to_2_0,89.75,0.4140715109573241,True,0.14484679665738162,0.14484679665738162,-1,1,True,False,0.8161559888579387,True,True,2024,2024-02,2024-W07
MNQ,2024-02-19,2024-02-19 14:30:00+00:00,2024-02-19 16:29:00+00:00,17789.25,17807.25,17772.25,17782.0,62221,1106828544.4166667,120,17788.66531262221,2024-02-19 16:30:00+00:00,2024-02-19 17:59:00+00:00,17782.0,17796.75,17776.75,17788.5,17247,306749036.0833333,90,17785.64597224638,primary_2023_2025,35.0,130.375,0.2684563758389262,standard,le_0_7,20.0,0.5714285714285714,False,0.325,0.325,-1,1,True,False,0.5875,True,True,2024,2024-02,2024-W08
MNQ,2024-02-20,2024-02-20 14:30:00+00:00,2024-02-20 16:29:00+00:00,17661.75,17724.0,17482.0,17572.75,531389,9337134409.0,120,17571.184968074234,2024-02-20 16:30:00+00:00,2024-02-20 18:59:00+00:00,17573.0,17573.75,17452.5,17531.75,318880,5581374585.083333,150,17503.05627534914,primary_2023_2025,242.0,126.75,1.9092702169625246,exhaustion,1_5_to_2_0,121.25,0.5010330578512396,False,0.3402061855670103,-0.3402061855670103,-1,-1,False,True,0.6536082474226804,True,True,2024,2024-02,2024-W08
MNQ,2024-02-21,2024-02-21 14:30:00+00:00,2024-02-21 16:29:00+00:00,17495.0,17525.75,17448.5,17490.0,445290,7786256170.0,120,17485.809629679534,2024-02-21 16:30:00+00:00,2024-02-21 18:59:00+00:00,17490.0,17513.25,17428.25,17453.5,279314,4878055605.666667,150,17464.41497979574,primary_2023_2025,77.25,130.375,0.5925215723873442,standard,le_0_7,85.0,1.1003236245954693,False,0.4294117647058823,-0.4294117647058823,-1,-1,False,True,0.29705882352941176,True,True,2024,2024-02,2024-W08
MNQ,2024-02-22,2024-02-22 14:30:00+00:00,2024-02-22 16:29:00+00:00,17896.0,17976.75,17864.0,17955.5,487758,8742138536.083334,120,17923.106409496788,2024-02-22 16:30:00+00:00,2024-02-22 18:59:00+00:00,17955.75,18056.0,17935.0,18052.75,231311,4161737421.6666665,150,17991.956377633,primary_2023_2025,112.75,129.375,0.8714975845410629,standard,0_7_to_1_0,121.0,1.0731707317073171,False,0.8016528925619835,0.8016528925619835,1,1,False,True,0.9731404958677686,False,False,2024,2024-02,2024-W08
MNQ,2024-02-23,2024-02-23 14:30:00+00:00,2024-02-23 16:29:00+00:00,18105.75,18145.0,17946.0,18006.25,519947,9387781044.25,120,18055.265333293584,2024-02-23 16:30:00+00:00,2024-02-23 18:59:00+00:00,18006.75,18063.5,17987.0,18036.5,297983,5372592662.833333,150,18029.862988268906,primary_2023_2025,199.0,129.375,1.5381642512077294,exhaustion,1_5_to_2_0,76.5,0.3844221105527638,True,0.3888888888888889,0.3888888888888889,-1,1,True,False,0.6470588235294118,True,True,2024,2024-02,2024-W08
MNQ,2024-02-26,2024-02-26 14:30:00+00:00,2024-02-26 16:29:00+00:00,18017.0,18050.75,17966.0,18017.0,397727,7163777221.5,120,18011.795079288055,2024-02-26 16:30:00+00:00,2024-02-26 18:59:00+00:00,18017.5,18059.75,17980.25,18014.5,248257,4475073186.083333,150,18025.969805819506,primary_2023_2025,84.75,137.875,0.614687216681777,standard,le_0_7,79.5,0.9380530973451328,False,0.03773584905660377,-0.03773584905660377,0,-1,False,True,0.4308176100628931,True,True,2024,2024-02,2024-W09
MNQ,2024-02-27,2024-02-27 14:30:00+00:00,2024-02-27 16:29:00+00:00,18018.25,18032.5,17938.0,17975.75,428710,7714583636.5,120,17994.876808331974,2024-02-27 16:30:00+00:00,2024-02-27 18:59:00+00:00,17975.5,18010.0,17908.5,17970.25,270994,4867848783.833333,150,17962.939341215424,primary_2023_2025,94.5,137.875,0.6854034451495921,standard,le_0_7,101.5,1.0740740740740742,False,0.05172413793103448,-0.05172413793103448,-1,-1,False,True,0.6083743842364532,True,True,2024,2024-02,2024-W09
MNQ,2024-02-28,2024-02-28 14:30:00+00:00,2024-02-28 16:29:00+00:00,17923.5,17967.5,17876.25,17961.25,405018,7257307688.166667,120,17918.481865415037,2024-02-28 16:30:00+00:00,2024-02-28 18:59:00+00:00,17961.25,17975.0,17893.75,17949.5,249594,4476732406.5,150,17936.05778384096,primary_2023_2025,91.25,137.875,0.6618313689936537,standard,le_0_7,81.25,0.8904109589041096,False,0.14461538461538462,-0.14461538461538462,1,-1,True,True,0.6861538461538461,True,True,2024,2024-02,2024-W09
MNQ,2024-02-29,2024-02-29 14:30:00+00:00,2024-02-29 16:29:00+00:00,18030.25,18072.25,17966.5,17979.25,398615,7184679801.166667,120,18024.10797678629,2024-02-29 16:30:00+00:00,2024-02-29 18:59:00+00:00,17979.75,18050.0,17898.0,18037.75,312327,5617924265.5,150,17987.31542742062,primary_2023_2025,105.75,127.875,0.8269794721407625,standard,0_7_to_1_0,152.0,1.4373522458628842,False,0.3815789473684211,0.3815789473684211,-1,1,True,True,0.9194078947368421,True,True,2024,2024-02,2024-W09
MNQ,2024-03-01,2024-03-01 14:30:00+00:00,2024-03-01 16:29:00+00:00,18096.5,18242.25,18093.5,18229.25,438548,7965160466.083333,120,18162.573916842244,2024-03-01 16:30:00+00:00,2024-03-01 18:59:00+00:00,18230.5,18348.0,18208.75,18344.5,260343,4757915131.0,150,18275.563894554492,primary_2023_2025,148.75,127.875,1.163245356793744,standard,1_0_to_1_3,139.25,0.9361344537815126,False,0.8186714542190305,0.8186714542190305,1,1,False,True,0.9748653500897666,False,False,2024,2024-03,2024-W09
MNQ,2024-03-04,2024-03-04 14:30:00+00:00,2024-03-04 16:29:00+00:00,18330.0,18335.0,18280.0,18303.75,320711,5871442457.25,120,18307.58052343075,2024-03-04 16:30:00+00:00,2024-03-04 18:59:00+00:00,18304.0,18327.5,18270.0,18302.0,185832,3400960452.25,150,18301.263787991305,primary_2023_2025,55.0,127.875,0.43010752688172044,standard,le_0_7,57.5,1.0454545454545454,False,0.034782608695652174,-0.034782608695652174,-1,-1,False,True,0.5565217391304348,True,True,2024,2024-03,2024-W10
MNQ,2024-03-05,2024-03-05 14:30:00+00:00,2024-03-05 16:29:00+00:00,18133.75,18135.0,17908.75,17954.25,527184,9491503378.333334,120,18004.156761839004,2024-03-05 16:30:00+00:00,2024-03-05 18:59:00+00:00,17954.25,17979.0,17875.5,17879.5,289564,5192374120.0,150,17931.6977248553,primary_2023_2025,226.25,117.75,1.921443736730361,exhaustion,1_5_to_2_0,103.5,0.4574585635359116,True,0.7222222222222222,-0.7222222222222222,-1,-1,False,True,0.03864734299516908,False,False,2024,2024-03,2024-W10
MNQ,2024-03-06,2024-03-06 14:30:00+00:00,2024-03-06 16:29:00+00:00,18104.0,18126.25,17963.5,18097.5,503654,9092791651.416666,120,18053.647248739544,2024-03-06 16:30:00+00:00,2024-03-06 18:59:00+00:00,18097.75,18174.25,18030.75,18077.5,407803,7385156600.5,150,18109.618125663616,primary_2023_2025,162.75,117.75,1.3821656050955413,standard,1_3_to_1_5,143.5,0.8817204301075269,False,0.14111498257839722,-0.14111498257839722,-1,-1,False,True,0.32578397212543553,True,True,2024,2024-03,2024-W10
MNQ,2024-03-07,2024-03-07 14:30:00+00:00,2024-03-07 16:29:00+00:00,18182.25,18293.0,18119.0,18286.75,480541,8752798822.5,120,18214.46832320239,2024-03-07 16:30:00+00:00,2024-03-07 18:59:00+00:00,18286.5,18360.0,18260.0,18353.0,259435,4749776643.083333,150,18308.156737076082,primary_2023_2025,174.0,117.75,1.4777070063694266,standard,1_3_to_1_5,100.0,0.5747126436781609,False,0.665,0.665,1,1,False,True,0.93,False,False,2024,2024-03,2024-W10
MNQ,2024-03-08,2024-03-08 14:30:00+00:00,2024-03-08 16:29:00+00:00,18318.5,18436.25,18191.5,18199.0,616833,11311188757.5,120,18337.52208053071,2024-03-08 16:30:00+00:00,2024-03-08 18:59:00+00:00,18199.0,18231.25,18012.25,18046.0,544983,9885480545.416666,150,18139.062219219068,primary_2023_2025,244.75,127.875,1.913978494623656,exhaustion,1_5_to_2_0,219.0,0.8947906026557712,False,0.6986301369863014,-0.6986301369863014,-1,-1,False,True,0.1541095890410959,False,False,2024,2024-03,2024-W10
MNQ,2024-03-11,2024-03-11 13:30:00+00:00,2024-03-11 15:29:00+00:00,18224.75,18269.25,18137.75,18176.0,334845,6093550602.666667,120,18198.123318749473,2024-03-11 15:30:00+00:00,2024-03-11 17:59:00+00:00,18176.0,18254.5,18162.5,18221.5,175736,3201086333.3333335,150,18215.31350055386,primary_2023_2025,131.5,133.25,0.9868667917448405,standard,0_7_to_1_0,92.0,0.6996197718631179,False,0.4945652173913043,0.4945652173913043,-1,1,True,False,0.6413043478260869,True,True,2024,2024-03,2024-W11
MNQ,2024-03-12,2024-03-12 13:30:00+00:00,2024-03-12 15:29:00+00:00,18311.25,18457.25,18174.0,18453.5,456830,8368921411.583333,120,18319.55303194478,2024-03-12 15:30:00+00:00,2024-03-12 17:59:00+00:00,18453.5,18455.75,18323.25,18402.75,274513,5046820149.0,150,18384.630778870218,primary_2023_2025,283.25,137.625,2.058128973660309,exhaustion,gt_2_0,132.5,0.4677846425419241,True,0.38301886792452833,-0.38301886792452833,1,-1,True,False,0.6,False,False,2024,2024-03,2024-W11
MNQ,2024-03-13,2024-03-13 13:30:00+00:00,2024-03-13 15:29:00+00:00,18428.25,18429.5,18303.0,18321.0,498389,9147575660.5,120,18354.288839641325,2024-03-13 15:30:00+00:00,2024-03-13 17:59:00+00:00,18321.5,18398.0,18281.5,18388.25,299649,5497387091.25,150,18346.088561116507,primary_2023_2025,126.5,137.625,0.9191643960036331,standard,0_7_to_1_0,116.5,0.9209486166007905,False,0.572961373390558,0.572961373390558,-1,1,True,True,0.9163090128755365,True,True,2024,2024-03,2024-W11
MNQ,2024-03-14,2024-03-14 13:30:00+00:00,2024-03-14 15:29:00+00:00,18375.0,18398.0,18203.5,18279.25,578034,10578814638.5,120,18301.370920222686,2024-03-14 15:30:00+00:00,2024-03-14 17:59:00+00:00,18279.5,18313.75,18209.75,18292.25,320571,5855495594.833333,150,18265.830642301808,primary_2023_2025,194.5,129.0,1.5077519379844961,exhaustion,1_5_to_2_0,104.0,0.5347043701799485,False,0.12259615384615384,0.12259615384615384,-1,1,True,False,0.7932692307692307,True,True,2024,2024-03,2024-W11
MNQ,2024-03-15,2024-03-15 13:30:00+00:00,2024-03-15 15:29:00+00:00,18152.25,18174.75,18029.25,18102.25,565589,10242867107.583334,120,18110.08896492565,2024-03-15 15:30:00+00:00,2024-03-15 17:59:00+00:00,18102.5,18110.5,18006.25,18081.5,317757,5736275111.916667,150,18052.395736102328,primary_2023_2025,145.5,140.125,1.0383586083853702,standard,1_0_to_1_3,104.25,0.7164948453608248,False,0.2014388489208633,-0.2014388489208633,-1,-1,False,True,0.7218225419664268,True,True,2024,2024-03,2024-W11
MNQ,2024-03-18,2024-03-18 13:30:00+00:00,2024-03-18 15:29:00+00:00,18284.5,18380.75,18277.5,18319.75,542197,9939560951.75,120,18332.0102319821,2024-03-18 15:30:00+00:00,2024-03-18 17:59:00+00:00,18319.75,18321.0,18235.0,18273.0,341699,6246090750.833333,150,18279.511355998504,primary_2023_2025,103.25,138.5,0.7454873646209387,standard,0_7_to_1_0,86.0,0.8329297820823245,False,0.5436046511627907,-0.5436046511627907,1,-1,True,True,0.4418604651162791,False,False,2024,2024-03,2024-W12
MNQ,2024-03-19,2024-03-19 13:30:00+00:00,2024-03-19 15:29:00+00:00,18143.5,18152.75,18053.25,18131.25,488286,8839494320.5,120,18103.108261346835,2024-03-19 15:30:00+00:00,2024-03-19 17:59:00+00:00,18131.5,18286.25,18131.5,18264.0,314285,5724041325.333333,150,18212.90015537914,primary_2023_2025,99.5,138.5,0.7184115523465704,standard,0_7_to_1_0,154.75,1.5552763819095476,False,0.8562197092084006,0.8562197092084006,-1,1,True,True,0.8562197092084006,False,False,2024,2024-03,2024-W12
MNQ,2024-03-20,2024-03-20 13:30:00+00:00,2024-03-20 15:29:00+00:00,18318.0,18334.75,18245.75,18285.0,356241,6511218350.833333,120,18277.565891723112,2024-03-20 15:30:00+00:00,2024-03-20 17:59:00+00:00,18285.25,18296.0,18244.0,18274.5,180595,3299689194.75,150,18271.210137323847,primary_2023_2025,89.0,129.0,0.689922480620155,standard,le_0_7,52.0,0.5842696629213483,False,0.20673076923076922,-0.20673076923076922,-1,-1,False,True,0.5865384615384616,True,True,2024,2024-03,2024-W12
MNQ,2024-03-21,2024-03-21 13:30:00+00:00,2024-03-21 15:29:00+00:00,18687.75,18708.5,18617.5,18656.0,519854,9697545226.333334,120,18654.36300640821,2024-03-21 15:30:00+00:00,2024-03-21 17:59:00+00:00,18655.5,18707.5,18612.25,18618.75,300335,5608338049.25,150,18673.60796860173,primary_2023_2025,91.0,129.0,0.7054263565891473,standard,0_7_to_1_0,95.25,1.0467032967032968,False,0.3858267716535433,-0.3858267716535433,-1,-1,False,True,0.06824146981627296,True,True,2024,2024-03,2024-W12
MNQ,2024-03-22,2024-03-22 13:30:00+00:00,2024-03-22 15:29:00+00:00,18537.5,18565.25,18500.25,18553.75,406392,7530376228.583333,120,18529.8338269044,2024-03-22 15:30:00+00:00,2024-03-22 17:59:00+00:00,18553.75,18626.0,18528.25,18622.0,261799,4861740043.666667,150,18570.506547644058,primary_2023_2025,65.0,129.0,0.5038759689922481,standard,le_0_7,97.75,1.5038461538461538,False,0.6982097186700768,0.6982097186700768,1,1,False,True,0.959079283887468,True,True,2024,2024-03,2024-W12
MNQ,2024-03-25,2024-03-25 13:30:00+00:00,2024-03-25 15:29:00+00:00,18458.75,18542.25,18415.0,18528.75,426664,7889442582.916667,120,18490.996622439827,2024-03-25 15:30:00+00:00,2024-03-25 17:59:00+00:00,18529.0,18557.75,18511.25,18552.5,214751,3980117172.0,150,18533.637431257597,primary_2023_2025,127.25,116.125,1.0958019375672767,standard,1_0_to_1_3,46.5,0.3654223968565815,True,0.5053763440860215,0.5053763440860215,1,1,False,True,0.8870967741935484,False,False,2024,2024-03,2024-W13
MNQ,2024-03-26,2024-03-26 13:30:00+00:00,2024-03-26 15:29:00+00:00,18568.75,18609.25,18534.0,18568.5,383349,7119381105.25,120,18571.53952468899,2024-03-26 15:30:00+00:00,2024-03-26 17:59:00+00:00,18568.5,18588.75,18529.25,18538.5,208401,3867116625.0833335,150,18556.1327684768,primary_2023_2025,75.25,126.875,0.593103448275862,standard,le_0_7,59.5,0.7906976744186046,False,0.5042016806722689,-0.5042016806722689,-1,-1,False,True,0.15546218487394958,True,True,2024,2024-03,2024-W13
MNQ,2024-03-27,2024-03-27 13:30:00+00:00,2024-03-27 15:29:00+00:00,18566.25,18572.0,18378.5,18401.0,512065,9446650594.666666,120,18448.147392746363,2024-03-27 15:30:00+00:00,2024-03-27 17:59:00+00:00,18400.5,18453.5,18390.0,18430.0,227977,4199983707.1666665,150,18422.839616130866,primary_2023_2025,193.5,126.875,1.5251231527093596,exhaustion,1_5_to_2_0,63.5,0.3281653746770026,True,0.4645669291338583,0.4645669291338583,-1,1,True,False,0.6299212598425197,True,True,2024,2024-03,2024-W13
MNQ,2024-03-28,2024-03-28 13:30:00+00:00,2024-03-28 15:29:00+00:00,18500.0,18539.25,18457.0,18510.0,361883,6695363699.0,120,18501.45958500399,2024-03-28 15:30:00+00:00,2024-03-28 17:59:00+00:00,18510.0,18518.75,18453.75,18469.5,209027,3863702540.0833335,150,18484.22710981516,primary_2023_2025,82.25,129.375,0.6357487922705314,standard,le_0_7,65.0,0.790273556231003,False,0.6230769230769231,-0.6230769230769231,1,-1,True,True,0.2423076923076923,True,True,2024,2024-03,2024-W13
