instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-01T23:21:00Z,2025-01-01T23:21:00Z,2025-01-01T23:22:00Z,2025-01-01T18:21:00-05:00,overnight,overnight,2025-01-02,short,vwap_bear_rejection,21295.9775,21289.5000,21296.2500,21276.0000,21296.2500,stop,-1.165926,0.185185,-1.444444,6.7500,-155,-0.249597,0.000000,0.000000,1.363487,621,388,233,0,0,0,0,0,0,0,0,362,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-01T23:31:00Z,2025-01-01T23:31:00Z,2025-01-01T23:32:00Z,2025-01-01T18:31:00-05:00,overnight,overnight,2025-01-02,long,vwap_bull_rejection,21296.4376,21304.2500,21298.0000,21316.7500,21298.0000,stop,-1.179200,0.040000,-1.760000,6.2500,91,0.203579,0.000000,0.000000,1.482095,447,178,269,0,0,0,0,0,0,0,0,302,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-02T00:47:00Z,2025-01-02T00:47:00Z,2025-01-02T01:03:00Z,2025-01-01T19:47:00-05:00,overnight,overnight,2025-01-02,long,vwap_bull_rejection,21220.5374,21236.2500,21219.0000,21270.7500,21270.7500,target,1.935072,2.376812,-0.942029,17.2500,225,0.136945,0.000000,0.000000,2.112640,1643,709,934,0,0,0,0,0,0,0,0,888,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-02T17:03:00Z,2025-01-02T17:03:00Z,2025-01-02T17:05:00Z,2025-01-02T12:03:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-01-02,short,vwap_bear_rejection,21318.0086,21304.2500,21323.7500,21265.2500,21323.7500,stop,-1.057436,0.166667,-1.679487,19.5000,-501,-0.127061,0.000000,0.000000,1.481579,3943,2222,1721,0,0,0,0,0,0,0,0,2290,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T05:05:00Z,2025-01-03T05:05:00Z,2025-01-03T05:19:00Z,2025-01-03T00:05:00-05:00,overnight,overnight,2025-01-03,long,vwap_bull_rejection,21217.7945,21220.0000,21215.0000,21230.0000,21215.0000,stop,-1.224000,0.900000,-1.900000,5.0000,118,0.373418,0.000000,0.000000,1.693916,316,99,217,0,0,0,0,0,0,0,0,150,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T05:28:00Z,2025-01-03T05:28:00Z,2025-01-03T05:33:00Z,2025-01-03T00:28:00-05:00,overnight,overnight,2025-01-03,long,vwap_bull_rejection,21217.7599,21220.7500,21218.0000,21226.2500,21226.2500,target,1.592727,2.000000,-0.909091,2.7500,83,0.400966,0.000000,0.000000,1.239150,207,62,145,0,0,0,0,0,0,0,0,119,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T07:13:00Z,2025-01-03T07:13:00Z,2025-01-03T07:14:00Z,2025-01-03T02:13:00-05:00,overnight,overnight,2025-01-03,short,vwap_bear_rejection,21220.6657,21216.2500,21220.5000,21207.7500,21220.5000,stop,-1.263529,0.000000,-1.529412,4.2500,-117,-0.234469,0.000000,0.000000,2.073982,499,308,191,0,0,0,0,0,0,0,0,280,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T07:16:00Z,2025-01-03T07:16:00Z,2025-01-03T07:36:00Z,2025-01-03T02:16:00-05:00,overnight,overnight,2025-01-03,long,vwap_bull_rejection,21220.7323,21230.5000,21220.5000,21250.5000,21238.2500,timeout,0.663000,1.325000,-0.675000,10.0000,197,0.225659,0.000000,0.000000,3.074485,873,338,535,0,0,0,0,0,0,0,0,482,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T11:23:00Z,2025-01-03T11:23:00Z,2025-01-03T11:28:00Z,2025-01-03T06:23:00-05:00,overnight,overnight,2025-01-03,long,vwap_bull_rejection,21233.9909,21239.0000,21234.0000,21249.0000,21249.0000,target,1.776000,2.700000,-0.700000,5.0000,135,0.360000,0.000000,0.000000,1.336422,375,120,255,0,0,0,0,0,0,0,0,193,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T12:16:00Z,2025-01-03T12:16:00Z,2025-01-03T12:19:00Z,2025-01-03T07:16:00-05:00,overnight,overnight,2025-01-03,short,vwap_bear_rejection,21234.3715,21226.7500,21233.7500,21212.7500,21212.7500,target,1.840000,2.392857,-0.071429,7.0000,-172,-0.318519,0.000000,0.000000,1.588002,540,356,184,0,0,0,0,0,0,0,0,327,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T12:31:00Z,2025-01-03T12:31:00Z,2025-01-03T12:32:00Z,2025-01-03T07:31:00-05:00,overnight,overnight,2025-01-03,long,vwap_bull_rejection,21233.9148,21237.5000,21233.0000,21246.5000,21233.0000,stop,-1.248889,0.000000,-1.888889,4.5000,107,0.158990,0.000000,0.000000,1.555530,673,283,390,0,0,0,0,0,0,0,0,370,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T13:55:00Z,2025-01-03T13:55:00Z,2025-01-03T13:56:00Z,2025-01-03T08:55:00-05:00,overnight,overnight,2025-01-03,long,vwap_bull_rejection,21236.4844,21242.2500,21236.2500,21254.2500,21236.2500,stop,-1.186667,0.250000,-1.500000,6.0000,108,0.114407,0.000000,0.000000,1.649052,944,418,526,0,0,0,0,0,0,0,0,540,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-05T23:07:00Z,2025-01-05T23:07:00Z,2025-01-05T23:12:00Z,2025-01-05T18:07:00-05:00,overnight,overnight,2025-01-06,short,vwap_bear_rejection,21526.4089,21519.2500,21525.7500,21506.2500,21525.7500,stop,-1.172308,0.884615,-1.307692,6.5000,-84,-0.115385,0.000000,0.000000,2.093458,728,406,322,0,0,0,0,0,0,0,0,471,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-05T23:42:00Z,2025-01-05T23:42:00Z,2025-01-05T23:44:00Z,2025-01-05T18:42:00-05:00,overnight,overnight,2025-01-06,long,vwap_bull_rejection,21522.3396,21527.5000,21521.2500,21540.0000,21521.2500,stop,-1.179200,0.400000,-1.000000,6.2500,132,0.229965,0.000000,0.000000,1.805599,574,221,353,0,0,0,0,0,0,0,0,338,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T02:05:00Z,2025-01-07T02:05:00Z,2025-01-07T02:12:00Z,2025-01-06T21:05:00-05:00,overnight,overnight,2025-01-07,long,vwap_bull_rejection,21768.8431,21772.2500,21769.5000,21777.7500,21769.5000,stop,-1.407273,0.909091,-1.000000,2.7500,90,0.279503,0.000000,0.000000,1.588163,322,116,206,0,0,0,0,0,0,0,0,162,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T09:48:00Z,2025-01-07T09:48:00Z,2025-01-07T09:51:00Z,2025-01-07T04:48:00-05:00,overnight,overnight,2025-01-07,short,vwap_bear_rejection,21737.0961,21734.7500,21738.2500,21727.7500,21738.2500,stop,-1.320000,1.642857,-2.714286,3.5000,-62,-0.113553,0.000000,0.000000,1.827309,546,304,242,0,0,0,0,0,0,0,0,308,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T12:01:00Z,2025-01-07T12:01:00Z,2025-01-07T12:11:00Z,2025-01-07T07:01:00-05:00,overnight,overnight,2025-01-07,short,vwap_bear_rejection,21738.8567,21724.2500,21743.5000,21685.7500,21743.5000,stop,-1.058182,0.285714,-1.207792,19.2500,-162,-0.114085,0.000000,0.000000,4.225562,1420,791,629,0,0,0,0,0,0,0,0,788,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T13:00:00Z,2025-01-07T13:00:00Z,2025-01-07T13:07:00Z,2025-01-07T08:00:00-05:00,overnight,overnight,2025-01-07,long,vwap_bull_rejection,21739.2522,21745.2500,21737.2500,21761.2500,21737.2500,stop,-1.140000,1.031250,-1.062500,8.0000,130,0.207006,0.000000,0.000000,1.323080,628,249,379,0,0,0,0,0,0,0,0,352,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T14:37:00Z,2025-01-07T14:37:00Z,2025-01-07T14:44:00Z,2025-01-07T09:37:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-01-07,short,vwap_bear_rejection,21748.5324,21725.7500,21749.7500,21677.7500,21749.7500,stop,-1.046667,1.281250,-1.093750,24.0000,-1248,-0.144847,0.000000,0.000000,2.738150,8616,4932,3684,0,0,0,0,0,0,0,0,4706,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T14:45:00Z,2025-01-07T14:45:00Z,2025-01-07T14:51:00Z,2025-01-07T09:45:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-01-07,long,vwap_bull_rejection,21745.7502,21765.7500,21748.5000,21800.2500,21748.5000,stop,-1.064928,1.260870,-1.014493,17.2500,1181,0.147791,0.000000,0.000000,1.369260,7991,3405,4586,0,0,0,0,0,0,0,0,4300,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T03:35:00Z,2025-01-08T03:35:00Z,2025-01-08T03:37:00Z,2025-01-07T22:35:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21401.0806,21398.0000,21402.2500,21389.5000,21402.2500,stop,-1.263529,0.176471,-1.588235,4.2500,-90,-0.202703,0.000000,0.000000,1.497723,444,267,177,0,0,0,0,0,0,0,0,270,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T03:43:00Z,2025-01-08T03:43:00Z,2025-01-08T03:44:00Z,2025-01-07T22:43:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21401.0952,21399.5000,21401.7500,21395.0000,21401.7500,stop,-1.497778,0.444444,-1.000000,2.2500,-54,-0.245455,0.000000,0.000000,1.278698,220,137,83,0,0,0,0,0,0,0,0,127,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T06:41:00Z,2025-01-08T06:41:00Z,2025-01-08T06:48:00Z,2025-01-08T01:41:00-05:00,overnight,overnight,2025-01-08,long,vwap_bull_rejection,21404.0612,21410.5000,21404.0000,21423.5000,21404.0000,stop,-1.172308,0.423077,-1.076923,6.5000,85,0.261538,0.000000,0.000000,1.544310,325,120,205,0,0,0,0,0,0,0,0,204,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:16:00Z,2025-01-08T08:16:00Z,2025-01-08T08:17:00Z,2025-01-08T03:16:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21399.6015,21396.7500,21398.5000,21393.2500,21398.5000,stop,-1.640000,0.857143,-1.857143,1.7500,-111,-0.190395,0.000000,0.000000,1.823585,583,347,236,0,0,0,0,0,0,0,0,341,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:19:00Z,2025-01-08T08:19:00Z,2025-01-08T08:24:00Z,2025-01-08T03:19:00-05:00,overnight,overnight,2025-01-08,long,vwap_bull_rejection,21399.6238,21408.2500,21400.0000,21424.7500,21400.0000,stop,-1.135758,1.333333,-1.121212,8.2500,185,0.343228,0.000000,0.000000,1.514470,539,177,362,0,0,0,0,0,0,0,0,283,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:27:00Z,2025-01-08T08:27:00Z,2025-01-08T08:32:00Z,2025-01-08T03:27:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21399.8056,21394.5000,21400.0000,21383.5000,21400.0000,stop,-1.203636,1.727273,-1.272727,5.5000,-216,-0.271357,0.000000,0.000000,2.187414,796,506,290,0,0,0,0,0,0,0,0,458,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:29:00Z,2025-01-08T08:29:00Z,2025-01-08T08:32:00Z,2025-01-08T03:29:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21399.7676,21394.7500,21399.5000,21385.2500,21399.5000,stop,-1.235789,1.526316,-1.421053,4.7500,-154,-0.249191,0.000000,0.000000,1.565945,618,386,232,0,0,0,0,0,0,0,0,390,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T11:27:00Z,2025-01-08T11:27:00Z,2025-01-08T11:32:00Z,2025-01-08T06:27:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21406.4912,21392.7500,21408.7500,21360.7500,21360.7500,target,1.930000,3.937500,-0.406250,16.0000,-224,-0.189509,0.000000,0.000000,2.423124,1182,703,479,0,0,0,0,0,0,0,0,648,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T13:25:00Z,2025-01-08T13:25:00Z,2025-01-08T13:30:00Z,2025-01-08T08:25:00-05:00,overnight,overnight,2025-01-08,long,vwap_bull_rejection,21354.6416,21367.0000,21353.0000,21395.0000,21353.0000,stop,-1.080000,1.535714,-1.589286,14.0000,545,0.165101,0.000000,0.000000,1.993418,3301,1378,1923,0,0,0,0,0,0,0,0,1714,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T14:15:00Z,2025-01-08T14:15:00Z,2025-01-08T14:26:00Z,2025-01-08T09:15:00-05:00,overnight,overnight,2025-01-08,short,vwap_bear_rejection,21354.2596,21338.0000,21353.2500,21307.5000,21353.2500,stop,-1.073443,0.770492,-1.147541,15.2500,-434,-0.207457,0.000000,0.000000,1.369558,2092,1263,829,0,0,0,0,0,0,0,0,1188,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T16:03:00Z,2025-01-08T16:03:00Z,2025-01-08T16:11:00Z,2025-01-08T11:03:00-05:00,rth_09_30_16_00,rth_mid_11_00_11_30,2025-01-08,short,vwap_bear_rejection,21339.1796,21322.0000,21343.7500,21278.5000,21343.7500,stop,-1.051494,1.724138,-1.310345,21.7500,-676,-0.164317,0.000000,0.000000,1.311716,4114,2395,1719,0,0,0,0,0,0,0,0,2264,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T17:07:00Z,2025-01-08T17:07:00Z,2025-01-08T17:09:00Z,2025-01-08T12:07:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-01-08,short,vwap_bear_rejection,21341.8101,21335.2500,21345.0000,21315.7500,21315.7500,target,1.885128,2.230769,-0.435897,9.7500,-360,-0.113924,0.000000,0.000000,1.587461,3160,1760,1400,0,0,0,0,0,0,0,0,1721,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T18:53:00Z,2025-01-08T18:53:00Z,2025-01-08T19:06:00Z,2025-01-08T13:53:00-05:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-01-08,short,vwap_bear_rejection,21331.3965,21315.5000,21335.0000,21276.5000,21335.0000,stop,-1.057436,1.717949,-1.346154,19.5000,-446,-0.108095,0.000000,0.000000,1.995357,4126,2286,1840,0,0,0,0,0,0,0,0,1926,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T19:07:00Z,2025-01-08T19:07:00Z,2025-01-08T19:09:00Z,2025-01-08T14:07:00-05:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-01-08,long,vwap_bull_rejection,21330.8413,21342.7500,21321.7500,21384.7500,21384.7500,target,1.946667,2.214286,-0.440476,21.0000,570,0.138350,0.000000,0.000000,1.448206,4120,1775,2345,0,0,0,0,0,0,0,0,2235,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T19:08:00Z,2025-01-08T19:08:00Z,2025-01-08T19:10:00Z,2025-01-08T14:08:00-05:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-01-08,long,vwap_bull_rejection,21330.9009,21353.0000,21333.2500,21392.5000,21392.5000,target,1.943291,2.063291,-0.050633,19.7500,695,0.140036,0.000000,0.000000,1.651278,4963,2134,2829,0,0,0,0,0,0,0,0,2467,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:12:00Z,2025-01-08T20:12:00Z,2025-01-08T20:16:00Z,2025-01-08T15:12:00-05:00,rth_09_30_16_00,rth_close_15_00_16_00,2025-01-08,short,vwap_bear_rejection,21333.9922,21321.2500,21332.7500,21298.2500,21332.7500,stop,-1.097391,1.760870,-1.065217,11.5000,-330,-0.137386,0.000000,0.000000,1.359559,2402,1366,1036,0,0,0,0,0,0,0,0,1340,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:24:00Z,2025-01-08T20:24:00Z,2025-01-08T20:34:00Z,2025-01-08T15:24:00-05:00,rth_09_30_16_00,rth_close_15_00_16_00,2025-01-08,long,vwap_bull_rejection,21333.9189,21350.7500,21336.0000,21380.2500,21336.0000,stop,-1.075932,0.576271,-1.033898,14.7500,611,0.199478,0.000000,0.000000,1.516262,3063,1226,1837,0,0,0,0,0,0,0,0,1596,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:51:00Z,2025-01-08T20:51:00Z,2025-01-08T20:54:00Z,2025-01-08T15:51:00-05:00,rth_09_30_16_00,rth_close_15_00_16_00,2025-01-08,long,vwap_bull_rejection,21334.0156,21349.7500,21334.7500,21379.7500,21334.7500,stop,-1.074667,0.183333,-1.116667,15.0000,485,0.181308,0.000000,0.000000,1.621360,2675,1095,1580,0,0,0,0,0,0,0,0,1582,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:55:00Z,2025-01-08T20:55:00Z,2025-01-08T21:15:00Z,2025-01-08T15:55:00-05:00,rth_09_30_16_00,rth_close_15_00_16_00,2025-01-08,long,vwap_bull_rejection,21334.0727,21354.7500,21336.5000,21391.2500,21351.7500,timeout,-0.225753,1.904110,-0.671233,18.2500,856,0.218926,0.000000,0.000000,2.352233,3910,1527,2383,0,0,0,0,0,0,0,0,1898,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T23:06:00Z,2025-01-08T23:06:00Z,2025-01-08T23:11:00Z,2025-01-08T18:06:00-05:00,overnight,overnight,2025-01-09,short,vwap_bear_rejection,21328.3388,21324.5000,21329.0000,21315.5000,21329.0000,stop,-1.248889,0.444444,-2.666667,4.5000,-156,-0.319672,0.000000,0.000000,2.162641,488,322,166,0,0,0,0,0,0,0,0,368,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T23:48:00Z,2025-01-08T23:48:00Z,2025-01-08T23:58:00Z,2025-01-08T18:48:00-05:00,overnight,overnight,2025-01-09,short,vwap_bear_rejection,21335.1652,21329.5000,21336.5000,21315.5000,21315.5000,target,1.840000,2.071429,-0.285714,7.0000,-76,-0.294574,0.000000,0.000000,2.273128,258,167,91,0,0,0,0,0,0,0,0,137,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T01:01:00Z,2025-01-09T01:01:00Z,2025-01-09T01:03:00Z,2025-01-08T20:01:00-05:00,overnight,overnight,2025-01-09,short,vwap_bear_rejection,21309.1037,21301.7500,21308.7500,21287.7500,21308.7500,stop,-1.160000,0.142857,-1.428571,7.0000,-86,-0.205742,0.000000,0.000000,1.376358,418,252,166,0,0,0,0,0,0,0,0,262,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T01:04:00Z,2025-01-09T01:04:00Z,2025-01-09T01:08:00Z,2025-01-08T20:04:00-05:00,overnight,overnight,2025-01-09,long,vwap_bull_rejection,21309.1661,21316.7500,21309.7500,21330.7500,21309.7500,stop,-1.160000,0.428571,-1.607143,7.0000,110,0.176282,0.000000,0.000000,2.040883,624,257,367,0,0,0,0,0,0,0,0,331,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T05:09:00Z,2025-01-09T05:09:00Z,2025-01-09T05:19:00Z,2025-01-09T00:09:00-05:00,overnight,overnight,2025-01-09,long,vwap_bull_rejection,21315.7986,21320.5000,21316.0000,21329.5000,21329.5000,target,1.751111,2.055556,-0.500000,4.5000,98,0.401639,0.000000,0.000000,1.266217,244,73,171,0,0,0,0,0,0,0,0,113,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T05:46:00Z,2025-01-09T05:46:00Z,2025-01-09T06:06:00Z,2025-01-09T00:46:00-05:00,overnight,overnight,2025-01-09,long,vwap_bull_rejection,21315.9572,21320.7500,21315.5000,21331.2500,21325.0000,timeout,0.596190,1.428571,-0.809524,5.2500,98,0.365672,0.000000,0.000000,1.693523,268,85,183,0,0,0,0,0,0,0,0,156,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T07:01:00Z,2025-01-09T07:01:00Z,2025-01-09T07:11:00Z,2025-01-09T02:01:00-05:00,overnight,overnight,2025-01-09,short,vwap_bear_rejection,21316.2398,21308.2500,21316.0000,21292.7500,21316.0000,stop,-1.144516,0.387097,-1.096774,7.7500,-130,-0.363128,0.000000,0.000000,2.876657,358,244,114,0,0,0,0,0,0,0,0,194,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T09:21:00Z,2025-01-09T09:21:00Z,2025-01-09T09:38:00Z,2025-01-09T04:21:00-05:00,overnight,overnight,2025-01-09,short,vwap_bear_rejection,21298.4096,21289.7500,21298.5000,21272.2500,21298.5000,stop,-1.128000,1.171429,-2.085714,8.7500,-44,-0.121547,0.000000,0.000000,1.246771,362,203,159,0,0,0,0,0,0,0,0,219,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T12:22:00Z,2025-01-09T12:22:00Z,2025-01-09T12:33:00Z,2025-01-09T07:22:00-05:00,overnight,overnight,2025-01-09,short,vwap_bear_rejection,21300.3178,21292.7500,21299.5000,21279.2500,21299.5000,stop,-1.165926,1.000000,-1.037037,6.7500,-75,-0.162690,0.000000,0.000000,1.808198,461,268,193,0,0,0,0,0,0,0,0,267,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T01:19:00Z,2025-01-10T01:19:00Z,2025-01-10T01:21:00Z,2025-01-09T20:19:00-05:00,overnight,overnight,2025-01-10,long,vwap_bull_rejection,21228.8317,21233.5000,21230.0000,21240.5000,21230.0000,stop,-1.320000,0.428571,-1.071429,3.5000,250,0.331565,0.000000,0.000000,1.519242,754,252,502,0,0,0,0,0,0,0,0,377,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T09:49:00Z,2025-01-10T09:49:00Z,2025-01-10T10:09:00Z,2025-01-10T04:49:00-05:00,overnight,overnight,2025-01-10,long,vwap_bull_rejection,21261.7386,21274.5000,21263.2500,21297.0000,21276.0000,timeout,0.033778,1.688889,-0.400000,11.2500,94,0.230392,0.000000,0.000000,1.213383,408,157,251,0,0,0,0,0,0,0,0,244,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T12:10:00Z,2025-01-10T12:10:00Z,2025-01-10T12:13:00Z,2025-01-10T07:10:00-05:00,overnight,overnight,2025-01-10,long,vwap_bull_rejection,21272.8756,21285.0000,21272.7500,21309.5000,21272.7500,stop,-1.091429,0.367347,-2.306122,12.2500,100,0.107759,0.000000,0.000000,1.264047,928,414,514,0,0,0,0,0,0,0,0,564,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T18:24:00Z,2025-01-10T18:24:00Z,2025-01-10T18:44:00Z,2025-01-10T13:24:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-01-10,long,vwap_bull_rejection,21078.6716,21107.2500,21077.2500,21167.2500,21119.2500,timeout,0.362667,0.991667,-0.666667,30.0000,1381,0.247891,0.000000,0.000000,2.546161,5571,2095,3476,0,0,0,0,0,0,0,0,2672,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T19:41:00Z,2025-01-10T19:41:00Z,2025-01-10T19:42:00Z,2025-01-10T14:41:00-05:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-01-10,long,vwap_bull_rejection,21081.7449,21091.5000,21075.5000,21123.5000,21075.5000,stop,-1.070000,0.062500,-1.046875,16.0000,654,0.210154,0.000000,0.000000,1.240187,3112,1229,1883,0,0,0,0,0,0,0,0,1686,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-12T23:16:00Z,2025-01-12T23:16:00Z,2025-01-12T23:31:00Z,2025-01-12T18:16:00-05:00,overnight,overnight,2025-01-13,long,vwap_bull_rejection,20972.8951,20986.2500,20976.0000,21006.7500,21006.7500,target,1.890732,2.414634,-0.439024,10.2500,166,0.159309,0.000000,0.000000,1.614378,1042,438,604,0,0,0,0,0,0,0,0,575,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-13T00:48:00Z,2025-01-13T00:48:00Z,2025-01-13T00:52:00Z,2025-01-12T19:48:00-05:00,overnight,overnight,2025-01-13,short,vwap_bear_rejection,21001.1820,20992.2500,20999.5000,20977.7500,20999.5000,stop,-1.154483,1.551724,-1.448276,7.2500,-153,-0.170569,0.000000,0.000000,2.443143,897,525,372,0,0,0,0,0,0,0,0,559,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-13T15:07:00Z,2025-01-13T15:07:00Z,2025-01-13T15:10:00Z,2025-01-13T10:07:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-01-13,long,vwap_bull_rejection,20817.3802,20850.0000,20814.5000,20921.0000,20814.5000,stop,-1.031549,0.161972,-1.457746,35.5000,1952,0.222628,0.000000,0.000000,1.255135,8768,3408,5360,0,0,0,0,0,0,0,0,4385,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-13T23:06:00Z,2025-01-13T23:06:00Z,2025-01-13T23:26:00Z,2025-01-13T18:06:00-05:00,overnight,overnight,2025-01-14,long,vwap_bull_rejection,21022.6753,21032.2500,21020.5000,21055.7500,21039.2500,timeout,0.500426,1.382979,-0.191489,11.7500,211,0.326121,0.000000,0.000000,1.787293,647,218,429,0,0,0,0,0,0,0,0,395,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-14T00:54:00Z,2025-01-14T00:54:00Z,2025-01-14T00:55:00Z,2025-01-13T19:54:00-05:00,overnight,overnight,2025-01-14,short,vwap_bear_rejection,21047.7023,21045.2500,21047.7500,21040.2500,21047.7500,stop,-1.448000,0.400000,-3.100000,2.5000,-54,-0.225000,0.000000,0.000000,1.223242,240,147,93,0,0,0,0,0,0,0,0,152,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-14T02:55:00Z,2025-01-14T02:55:00Z,2025-01-14T02:58:00Z,2025-01-13T21:55:00-05:00,overnight,overnight,2025-01-14,short,vwap_bear_rejection,21038.0712,21035.0000,21038.5000,21028.0000,21038.5000,stop,-1.320000,0.642857,-2.642857,3.5000,-41,-0.146953,0.000000,0.000000,1.267606,279,160,119,0,0,0,0,0,0,0,0,159,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-14T02:58:00Z,2025-01-14T02:58:00Z,2025-01-14T03:01:00Z,2025-01-13T21:58:00-05:00,overnight,overnight,2025-01-14,long,vwap_bull_rejection,21038.0751,21039.2500,21036.7500,21044.2500,21036.7500,stop,-1.448000,1.600000,-3.500000,2.5000,84,0.135048,0.000000,0.000000,2.622260,622,269,353,0,0,0,0,0,0,0,0,310,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-14T03:21:00Z,2025-01-14T03:21:00Z,2025-01-14T03:28:00Z,2025-01-13T22:21:00-05:00,overnight,overnight,2025-01-14,short,vwap_bear_rejection,21038.2210,21035.5000,21038.2500,21030.0000,21030.0000,target,1.592727,3.636364,-0.727273,2.7500,-60,-0.174419,0.000000,0.000000,1.382915,344,202,142,0,0,0,0,0,0,0,0,158,0
