instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-27T15:42:00Z,2025-03-27T15:42:00Z,2025-03-27T15:43:00Z,2025-03-27T11:42:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-27,short,vwap_bear_rejection,20076.8412,20062.7500,20075.2500,20037.7500,20075.2500,stop,-1.089600,0.240000,-1.700000,12.5000,-605,-0.119212,0.000000,0.000000,1.377467,5075,2840,2235,0,0,0,0,0,0,0,0,2872,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-27T18:19:00Z,2025-03-27T18:19:00Z,2025-03-27T18:21:00Z,2025-03-27T14:19:00-04:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-03-27,short,vwap_bear_rejection,20072.1795,20059.2500,20072.5000,20032.7500,20072.5000,stop,-1.084528,0.188679,-1.056604,13.2500,-654,-0.181667,0.000000,0.000000,1.397977,3600,2127,1473,0,0,0,0,0,0,0,0,1971,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-27T18:58:00Z,2025-03-27T18:58:00Z,2025-03-27T19:01:00Z,2025-03-27T14:58:00-04:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-03-27,short,vwap_bear_rejection,20072.2848,20061.0000,20072.0000,20039.0000,20039.0000,target,1.898182,2.181818,-0.090909,11.0000,-722,-0.252801,0.000000,0.000000,1.239314,2856,1789,1067,0,0,0,0,0,0,0,0,1450,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-27T22:06:00Z,2025-03-27T22:06:00Z,2025-03-27T22:11:00Z,2025-03-27T18:06:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,20000.1086,19996.5000,20002.5000,19984.5000,19984.5000,target,1.813333,2.166667,-0.208333,6.0000,-70,-0.170732,0.000000,0.000000,1.484700,410,240,170,0,0,0,0,0,0,0,0,276,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-27T22:55:00Z,2025-03-27T22:55:00Z,2025-03-27T23:01:00Z,2025-03-27T18:55:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,19996.5808,19990.0000,19996.2500,19977.5000,19996.2500,stop,-1.179200,0.560000,-1.040000,6.2500,-95,-0.347985,0.000000,0.000000,2.164948,273,184,89,0,0,0,0,0,0,0,0,136,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-27T23:01:00Z,2025-03-27T23:01:00Z,2025-03-27T23:04:00Z,2025-03-27T19:01:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,19996.1132,19990.0000,19996.7500,19976.5000,19976.5000,target,1.834074,2.592593,-0.037037,6.7500,-58,-0.181250,0.000000,0.000000,2.710716,320,189,131,0,0,0,0,0,0,0,0,181,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-28T04:57:00Z,2025-03-28T04:57:00Z,2025-03-28T05:03:00Z,2025-03-28T00:57:00-04:00,overnight,overnight,2025-03-28,long,vwap_bull_rejection,19974.8816,19978.0000,19974.2500,19985.5000,19985.5000,target,1.701333,2.133333,0.000000,3.7500,21,0.170732,0.000000,0.000000,1.554011,123,51,72,0,0,0,0,0,0,0,0,82,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-28T06:48:00Z,2025-03-28T06:48:00Z,2025-03-28T06:51:00Z,2025-03-28T02:48:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,19976.9753,19972.7500,19977.5000,19963.2500,19963.2500,target,1.764211,3.105263,-0.368421,4.7500,-148,-0.274074,0.000000,0.000000,2.365309,540,344,196,0,0,0,0,0,0,0,0,278,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-28T11:05:00Z,2025-03-28T11:05:00Z,2025-03-28T11:18:00Z,2025-03-28T07:05:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,19940.1025,19932.7500,19939.7500,19918.7500,19939.7500,stop,-1.160000,1.642857,-1.285714,7.0000,-210,-0.237020,0.000000,0.000000,1.832472,886,548,338,0,0,0,0,0,0,0,0,507,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-28T11:29:00Z,2025-03-28T11:29:00Z,2025-03-28T11:32:00Z,2025-03-28T07:29:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,19939.9014,19932.5000,19940.2500,19917.0000,19917.0000,target,1.855484,2.064516,0.000000,7.7500,-89,-0.141046,0.000000,0.000000,1.505248,631,360,271,0,0,0,0,0,0,0,0,375,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-28T11:57:00Z,2025-03-28T11:57:00Z,2025-03-28T12:01:00Z,2025-03-28T07:57:00-04:00,overnight,overnight,2025-03-28,long,vwap_bull_rejection,19939.3705,19945.5000,19938.0000,19960.5000,19938.0000,stop,-1.149333,0.866667,-1.233333,7.5000,191,0.316750,0.000000,0.000000,1.290806,603,206,397,0,0,0,0,0,0,0,0,343,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-28T12:31:00Z,2025-03-28T12:31:00Z,2025-03-28T12:51:00Z,2025-03-28T08:31:00-04:00,overnight,overnight,2025-03-28,short,vwap_bear_rejection,19938.9494,19905.5000,19937.2500,19842.0000,19892.5000,timeout,0.374173,1.330709,-0.433071,31.7500,-714,-0.125660,0.000000,0.000000,12.785779,5682,3198,2484,0,0,0,0,0,0,0,0,3579,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-30T22:33:00Z,2025-03-30T22:33:00Z,2025-03-30T22:36:00Z,2025-03-30T18:33:00-04:00,overnight,overnight,2025-03-31,short,vwap_bear_rejection,19300.5946,19292.7500,19303.2500,19271.7500,19303.2500,stop,-1.106667,0.190476,-1.047619,10.5000,-175,-0.311943,0.000000,0.000000,1.220096,561,368,193,0,0,0,0,0,0,0,0,349,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-30T22:41:00Z,2025-03-30T22:41:00Z,2025-03-30T22:59:00Z,2025-03-30T18:41:00-04:00,overnight,overnight,2025-03-31,long,vwap_bull_rejection,19300.6083,19309.2500,19302.0000,19323.7500,19302.0000,stop,-1.154483,1.827586,-1.241379,7.2500,321,0.556326,0.000000,0.000000,1.632942,577,128,449,0,0,0,0,0,0,0,0,299,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T01:22:00Z,2025-03-31T01:22:00Z,2025-03-31T01:37:00Z,2025-03-30T21:22:00-04:00,overnight,overnight,2025-03-31,long,vwap_bull_rejection,19245.9682,19254.0000,19244.2500,19273.5000,19244.2500,stop,-1.114872,1.871795,-1.743590,9.7500,410,0.291607,0.000000,0.000000,2.342162,1406,498,908,0,0,0,0,0,0,0,0,735,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T05:07:00Z,2025-03-31T05:07:00Z,2025-03-31T05:11:00Z,2025-03-31T01:07:00-04:00,overnight,overnight,2025-03-31,long,vwap_bull_rejection,19237.6167,19242.0000,19236.7500,19252.5000,19236.7500,stop,-1.213333,0.619048,-1.190476,5.2500,75,0.152749,0.000000,0.000000,2.192454,491,208,283,0,0,0,0,0,0,0,0,285,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T05:42:00Z,2025-03-31T05:42:00Z,2025-03-31T05:47:00Z,2025-03-31T01:42:00-04:00,overnight,overnight,2025-03-31,short,vwap_bear_rejection,19237.8922,19229.2500,19239.0000,19209.7500,19239.0000,stop,-1.114872,0.641026,-1.000000,9.7500,-77,-0.228487,0.000000,0.000000,1.247686,337,207,130,0,0,0,0,0,0,0,0,193,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T07:28:00Z,2025-03-31T07:28:00Z,2025-03-31T07:29:00Z,2025-03-31T03:28:00-04:00,overnight,overnight,2025-03-31,long,vwap_bull_rejection,19234.7984,19239.2500,19235.7500,19246.2500,19235.7500,stop,-1.320000,1.142857,-2.357143,3.5000,144,0.134579,0.000000,0.000000,1.431917,1070,463,607,0,0,0,0,0,0,0,0,594,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T10:50:00Z,2025-03-31T10:50:00Z,2025-03-31T11:07:00Z,2025-03-31T06:50:00-04:00,overnight,overnight,2025-03-31,short,vwap_bear_rejection,19230.7639,19215.7500,19231.0000,19185.2500,19185.2500,target,1.926557,2.639344,-0.852459,15.2500,-109,-0.227557,0.000000,0.000000,1.542922,479,294,185,0,0,0,0,0,0,0,0,316,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T13:01:00Z,2025-03-31T13:01:00Z,2025-03-31T13:02:00Z,2025-03-31T09:01:00-04:00,overnight,overnight,2025-03-31,long,vwap_bull_rejection,19220.5101,19229.5000,19219.0000,19250.5000,19219.0000,stop,-1.106667,0.000000,-1.309524,10.5000,703,0.257226,0.000000,0.000000,4.544396,2733,1015,1718,0,0,0,0,0,0,0,0,1605,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T13:03:00Z,2025-03-31T13:03:00Z,2025-03-31T13:08:00Z,2025-03-31T09:03:00-04:00,overnight,overnight,2025-03-31,short,vwap_bear_rejection,19220.4828,19209.5000,19220.2500,19188.0000,19220.2500,stop,-1.104186,0.418605,-1.279070,10.7500,-457,-0.285804,0.000000,0.000000,2.164760,1599,1028,571,0,0,0,0,0,0,0,0,903,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T15:10:00Z,2025-03-31T15:10:00Z,2025-03-31T15:11:00Z,2025-03-31T11:10:00-04:00,rth_09_30_16_00,rth_mid_11_00_11_30,2025-03-31,short,vwap_bear_rejection,19154.8565,19131.5000,19151.0000,19092.5000,19151.0000,stop,-1.057436,0.025641,-1.128205,19.5000,-766,-0.121975,0.000000,0.000000,1.346787,6280,3523,2757,0,0,0,0,0,0,0,0,3417,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T22:04:00Z,2025-03-31T22:04:00Z,2025-03-31T22:07:00Z,2025-03-31T18:04:00-04:00,overnight,overnight,2025-04-01,short,vwap_bear_rejection,19403.4346,19398.7500,19403.0000,19390.2500,19390.2500,target,1.736471,4.411765,-0.941176,4.2500,-189,-0.388090,0.000000,0.000000,2.128497,487,338,149,0,0,0,0,0,0,0,0,264,0
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-31T22:06:00Z,2025-03-31T22:06:00Z,2025-03-31T22:09:00Z,2025-03-31T18:06:00-04:00,overnight,overnight,2025-04-01,short,vwap_bear_rejection,19401.3674,19392.0000,19403.0000,19370.0000,19403.0000,stop,-1.101818,1.227273,-1.136364,11.0000,-111,-0.199282,0.000000,0.000000,2.252325,557,334,223,0,0,0,0,0,0,0,0,332,0
