instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows,pnl
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-15T09:03:00Z,2025-01-15 09:03:00+00:00,2025-01-15 09:04:00+00:00,2025-01-15T04:03:00-05:00,overnight,overnight,2025-01-15,short,vwap_bear_rejection,20943.2983000000,20939.0000000000,20942.0000000000,20933.0000000000,20942.0000000000,stop,-1.3733330000,0.3333330000,-1.0000000000,3.0000000000,-43,-0.1083120000,0.0000000000,0.0000000000,1.6708750000,397,220,177,0,0,0,0,0,0,0,0,225,0,-8.2399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T01:33:00Z,2025-01-16 01:33:00+00:00,2025-01-16 01:36:00+00:00,2025-01-15T20:33:00-05:00,overnight,overnight,2025-01-16,long,vwap_bull_rejection,21416.2801000000,21422.5000000000,21416.0000000000,21435.5000000000,21416.0000000000,stop,-1.1723080000,0.5384620000,-1.6923080000,6.5000000000,188,0.4372090000,0.0000000000,0.0000000000,2.0244820000,430,121,309,0,0,0,0,0,0,0,0,239,0,-15.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T06:20:00Z,2025-01-16 06:20:00+00:00,2025-01-16 06:27:00+00:00,2025-01-16T01:20:00-05:00,overnight,overnight,2025-01-16,long,vwap_bull_rejection,21400.5828000000,21406.0000000000,21399.0000000000,21420.0000000000,21420.0000000000,target,1.8400000000,3.6428570000,-0.4285710000,7.0000000000,222,0.3394500000,0.0000000000,0.0000000000,1.2707670000,654,216,438,0,0,0,0,0,0,0,0,351,0,25.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T12:32:00Z,2025-01-16 12:32:00+00:00,2025-01-16 12:47:00+00:00,2025-01-16T07:32:00-05:00,overnight,overnight,2025-01-16,long,vwap_bull_rejection,21463.1023000000,21473.0000000000,21460.7500000000,21497.5000000000,21460.7500000000,stop,-1.0914290000,0.5918370000,-1.2040820000,12.2500000000,247,0.1667790000,0.0000000000,0.0000000000,2.6603200000,1481,617,864,0,0,0,0,0,0,0,0,799,0,-26.7400105000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T16:18:00Z,2025-01-16 16:18:00+00:00,2025-01-16 16:20:00+00:00,2025-01-16T11:18:00-05:00,rth_09_30_16_00,rth_mid_11_00_11_30,2025-01-16,short,vwap_bear_rejection,21429.0686000000,21405.7500000000,21431.7500000000,21353.7500000000,21431.7500000000,stop,-1.0430770000,0.1923080000,-1.0576920000,26.0000000000,-1706,-0.2168830000,0.0000000000,0.0000000000,1.9143580000,7866,4786,3080,0,0,0,0,0,0,0,0,4117,0,-54.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T16:21:00Z,2025-01-16 16:21:00+00:00,2025-01-16 16:41:00+00:00,2025-01-16T11:21:00-05:00,rth_09_30_16_00,rth_mid_11_00_11_30,2025-01-16,short,vwap_bear_rejection,21428.8703000000,21396.0000000000,21426.2500000000,21335.5000000000,21367.2500000000,timeout,0.9133880000,1.3223140000,-0.9256200000,30.2500000000,-1293,-0.2402010000,0.0000000000,0.0000000000,1.2479140000,5383,3338,2045,0,0,0,0,0,0,0,0,3008,0,55.2599740000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T23:08:00Z,2025-01-16 23:08:00+00:00,2025-01-16 23:12:00+00:00,2025-01-16T18:08:00-05:00,overnight,overnight,2025-01-17,short,vwap_bear_rejection,21222.6580000000,21210.5000000000,21224.2500000000,21183.0000000000,21224.2500000000,stop,-1.0814550000,0.1272730000,-1.0363640000,13.7500000000,-273,-0.6610170000,0.0000000000,0.0000000000,1.3838160000,413,343,70,0,0,0,0,0,0,0,0,197,0,-29.7400125000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-16T23:50:00Z,2025-01-16 23:50:00+00:00,2025-01-16 23:52:00+00:00,2025-01-16T18:50:00-05:00,overnight,overnight,2025-01-17,long,vwap_bull_rejection,21226.2164000000,21232.0000000000,21226.0000000000,21244.0000000000,21226.0000000000,stop,-1.1866670000,0.1250000000,-1.0833330000,6.0000000000,78,0.3823530000,0.0000000000,0.0000000000,1.3686680000,204,63,141,0,0,0,0,0,0,0,0,121,0,-14.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-17T03:15:00Z,2025-01-17 03:15:00+00:00,2025-01-17 03:16:00+00:00,2025-01-16T22:15:00-05:00,overnight,overnight,2025-01-17,long,vwap_bull_rejection,21247.6113000000,21250.0000000000,21247.7500000000,21254.5000000000,21247.7500000000,stop,-1.4977780000,0.4444440000,-1.7777780000,2.2500000000,41,0.1448760000,0.0000000000,0.0000000000,1.8412490000,283,121,162,0,0,0,0,0,0,0,0,152,0,-6.7400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-17T07:36:00Z,2025-01-17 07:36:00+00:00,2025-01-17 07:47:00+00:00,2025-01-17T02:36:00-05:00,overnight,overnight,2025-01-17,short,vwap_bear_rejection,21266.6301000000,21258.2500000000,21265.7500000000,21243.2500000000,21265.7500000000,stop,-1.1493330000,0.9000000000,-1.3000000000,7.5000000000,-150,-0.1681610000,0.0000000000,0.0000000000,3.7205420000,892,521,371,0,0,0,0,0,0,0,0,480,0,-17.2399950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-19T23:04:00Z,2025-01-19 23:04:00+00:00,2025-01-19 23:06:00+00:00,2025-01-19T18:04:00-05:00,overnight,overnight,2025-01-20,short,vwap_bear_rejection,21604.3723000000,21593.5000000000,21603.0000000000,21574.5000000000,21574.5000000000,target,1.8821050000,4.2368420000,-0.2631580000,9.5000000000,-110,-0.2173910000,0.0000000000,0.0000000000,1.3386240000,506,308,198,0,0,0,0,0,0,0,0,390,0,35.7599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T00:17:00Z,2025-01-20 00:17:00+00:00,2025-01-20 00:37:00+00:00,2025-01-19T19:17:00-05:00,overnight,overnight,2025-01-20,short,vwap_bear_rejection,21557.0213000000,21545.0000000000,21556.2500000000,21522.5000000000,21553.2500000000,timeout,-0.8328890000,0.2444440000,-0.8000000000,11.2500000000,-153,-0.3141680000,0.0000000000,0.0000000000,1.3540940000,487,320,167,0,0,0,0,0,0,0,0,304,0,-18.7400025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T01:03:00Z,2025-01-20 01:03:00+00:00,2025-01-20 01:18:00+00:00,2025-01-19T20:03:00-05:00,overnight,overnight,2025-01-20,long,vwap_bull_rejection,21555.0021000000,21561.7500000000,21554.2500000000,21576.7500000000,21554.2500000000,stop,-1.1493330000,1.9666670000,-1.1666670000,7.5000000000,135,0.1557090000,0.0000000000,0.0000000000,3.1203890000,867,366,501,0,0,0,0,0,0,0,0,485,0,-17.2399950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T01:43:00Z,2025-01-20 01:43:00+00:00,2025-01-20 02:03:00+00:00,2025-01-19T20:43:00-05:00,overnight,overnight,2025-01-20,long,vwap_bull_rejection,21556.0067000000,21561.0000000000,21551.7500000000,21579.5000000000,21561.0000000000,timeout,-0.1210810000,1.2432430000,-0.4594590000,9.2500000000,75,0.1898730000,0.0000000000,0.0000000000,1.2707090000,395,160,235,0,0,0,0,0,0,0,0,225,0,-2.2399985000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T02:59:00Z,2025-01-20 02:59:00+00:00,2025-01-20 03:01:00+00:00,2025-01-19T21:59:00-05:00,overnight,overnight,2025-01-20,long,vwap_bull_rejection,21557.2750000000,21560.5000000000,21557.7500000000,21566.0000000000,21557.7500000000,stop,-1.4072730000,0.6363640000,-1.0909090000,2.7500000000,88,0.1990950000,0.0000000000,0.0000000000,2.3479420000,442,177,265,0,0,0,0,0,0,0,0,238,0,-7.7400015000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T04:33:00Z,2025-01-20 04:33:00+00:00,2025-01-20 04:38:00+00:00,2025-01-19T23:33:00-05:00,overnight,overnight,2025-01-20,short,vwap_bear_rejection,21557.7868000000,21555.2500000000,21558.0000000000,21549.7500000000,21558.0000000000,stop,-1.4072730000,0.2727270000,-1.2727270000,2.7500000000,-28,-0.2028990000,0.0000000000,0.0000000000,1.4935060000,138,83,55,0,0,0,0,0,0,0,0,95,0,-7.7400015000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T13:01:00Z,2025-01-20 13:01:00+00:00,2025-01-20 13:21:00+00:00,2025-01-20T08:01:00-05:00,overnight,overnight,2025-01-20,short,vwap_bear_rejection,21583.6201000000,21569.0000000000,21584.7500000000,21537.5000000000,21574.2500000000,timeout,-0.4044440000,0.7460320000,-0.7619050000,15.7500000000,-731,-0.3750640000,0.0000000000,0.0000000000,6.9806590000,1949,1340,609,0,0,0,0,0,0,0,0,1103,0,-12.7399860000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T17:28:00Z,2025-01-20 17:28:00+00:00,2025-01-20 17:36:00+00:00,2025-01-20T12:28:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-01-20,long,vwap_bull_rejection,21653.6047000000,21668.0000000000,21651.7500000000,21700.5000000000,21700.5000000000,target,1.9310770000,2.0923080000,-0.9846150000,16.2500000000,228,0.1239130000,0.0000000000,0.0000000000,1.5094960000,1840,806,1034,0,0,0,0,0,0,0,0,1288,0,62.7600025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T23:40:00Z,2025-01-20 23:40:00+00:00,2025-01-20 23:43:00+00:00,2025-01-20T18:40:00-05:00,overnight,overnight,2025-01-21,short,vwap_bear_rejection,21713.3638000000,21709.2500000000,21715.7500000000,21696.2500000000,21715.7500000000,stop,-1.1723080000,0.5769230000,-2.1923080000,6.5000000000,-56,-0.1181430000,0.0000000000,0.0000000000,1.4121850000,474,265,209,0,0,0,0,0,0,0,0,261,0,-15.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-20T23:43:00Z,2025-01-20 23:43:00+00:00,2025-01-20 23:47:00+00:00,2025-01-20T18:43:00-05:00,overnight,overnight,2025-01-21,long,vwap_bull_rejection,21713.4126000000,21719.0000000000,21712.0000000000,21733.0000000000,21733.0000000000,target,1.8400000000,2.9642860000,-0.8571430000,7.0000000000,159,0.2230010000,0.0000000000,0.0000000000,2.1724560000,713,277,436,0,0,0,0,0,0,0,0,401,0,25.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T02:16:00Z,2025-01-21 02:16:00+00:00,2025-01-21 02:24:00+00:00,2025-01-20T21:16:00-05:00,overnight,overnight,2025-01-21,short,vwap_bear_rejection,21597.2738000000,21578.7500000000,21596.2500000000,21543.7500000000,21596.2500000000,stop,-1.0640000000,0.2142860000,-1.0000000000,17.5000000000,-302,-0.2471360000,0.0000000000,0.0000000000,2.0556820000,1222,762,460,0,0,0,0,0,0,0,0,814,0,-37.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T03:09:00Z,2025-01-21 03:09:00+00:00,2025-01-21 03:12:00+00:00,2025-01-20T22:09:00-05:00,overnight,overnight,2025-01-21,long,vwap_bull_rejection,21596.2057000000,21603.2500000000,21596.5000000000,21616.7500000000,21616.7500000000,target,1.8340740000,2.8518520000,-0.6666670000,6.7500000000,52,0.1319800000,0.0000000000,0.0000000000,1.3131140000,394,171,223,0,0,0,0,0,0,0,0,231,0,24.7599990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T04:33:00Z,2025-01-21 04:33:00+00:00,2025-01-21 04:53:00+00:00,2025-01-20T23:33:00-05:00,overnight,overnight,2025-01-21,long,vwap_bull_rejection,21599.6436000000,21611.2500000000,21600.5000000000,21632.7500000000,21615.5000000000,timeout,0.2911630000,0.7441860000,-0.5348840000,10.7500000000,121,0.3110540000,0.0000000000,0.0000000000,1.5033820000,389,134,255,0,0,0,0,0,0,0,0,264,0,6.2600045000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T06:48:00Z,2025-01-21 06:48:00+00:00,2025-01-21 06:49:00+00:00,2025-01-21T01:48:00-05:00,overnight,overnight,2025-01-21,short,vwap_bear_rejection,21600.1313000000,21593.0000000000,21599.2500000000,21580.5000000000,21599.2500000000,stop,-1.1792000000,0.1200000000,-1.3600000000,6.2500000000,-251,-0.4458260000,0.0000000000,0.0000000000,1.8519740000,563,407,156,0,0,0,0,0,0,0,0,355,0,-14.7400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T06:57:00Z,2025-01-21 06:57:00+00:00,2025-01-21 07:00:00+00:00,2025-01-21T01:57:00-05:00,overnight,overnight,2025-01-21,short,vwap_bear_rejection,21600.1101000000,21594.5000000000,21599.5000000000,21584.5000000000,21599.5000000000,stop,-1.2240000000,0.1500000000,-1.4000000000,5.0000000000,-106,-0.2804230000,0.0000000000,0.0000000000,1.2543550000,378,242,136,0,0,0,0,0,0,0,0,199,0,-12.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T14:41:00Z,2025-01-21 14:41:00+00:00,2025-01-21 14:48:00+00:00,2025-01-21T09:41:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-01-21,short,vwap_bear_rejection,21639.4438000000,21602.5000000000,21638.2500000000,21531.0000000000,21638.2500000000,stop,-1.0313290000,0.3636360000,-1.4545450000,35.7500000000,-1720,-0.1483010000,0.0000000000,0.0000000000,2.6033090000,11598,6659,4939,0,0,0,0,0,0,0,0,6376,0,-73.7400235000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-21T23:46:00Z,2025-01-21 23:46:00+00:00,2025-01-22 00:01:00+00:00,2025-01-21T18:46:00-05:00,overnight,overnight,2025-01-22,long,vwap_bull_rejection,21793.6200000000,21799.2500000000,21792.5000000000,21812.7500000000,21812.7500000000,target,1.8340740000,2.5185190000,-0.0370370000,6.7500000000,96,0.3018870000,0.0000000000,0.0000000000,1.3214210000,318,111,207,0,0,0,0,0,0,0,0,151,0,24.7599990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-22T20:54:00Z,2025-01-22 20:54:00+00:00,2025-01-22 20:55:00+00:00,2025-01-22T15:54:00-05:00,rth_09_30_16_00,rth_close_15_00_16_00,2025-01-22,long,vwap_bull_rejection,21981.5626000000,21994.5000000000,21981.5000000000,22020.5000000000,22020.5000000000,target,1.9138460000,2.5961540000,-0.3846150000,13.0000000000,740,0.2390180000,0.0000000000,0.0000000000,1.7289810000,3096,1178,1918,0,0,0,0,0,0,0,0,1582,0,49.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-22T23:10:00Z,2025-01-22 23:10:00+00:00,2025-01-22 23:30:00+00:00,2025-01-22T18:10:00-05:00,overnight,overnight,2025-01-23,short,vwap_bear_rejection,21975.2490000000,21967.0000000000,21978.7500000000,21943.5000000000,21963.7500000000,timeout,0.1812770000,0.7659570000,-0.5957450000,11.7500000000,-378,-0.3896910000,0.0000000000,0.0000000000,3.4829440000,970,674,296,0,0,0,0,0,0,0,0,564,0,4.2600095000
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-23T01:10:00Z,2025-01-23 01:10:00+00:00,2025-01-23 01:13:00+00:00,2025-01-22T20:10:00-05:00,overnight,overnight,2025-01-23,short,vwap_bear_rejection,21963.0460000000,21959.5000000000,21963.0000000000,21952.5000000000,21963.0000000000,stop,-1.3200000000,0.1428570000,-1.8571430000,3.5000000000,-204,-0.5483870000,0.0000000000,0.0000000000,1.3922160000,372,288,84,0,0,0,0,0,0,0,0,179,0,-9.2400000000
