regime_tf,method,alignment,regime_time,regime_session_time,regime_direction,regime_label,regime_strength,instrument,entry_tf,variant,signal_time,entry_time,exit_time,entry_session_time,trading_day,session_rollup,rth_segment,direction,reason,outcome,r,mfe_r,mae_r,risk_points,level,entry,stop,target,exit,delta_pct,volume_ratio,depth_imbalance,signal_volume,signal_trades,signal_depth_rows
30,adx_dmi,missing,,,neutral,,0.000000,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-01T23:21:00Z,2025-01-01T23:21:00Z,2025-01-01T23:22:00Z,2025-01-01T18:21:00-05:00,2025-01-02,overnight,overnight,short,vwap_bear_rejection,stop,-1.165926,0.185185,-1.444444,6.7500,21295.9775,21289.5000,21296.2500,21276.0000,21296.2500,-0.249597,1.363487,0.000000,621,362,0
30,adx_dmi,missing,,,neutral,,0.000000,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-01T23:31:00Z,2025-01-01T23:31:00Z,2025-01-01T23:32:00Z,2025-01-01T18:31:00-05:00,2025-01-02,overnight,overnight,long,vwap_bull_rejection,stop,-1.179200,0.040000,-1.760000,6.2500,21296.4376,21304.2500,21298.0000,21316.7500,21298.0000,0.203579,1.482095,0.000000,447,302,0
30,adx_dmi,missing,,,neutral,,0.000000,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-02T00:47:00Z,2025-01-02T00:47:00Z,2025-01-02T01:03:00Z,2025-01-01T19:47:00-05:00,2025-01-02,overnight,overnight,long,vwap_bull_rejection,target,1.935072,2.376812,-0.942029,17.2500,21220.5374,21236.2500,21219.0000,21270.7500,21270.7500,0.136945,2.112640,0.000000,1643,888,0
30,adx_dmi,aligned,2025-01-02T16:30:00Z,2025-01-02T11:30:00-05:00,short,bearish,36.372910,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-02T17:03:00Z,2025-01-02T17:03:00Z,2025-01-02T17:05:00Z,2025-01-02T12:03:00-05:00,2025-01-02,rth_09_30_16_00,rth_lunch_11_30_13_30,short,vwap_bear_rejection,stop,-1.057436,0.166667,-1.679487,19.5000,21318.0086,21304.2500,21323.7500,21265.2500,21323.7500,-0.127061,1.481579,0.000000,3943,2290,0
30,adx_dmi,aligned,2025-01-03T04:30:00Z,2025-01-02T23:30:00-05:00,long,bullish,39.653928,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T05:05:00Z,2025-01-03T05:05:00Z,2025-01-03T05:19:00Z,2025-01-03T00:05:00-05:00,2025-01-03,overnight,overnight,long,vwap_bull_rejection,stop,-1.224000,0.900000,-1.900000,5.0000,21217.7945,21220.0000,21215.0000,21230.0000,21215.0000,0.373418,1.693916,0.000000,316,150,0
30,adx_dmi,aligned,2025-01-03T04:30:00Z,2025-01-02T23:30:00-05:00,long,bullish,39.653928,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T05:28:00Z,2025-01-03T05:28:00Z,2025-01-03T05:33:00Z,2025-01-03T00:28:00-05:00,2025-01-03,overnight,overnight,long,vwap_bull_rejection,target,1.592727,2.000000,-0.909091,2.7500,21217.7599,21220.7500,21218.0000,21226.2500,21226.2500,0.400966,1.239150,0.000000,207,119,0
30,adx_dmi,against,2025-01-03T06:30:00Z,2025-01-03T01:30:00-05:00,long,bullish,40.069941,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T07:13:00Z,2025-01-03T07:13:00Z,2025-01-03T07:14:00Z,2025-01-03T02:13:00-05:00,2025-01-03,overnight,overnight,short,vwap_bear_rejection,stop,-1.263529,0.000000,-1.529412,4.2500,21220.6657,21216.2500,21220.5000,21207.7500,21220.5000,-0.234469,2.073982,0.000000,499,280,0
30,adx_dmi,aligned,2025-01-03T06:30:00Z,2025-01-03T01:30:00-05:00,long,bullish,40.069941,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T07:16:00Z,2025-01-03T07:16:00Z,2025-01-03T07:36:00Z,2025-01-03T02:16:00-05:00,2025-01-03,overnight,overnight,long,vwap_bull_rejection,timeout,0.663000,1.325000,-0.675000,10.0000,21220.7323,21230.5000,21220.5000,21250.5000,21238.2500,0.225659,3.074485,0.000000,873,482,0
30,adx_dmi,neutral,2025-01-03T10:30:00Z,2025-01-03T05:30:00-05:00,neutral,neutral,17.836217,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T11:23:00Z,2025-01-03T11:23:00Z,2025-01-03T11:28:00Z,2025-01-03T06:23:00-05:00,2025-01-03,overnight,overnight,long,vwap_bull_rejection,target,1.776000,2.700000,-0.700000,5.0000,21233.9909,21239.0000,21234.0000,21249.0000,21249.0000,0.360000,1.336422,0.000000,375,193,0
30,adx_dmi,neutral,2025-01-03T11:30:00Z,2025-01-03T06:30:00-05:00,neutral,neutral,13.754999,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T12:16:00Z,2025-01-03T12:16:00Z,2025-01-03T12:19:00Z,2025-01-03T07:16:00-05:00,2025-01-03,overnight,overnight,short,vwap_bear_rejection,target,1.840000,2.392857,-0.071429,7.0000,21234.3715,21226.7500,21233.7500,21212.7500,21212.7500,-0.318519,1.588002,0.000000,540,327,0
30,adx_dmi,neutral,2025-01-03T12:00:00Z,2025-01-03T07:00:00-05:00,neutral,neutral,12.840641,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T12:31:00Z,2025-01-03T12:31:00Z,2025-01-03T12:32:00Z,2025-01-03T07:31:00-05:00,2025-01-03,overnight,overnight,long,vwap_bull_rejection,stop,-1.248889,0.000000,-1.888889,4.5000,21233.9148,21237.5000,21233.0000,21246.5000,21233.0000,0.158990,1.555530,0.000000,673,370,0
30,adx_dmi,neutral,2025-01-03T13:00:00Z,2025-01-03T08:00:00-05:00,neutral,neutral,9.323900,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-03T13:55:00Z,2025-01-03T13:55:00Z,2025-01-03T13:56:00Z,2025-01-03T08:55:00-05:00,2025-01-03,overnight,overnight,long,vwap_bull_rejection,stop,-1.186667,0.250000,-1.500000,6.0000,21236.4844,21242.2500,21236.2500,21254.2500,21236.2500,0.114407,1.649052,0.000000,944,540,0
30,adx_dmi,against,2025-01-03T22:00:00Z,2025-01-03T17:00:00-05:00,long,bullish,61.460689,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-05T23:07:00Z,2025-01-05T23:07:00Z,2025-01-05T23:12:00Z,2025-01-05T18:07:00-05:00,2025-01-06,overnight,overnight,short,vwap_bear_rejection,stop,-1.172308,0.884615,-1.307692,6.5000,21526.4089,21519.2500,21525.7500,21506.2500,21525.7500,-0.115385,2.093458,0.000000,728,471,0
30,adx_dmi,aligned,2025-01-05T23:00:00Z,2025-01-05T18:00:00-05:00,long,bullish,62.697904,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-05T23:42:00Z,2025-01-05T23:42:00Z,2025-01-05T23:44:00Z,2025-01-05T18:42:00-05:00,2025-01-06,overnight,overnight,long,vwap_bull_rejection,stop,-1.179200,0.400000,-1.000000,6.2500,21522.3396,21527.5000,21521.2500,21540.0000,21521.2500,0.229965,1.805599,0.000000,574,338,0
30,adx_dmi,against,2025-01-07T01:30:00Z,2025-01-06T20:30:00-05:00,short,bearish,31.918957,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T02:05:00Z,2025-01-07T02:05:00Z,2025-01-07T02:12:00Z,2025-01-06T21:05:00-05:00,2025-01-07,overnight,overnight,long,vwap_bull_rejection,stop,-1.407273,0.909091,-1.000000,2.7500,21768.8431,21772.2500,21769.5000,21777.7500,21769.5000,0.279503,1.588163,0.000000,322,162,0
30,adx_dmi,aligned,2025-01-07T09:00:00Z,2025-01-07T04:00:00-05:00,short,bearish,34.055185,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T09:48:00Z,2025-01-07T09:48:00Z,2025-01-07T09:51:00Z,2025-01-07T04:48:00-05:00,2025-01-07,overnight,overnight,short,vwap_bear_rejection,stop,-1.320000,1.642857,-2.714286,3.5000,21737.0961,21734.7500,21738.2500,21727.7500,21738.2500,-0.113553,1.827309,0.000000,546,308,0
30,adx_dmi,aligned,2025-01-07T11:30:00Z,2025-01-07T06:30:00-05:00,short,bearish,39.491740,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T12:01:00Z,2025-01-07T12:01:00Z,2025-01-07T12:11:00Z,2025-01-07T07:01:00-05:00,2025-01-07,overnight,overnight,short,vwap_bear_rejection,stop,-1.058182,0.285714,-1.207792,19.2500,21738.8567,21724.2500,21743.5000,21685.7500,21743.5000,-0.114085,4.225562,0.000000,1420,788,0
30,adx_dmi,aligned,2025-01-07T12:30:00Z,2025-01-07T07:30:00-05:00,long,bullish,31.959427,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T13:00:00Z,2025-01-07T13:00:00Z,2025-01-07T13:07:00Z,2025-01-07T08:00:00-05:00,2025-01-07,overnight,overnight,long,vwap_bull_rejection,stop,-1.140000,1.031250,-1.062500,8.0000,21739.2522,21745.2500,21737.2500,21761.2500,21737.2500,0.207006,1.323080,0.000000,628,352,0
30,adx_dmi,against,2025-01-07T14:00:00Z,2025-01-07T09:00:00-05:00,long,bullish,21.832652,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T14:37:00Z,2025-01-07T14:37:00Z,2025-01-07T14:44:00Z,2025-01-07T09:37:00-05:00,2025-01-07,rth_09_30_16_00,rth_open_09_30_11_00,short,vwap_bear_rejection,stop,-1.046667,1.281250,-1.093750,24.0000,21748.5324,21725.7500,21749.7500,21677.7500,21749.7500,-0.144847,2.738150,0.000000,8616,4706,0
30,adx_dmi,aligned,2025-01-07T14:00:00Z,2025-01-07T09:00:00-05:00,long,bullish,21.832652,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-07T14:45:00Z,2025-01-07T14:45:00Z,2025-01-07T14:51:00Z,2025-01-07T09:45:00-05:00,2025-01-07,rth_09_30_16_00,rth_open_09_30_11_00,long,vwap_bull_rejection,stop,-1.064928,1.260870,-1.014493,17.2500,21745.7502,21765.7500,21748.5000,21800.2500,21748.5000,0.147791,1.369260,0.000000,7991,4300,0
30,adx_dmi,aligned,2025-01-08T03:00:00Z,2025-01-07T22:00:00-05:00,short,bearish,55.901170,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T03:35:00Z,2025-01-08T03:35:00Z,2025-01-08T03:37:00Z,2025-01-07T22:35:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,stop,-1.263529,0.176471,-1.588235,4.2500,21401.0806,21398.0000,21402.2500,21389.5000,21402.2500,-0.202703,1.497723,0.000000,444,270,0
30,adx_dmi,aligned,2025-01-08T03:00:00Z,2025-01-07T22:00:00-05:00,short,bearish,55.901170,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T03:43:00Z,2025-01-08T03:43:00Z,2025-01-08T03:44:00Z,2025-01-07T22:43:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,stop,-1.497778,0.444444,-1.000000,2.2500,21401.0952,21399.5000,21401.7500,21395.0000,21401.7500,-0.245455,1.278698,0.000000,220,127,0
30,adx_dmi,aligned,2025-01-08T06:00:00Z,2025-01-08T01:00:00-05:00,long,bullish,30.892458,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T06:41:00Z,2025-01-08T06:41:00Z,2025-01-08T06:48:00Z,2025-01-08T01:41:00-05:00,2025-01-08,overnight,overnight,long,vwap_bull_rejection,stop,-1.172308,0.423077,-1.076923,6.5000,21404.0612,21410.5000,21404.0000,21423.5000,21404.0000,0.261538,1.544310,0.000000,325,204,0
30,adx_dmi,aligned,2025-01-08T07:30:00Z,2025-01-08T02:30:00-05:00,short,bearish,26.918576,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:16:00Z,2025-01-08T08:16:00Z,2025-01-08T08:17:00Z,2025-01-08T03:16:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,stop,-1.640000,0.857143,-1.857143,1.7500,21399.6015,21396.7500,21398.5000,21393.2500,21398.5000,-0.190395,1.823585,0.000000,583,341,0
30,adx_dmi,against,2025-01-08T07:30:00Z,2025-01-08T02:30:00-05:00,short,bearish,26.918576,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:19:00Z,2025-01-08T08:19:00Z,2025-01-08T08:24:00Z,2025-01-08T03:19:00-05:00,2025-01-08,overnight,overnight,long,vwap_bull_rejection,stop,-1.135758,1.333333,-1.121212,8.2500,21399.6238,21408.2500,21400.0000,21424.7500,21400.0000,0.343228,1.514470,0.000000,539,283,0
30,adx_dmi,aligned,2025-01-08T07:30:00Z,2025-01-08T02:30:00-05:00,short,bearish,26.918576,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:27:00Z,2025-01-08T08:27:00Z,2025-01-08T08:32:00Z,2025-01-08T03:27:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,stop,-1.203636,1.727273,-1.272727,5.5000,21399.8056,21394.5000,21400.0000,21383.5000,21400.0000,-0.271357,2.187414,0.000000,796,458,0
30,adx_dmi,aligned,2025-01-08T07:30:00Z,2025-01-08T02:30:00-05:00,short,bearish,26.918576,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T08:29:00Z,2025-01-08T08:29:00Z,2025-01-08T08:32:00Z,2025-01-08T03:29:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,stop,-1.235789,1.526316,-1.421053,4.7500,21399.7676,21394.7500,21399.5000,21385.2500,21399.5000,-0.249191,1.565945,0.000000,618,390,0
30,adx_dmi,neutral,2025-01-08T10:30:00Z,2025-01-08T05:30:00-05:00,neutral,neutral,16.691874,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T11:27:00Z,2025-01-08T11:27:00Z,2025-01-08T11:32:00Z,2025-01-08T06:27:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,target,1.930000,3.937500,-0.406250,16.0000,21406.4912,21392.7500,21408.7500,21360.7500,21360.7500,-0.189509,2.423124,0.000000,1182,648,0
30,adx_dmi,against,2025-01-08T12:30:00Z,2025-01-08T07:30:00-05:00,short,bearish,25.943853,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T13:25:00Z,2025-01-08T13:25:00Z,2025-01-08T13:30:00Z,2025-01-08T08:25:00-05:00,2025-01-08,overnight,overnight,long,vwap_bull_rejection,stop,-1.080000,1.535714,-1.589286,14.0000,21354.6416,21367.0000,21353.0000,21395.0000,21353.0000,0.165101,1.993418,0.000000,3301,1714,0
30,adx_dmi,aligned,2025-01-08T13:30:00Z,2025-01-08T08:30:00-05:00,short,bearish,27.481629,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T14:15:00Z,2025-01-08T14:15:00Z,2025-01-08T14:26:00Z,2025-01-08T09:15:00-05:00,2025-01-08,overnight,overnight,short,vwap_bear_rejection,stop,-1.073443,0.770492,-1.147541,15.2500,21354.2596,21338.0000,21353.2500,21307.5000,21353.2500,-0.207457,1.369558,0.000000,2092,1188,0
30,adx_dmi,aligned,2025-01-08T15:30:00Z,2025-01-08T10:30:00-05:00,short,bearish,27.225997,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T16:03:00Z,2025-01-08T16:03:00Z,2025-01-08T16:11:00Z,2025-01-08T11:03:00-05:00,2025-01-08,rth_09_30_16_00,rth_mid_11_00_11_30,short,vwap_bear_rejection,stop,-1.051494,1.724138,-1.310345,21.7500,21339.1796,21322.0000,21343.7500,21278.5000,21343.7500,-0.164317,1.311716,0.000000,4114,2264,0
30,adx_dmi,aligned,2025-01-08T16:30:00Z,2025-01-08T11:30:00-05:00,short,bearish,29.861606,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T17:07:00Z,2025-01-08T17:07:00Z,2025-01-08T17:09:00Z,2025-01-08T12:07:00-05:00,2025-01-08,rth_09_30_16_00,rth_lunch_11_30_13_30,short,vwap_bear_rejection,target,1.885128,2.230769,-0.435897,9.7500,21341.8101,21335.2500,21345.0000,21315.7500,21315.7500,-0.113924,1.587461,0.000000,3160,1721,0
30,adx_dmi,aligned,2025-01-08T18:00:00Z,2025-01-08T13:00:00-05:00,short,bearish,36.138996,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T18:53:00Z,2025-01-08T18:53:00Z,2025-01-08T19:06:00Z,2025-01-08T13:53:00-05:00,2025-01-08,rth_09_30_16_00,rth_afternoon_13_30_15_00,short,vwap_bear_rejection,stop,-1.057436,1.717949,-1.346154,19.5000,21331.3965,21315.5000,21335.0000,21276.5000,21335.0000,-0.108095,1.995357,0.000000,4126,1926,0
30,adx_dmi,against,2025-01-08T18:30:00Z,2025-01-08T13:30:00-05:00,short,bearish,33.849832,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T19:07:00Z,2025-01-08T19:07:00Z,2025-01-08T19:09:00Z,2025-01-08T14:07:00-05:00,2025-01-08,rth_09_30_16_00,rth_afternoon_13_30_15_00,long,vwap_bull_rejection,target,1.946667,2.214286,-0.440476,21.0000,21330.8413,21342.7500,21321.7500,21384.7500,21384.7500,0.138350,1.448206,0.000000,4120,2235,0
30,adx_dmi,against,2025-01-08T18:30:00Z,2025-01-08T13:30:00-05:00,short,bearish,33.849832,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T19:08:00Z,2025-01-08T19:08:00Z,2025-01-08T19:10:00Z,2025-01-08T14:08:00-05:00,2025-01-08,rth_09_30_16_00,rth_afternoon_13_30_15_00,long,vwap_bull_rejection,target,1.943291,2.063291,-0.050633,19.7500,21330.9009,21353.0000,21333.2500,21392.5000,21392.5000,0.140036,1.651278,0.000000,4963,2467,0
30,adx_dmi,against,2025-01-08T19:30:00Z,2025-01-08T14:30:00-05:00,long,bullish,26.723769,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:12:00Z,2025-01-08T20:12:00Z,2025-01-08T20:16:00Z,2025-01-08T15:12:00-05:00,2025-01-08,rth_09_30_16_00,rth_close_15_00_16_00,short,vwap_bear_rejection,stop,-1.097391,1.760870,-1.065217,11.5000,21333.9922,21321.2500,21332.7500,21298.2500,21332.7500,-0.137386,1.359559,0.000000,2402,1340,0
30,adx_dmi,aligned,2025-01-08T19:30:00Z,2025-01-08T14:30:00-05:00,long,bullish,26.723769,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:24:00Z,2025-01-08T20:24:00Z,2025-01-08T20:34:00Z,2025-01-08T15:24:00-05:00,2025-01-08,rth_09_30_16_00,rth_close_15_00_16_00,long,vwap_bull_rejection,stop,-1.075932,0.576271,-1.033898,14.7500,21333.9189,21350.7500,21336.0000,21380.2500,21336.0000,0.199478,1.516262,0.000000,3063,1596,0
30,adx_dmi,against,2025-01-08T20:00:00Z,2025-01-08T15:00:00-05:00,short,bearish,25.750831,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:51:00Z,2025-01-08T20:51:00Z,2025-01-08T20:54:00Z,2025-01-08T15:51:00-05:00,2025-01-08,rth_09_30_16_00,rth_close_15_00_16_00,long,vwap_bull_rejection,stop,-1.074667,0.183333,-1.116667,15.0000,21334.0156,21349.7500,21334.7500,21379.7500,21334.7500,0.181308,1.621360,0.000000,2675,1582,0
30,adx_dmi,against,2025-01-08T20:00:00Z,2025-01-08T15:00:00-05:00,short,bearish,25.750831,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T20:55:00Z,2025-01-08T20:55:00Z,2025-01-08T21:15:00Z,2025-01-08T15:55:00-05:00,2025-01-08,rth_09_30_16_00,rth_close_15_00_16_00,long,vwap_bull_rejection,timeout,-0.225753,1.904110,-0.671233,18.2500,21334.0727,21354.7500,21336.5000,21391.2500,21351.7500,0.218926,2.352233,0.000000,3910,1898,0
30,adx_dmi,against,2025-01-08T22:00:00Z,2025-01-08T17:00:00-05:00,long,bullish,21.102161,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T23:06:00Z,2025-01-08T23:06:00Z,2025-01-08T23:11:00Z,2025-01-08T18:06:00-05:00,2025-01-09,overnight,overnight,short,vwap_bear_rejection,stop,-1.248889,0.444444,-2.666667,4.5000,21328.3388,21324.5000,21329.0000,21315.5000,21329.0000,-0.319672,2.162641,0.000000,488,368,0
30,adx_dmi,against,2025-01-08T23:00:00Z,2025-01-08T18:00:00-05:00,long,bullish,18.841380,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-08T23:48:00Z,2025-01-08T23:48:00Z,2025-01-08T23:58:00Z,2025-01-08T18:48:00-05:00,2025-01-09,overnight,overnight,short,vwap_bear_rejection,target,1.840000,2.071429,-0.285714,7.0000,21335.1652,21329.5000,21336.5000,21315.5000,21315.5000,-0.294574,2.273128,0.000000,258,137,0
30,adx_dmi,neutral,2025-01-09T00:30:00Z,2025-01-08T19:30:00-05:00,neutral,neutral,13.109226,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T01:01:00Z,2025-01-09T01:01:00Z,2025-01-09T01:03:00Z,2025-01-08T20:01:00-05:00,2025-01-09,overnight,overnight,short,vwap_bear_rejection,stop,-1.160000,0.142857,-1.428571,7.0000,21309.1037,21301.7500,21308.7500,21287.7500,21308.7500,-0.205742,1.376358,0.000000,418,262,0
30,adx_dmi,neutral,2025-01-09T00:30:00Z,2025-01-08T19:30:00-05:00,neutral,neutral,13.109226,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T01:04:00Z,2025-01-09T01:04:00Z,2025-01-09T01:08:00Z,2025-01-08T20:04:00-05:00,2025-01-09,overnight,overnight,long,vwap_bull_rejection,stop,-1.160000,0.428571,-1.607143,7.0000,21309.1661,21316.7500,21309.7500,21330.7500,21309.7500,0.176282,2.040883,0.000000,624,331,0
30,adx_dmi,neutral,2025-01-09T04:30:00Z,2025-01-08T23:30:00-05:00,neutral,neutral,13.677739,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T05:09:00Z,2025-01-09T05:09:00Z,2025-01-09T05:19:00Z,2025-01-09T00:09:00-05:00,2025-01-09,overnight,overnight,long,vwap_bull_rejection,target,1.751111,2.055556,-0.500000,4.5000,21315.7986,21320.5000,21316.0000,21329.5000,21329.5000,0.401639,1.266217,0.000000,244,113,0
30,adx_dmi,neutral,2025-01-09T05:00:00Z,2025-01-09T00:00:00-05:00,neutral,neutral,13.655446,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T05:46:00Z,2025-01-09T05:46:00Z,2025-01-09T06:06:00Z,2025-01-09T00:46:00-05:00,2025-01-09,overnight,overnight,long,vwap_bull_rejection,timeout,0.596190,1.428571,-0.809524,5.2500,21315.9572,21320.7500,21315.5000,21331.2500,21325.0000,0.365672,1.693523,0.000000,268,156,0
30,adx_dmi,neutral,2025-01-09T06:30:00Z,2025-01-09T01:30:00-05:00,neutral,neutral,15.972394,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T07:01:00Z,2025-01-09T07:01:00Z,2025-01-09T07:11:00Z,2025-01-09T02:01:00-05:00,2025-01-09,overnight,overnight,short,vwap_bear_rejection,stop,-1.144516,0.387097,-1.096774,7.7500,21316.2398,21308.2500,21316.0000,21292.7500,21316.0000,-0.363128,2.876657,0.000000,358,194,0
30,adx_dmi,aligned,2025-01-09T08:30:00Z,2025-01-09T03:30:00-05:00,short,bearish,21.179549,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T09:21:00Z,2025-01-09T09:21:00Z,2025-01-09T09:38:00Z,2025-01-09T04:21:00-05:00,2025-01-09,overnight,overnight,short,vwap_bear_rejection,stop,-1.128000,1.171429,-2.085714,8.7500,21298.4096,21289.7500,21298.5000,21272.2500,21298.5000,-0.121547,1.246771,0.000000,362,219,0
30,adx_dmi,aligned,2025-01-09T11:30:00Z,2025-01-09T06:30:00-05:00,short,bearish,28.078570,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-09T12:22:00Z,2025-01-09T12:22:00Z,2025-01-09T12:33:00Z,2025-01-09T07:22:00-05:00,2025-01-09,overnight,overnight,short,vwap_bear_rejection,stop,-1.165926,1.000000,-1.037037,6.7500,21300.3178,21292.7500,21299.5000,21279.2500,21299.5000,-0.162690,1.808198,0.000000,461,267,0
30,adx_dmi,against,2025-01-10T00:30:00Z,2025-01-09T19:30:00-05:00,short,bearish,32.393985,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T01:19:00Z,2025-01-10T01:19:00Z,2025-01-10T01:21:00Z,2025-01-09T20:19:00-05:00,2025-01-10,overnight,overnight,long,vwap_bull_rejection,stop,-1.320000,0.428571,-1.071429,3.5000,21228.8317,21233.5000,21230.0000,21240.5000,21230.0000,0.331565,1.519242,0.000000,754,377,0
30,adx_dmi,aligned,2025-01-10T09:00:00Z,2025-01-10T04:00:00-05:00,long,bullish,18.810460,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T09:49:00Z,2025-01-10T09:49:00Z,2025-01-10T10:09:00Z,2025-01-10T04:49:00-05:00,2025-01-10,overnight,overnight,long,vwap_bull_rejection,timeout,0.033778,1.688889,-0.400000,11.2500,21261.7386,21274.5000,21263.2500,21297.0000,21276.0000,0.230392,1.213383,0.000000,408,244,0
30,adx_dmi,neutral,2025-01-10T11:30:00Z,2025-01-10T06:30:00-05:00,neutral,neutral,14.290046,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T12:10:00Z,2025-01-10T12:10:00Z,2025-01-10T12:13:00Z,2025-01-10T07:10:00-05:00,2025-01-10,overnight,overnight,long,vwap_bull_rejection,stop,-1.091429,0.367347,-2.306122,12.2500,21272.8756,21285.0000,21272.7500,21309.5000,21272.7500,0.107759,1.264047,0.000000,928,564,0
30,adx_dmi,against,2025-01-10T17:30:00Z,2025-01-10T12:30:00-05:00,short,bearish,42.521622,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T18:24:00Z,2025-01-10T18:24:00Z,2025-01-10T18:44:00Z,2025-01-10T13:24:00-05:00,2025-01-10,rth_09_30_16_00,rth_lunch_11_30_13_30,long,vwap_bull_rejection,timeout,0.362667,0.991667,-0.666667,30.0000,21078.6716,21107.2500,21077.2500,21167.2500,21119.2500,0.247891,2.546161,0.000000,5571,2672,0
30,adx_dmi,against,2025-01-10T19:00:00Z,2025-01-10T14:00:00-05:00,short,bearish,46.878517,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-10T19:41:00Z,2025-01-10T19:41:00Z,2025-01-10T19:42:00Z,2025-01-10T14:41:00-05:00,2025-01-10,rth_09_30_16_00,rth_afternoon_13_30_15_00,long,vwap_bull_rejection,stop,-1.070000,0.062500,-1.046875,16.0000,21081.7449,21091.5000,21075.5000,21123.5000,21075.5000,0.210154,1.240187,0.000000,3112,1686,0
30,adx_dmi,aligned,2025-01-10T22:00:00Z,2025-01-10T17:00:00-05:00,long,bullish,37.835589,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-12T23:16:00Z,2025-01-12T23:16:00Z,2025-01-12T23:31:00Z,2025-01-12T18:16:00-05:00,2025-01-13,overnight,overnight,long,vwap_bull_rejection,target,1.890732,2.414634,-0.439024,10.2500,20972.8951,20986.2500,20976.0000,21006.7500,21006.7500,0.159309,1.614378,0.000000,1042,575,0
30,adx_dmi,against,2025-01-13T00:00:00Z,2025-01-12T19:00:00-05:00,long,bullish,27.475542,MNQ DATABENTO,1,vwap_delta_rejection,2025-01-13T00:48:00Z,2025-01-13T00:48:00Z,2025-01-13T00:52:00Z,2025-01-12T19:48:00-05:00,2025-01-13,overnight,overnight,short,vwap_bear_rejection,stop,-1.154483,1.551724,-1.448276,7.2500,21001.1820,20992.2500,20999.5000,20977.7500,20999.5000,-0.170569,2.443143,0.000000,897,559,0
