root,session_date,globex_first_timestamp,globex_last_timestamp,globex_open,globex_high,globex_low,globex_close,globex_volume,globex_bar_count,rth_morning_first_timestamp,rth_morning_last_timestamp,rth_morning_open,rth_morning_high,rth_morning_low,rth_morning_close,rth_morning_volume,rth_morning_bar_count,rth_morning_atr20,cohort,globex_range,globex_reference_median_20,globex_range_ratio,globex_state,globex_range_ratio_bin,rth_morning_range,rth_morning_range_div_atr20,rth_morning_trendiness,rth_morning_signed_trendiness,breached_globex_high,breached_globex_low,closed_outside_globex_range,max_extension_beyond_globex_range,failed_breakout_reentry,year,month,week
MNQ,2023-03-06,2023-03-05 23:00:00+00:00,2023-03-06 14:29:00+00:00,12307.75,12382.75,12276.0,12361.0,236980,930,2023-03-06 14:30:00+00:00,2023-03-06 16:29:00+00:00,12361.0,12485.75,12347.25,12450.25,288907,120,208.75,primary_2023_2025,106.75,150.5,0.7093023255813954,neutral,0_7_to_0_9,138.5,0.6634730538922156,0.644404332129964,0.644404332129964,True,False,True,103.0,False,2023,2023-03,2023-W10
MNQ,2023-03-07,2023-03-06 23:00:00+00:00,2023-03-07 14:29:00+00:00,12322.5,12381.75,12312.5,12324.0,169387,930,2023-03-07 14:30:00+00:00,2023-03-07 16:29:00+00:00,12324.25,12367.5,12182.0,12215.5,463022,120,208.075,primary_2023_2025,69.25,147.75,0.4686971235194585,compression,lt_0_5,185.5,0.8915054667788058,0.5862533692722371,-0.5862533692722371,False,True,True,130.5,False,2023,2023-03,2023-W10
MNQ,2023-03-08,2023-03-07 23:00:00+00:00,2023-03-08 14:29:00+00:00,12174.75,12216.75,12138.5,12185.0,230624,930,2023-03-08 14:30:00+00:00,2023-03-08 16:29:00+00:00,12185.25,12233.5,12108.5,12200.25,376499,120,215.1375,primary_2023_2025,78.25,147.75,0.5296108291032149,compression,0_5_to_0_7,125.0,0.5810237638719424,0.12,0.12,True,True,False,30.0,True,2023,2023-03,2023-W10
MNQ,2023-03-09,2023-03-08 23:00:00+00:00,2023-03-09 14:29:00+00:00,12223.0,12276.5,12136.0,12246.25,259566,930,2023-03-09 14:30:00+00:00,2023-03-09 16:29:00+00:00,12246.25,12353.75,12230.25,12283.5,341315,120,208.2125,primary_2023_2025,140.5,147.75,0.9509306260575296,neutral,0_9_to_1_1,123.5,0.5931440235336495,0.3016194331983806,0.3016194331983806,True,False,True,77.25,False,2023,2023-03,2023-W10
MNQ,2023-03-10,2023-03-09 23:00:00+00:00,2023-03-10 14:29:00+00:00,12008.75,12112.0,11921.5,12018.0,461580,930,2023-03-10 14:30:00+00:00,2023-03-10 16:29:00+00:00,12018.0,12051.75,11865.75,12045.25,525445,120,214.8375,primary_2023_2025,190.5,141.625,1.3451015004413063,expansion,gt_1_3,186.0,0.8657706406004538,0.14650537634408603,0.14650537634408603,False,True,False,55.75,True,2023,2023-03,2023-W10
MNQ,2023-03-13,2023-03-12 22:00:00+00:00,2023-03-13 13:29:00+00:00,12008.75,12223.25,11806.25,11887.75,418311,930,2023-03-13 13:30:00+00:00,2023-03-13 15:29:00+00:00,11887.25,12173.0,11821.25,12165.25,402679,120,209.225,primary_2023_2025,417.0,141.625,2.944395410414828,expansion,gt_1_3,351.75,1.6812044449755048,0.7903340440653873,0.7903340440653873,False,False,False,0.0,False,2023,2023-03,2023-W11
MNQ,2023-03-14,2023-03-13 22:00:00+00:00,2023-03-14 13:29:00+00:00,12080.75,12217.5,12025.0,12208.0,347253,930,2023-03-14 13:30:00+00:00,2023-03-14 15:29:00+00:00,12207.75,12350.0,12202.0,12340.25,296199,120,222.175,primary_2023_2025,192.5,141.625,1.3592233009708738,expansion,gt_1_3,148.0,0.6661415550804546,0.8952702702702703,0.8952702702702703,True,False,True,132.5,False,2023,2023-03,2023-W11
MNQ,2023-03-15,2023-03-14 22:00:00+00:00,2023-03-15 13:29:00+00:00,12328.5,12374.5,12093.25,12210.75,389897,930,2023-03-15 13:30:00+00:00,2023-03-15 15:29:00+00:00,12211.5,12274.5,12151.5,12240.0,392224,120,236.6125,primary_2023_2025,281.25,141.625,1.9858781994704324,expansion,gt_1_3,123.0,0.5198372867029426,0.23170731707317074,0.23170731707317074,False,False,False,0.0,False,2023,2023-03,2023-W11
MNQ,2023-03-16,2023-03-15 22:00:00+00:00,2023-03-16 13:29:00+00:00,12397.75,12465.75,12333.25,12345.25,322843,930,2023-03-16 13:30:00+00:00,2023-03-16 15:29:00+00:00,12345.25,12598.0,12314.0,12596.0,422934,120,251.05,primary_2023_2025,132.5,147.75,0.8967851099830795,neutral,0_7_to_0_9,284.0,1.1312487552280421,0.8829225352112676,0.8829225352112676,True,True,True,132.25,False,2023,2023-03,2023-W11
MNQ,2023-03-17,2023-03-16 22:00:00+00:00,2023-03-17 13:29:00+00:00,12710.25,12767.75,12660.0,12711.0,264352,930,2023-03-17 13:30:00+00:00,2023-03-17 15:29:00+00:00,12710.0,12810.0,12581.5,12607.0,474389,120,258.625,primary_2023_2025,107.75,141.625,0.7608120035304501,neutral,0_7_to_0_9,228.5,0.8835186080231996,0.45076586433260396,-0.45076586433260396,True,True,True,78.5,False,2023,2023-03,2023-W11
MNQ,2023-03-20,2023-03-19 22:00:00+00:00,2023-03-20 13:29:00+00:00,12689.25,12750.0,12525.5,12623.75,413670,930,2023-03-20 13:30:00+00:00,2023-03-20 15:29:00+00:00,12623.5,12694.75,12529.25,12692.25,347158,120,254.7875,primary_2023_2025,224.5,141.625,1.5851721094439541,expansion,gt_1_3,165.5,0.6495609086003042,0.41540785498489424,0.41540785498489424,False,False,False,0.0,False,2023,2023-03,2023-W12
MNQ,2023-03-21,2023-03-20 22:00:00+00:00,2023-03-21 13:29:00+00:00,12698.75,12792.25,12676.25,12775.5,213040,930,2023-03-21 13:30:00+00:00,2023-03-21 15:29:00+00:00,12775.5,12837.5,12713.5,12757.0,311728,120,252.1375,primary_2023_2025,116.0,147.75,0.7851099830795262,neutral,0_7_to_0_9,124.0,0.49179515145505925,0.14919354838709678,-0.14919354838709678,True,False,False,45.25,True,2023,2023-03,2023-W12
MNQ,2023-03-22,2023-03-21 22:00:00+00:00,2023-03-22 13:29:00+00:00,12873.5,12888.0,12809.5,12872.5,170859,930,2023-03-22 13:30:00+00:00,2023-03-22 15:29:00+00:00,12872.5,12938.0,12851.0,12919.0,221266,120,259.7875,primary_2023_2025,78.5,141.625,0.5542806707855251,compression,0_5_to_0_7,87.0,0.334889092046384,0.5344827586206896,0.5344827586206896,True,False,True,50.0,False,2023,2023-03,2023-W12
MNQ,2023-03-23,2023-03-22 22:00:00+00:00,2023-03-23 13:29:00+00:00,12698.25,12857.0,12695.0,12855.0,250273,930,2023-03-23 13:30:00+00:00,2023-03-23 15:29:00+00:00,12855.0,13031.5,12847.0,12976.5,364960,120,270.825,primary_2023_2025,162.0,141.625,1.143865842894969,neutral,1_1_to_1_3,184.5,0.6812517308224869,0.6585365853658537,0.6585365853658537,True,False,True,174.5,False,2023,2023-03,2023-W12
