root,session_date,globex_first_timestamp,globex_last_timestamp,globex_open,globex_high,globex_low,globex_close,globex_volume,globex_bar_count,rth_morning_first_timestamp,rth_morning_last_timestamp,rth_morning_open,rth_morning_high,rth_morning_low,rth_morning_close,rth_morning_volume,rth_morning_bar_count,rth_morning_atr20,cohort,globex_range,globex_reference_median_20,globex_range_ratio,globex_state,globex_range_ratio_bin,rth_morning_range,rth_morning_range_div_atr20,rth_morning_trendiness,rth_morning_signed_trendiness,breached_globex_high,breached_globex_low,closed_outside_globex_range,max_extension_beyond_globex_range,failed_breakout_reentry,year,month,week
MNQ,2024-01-30,2024-01-29 23:00:00+00:00,2024-01-30 14:29:00+00:00,17708.0,17735.75,17644.75,17661.25,206840,930,2024-01-30 14:30:00+00:00,2024-01-30 16:29:00+00:00,17661.25,17685.0,17616.25,17642.5,343424,120,205.675,primary_2023_2025,91.0,142.375,0.6391571553994733,compression,0_5_to_0_7,68.75,0.33426522426157773,0.2727272727272727,-0.2727272727272727,False,True,True,28.5,False,2024,2024-01,2024-W05
MNQ,2024-01-31,2024-01-30 23:00:00+00:00,2024-01-31 14:29:00+00:00,17427.5,17468.75,17333.5,17399.75,298477,930,2024-01-31 14:30:00+00:00,2024-01-31 16:29:00+00:00,17399.75,17426.25,17283.5,17336.75,369262,120,218.55,primary_2023_2025,135.25,140.375,0.9634906500445236,neutral,0_9_to_1_1,142.75,0.6531686113017616,0.4413309982486865,-0.4413309982486865,False,True,False,50.0,True,2024,2024-01,2024-W05
MNQ,2024-02-01,2024-01-31 23:00:00+00:00,2024-02-01 14:29:00+00:00,17275.0,17363.75,17262.75,17306.5,243741,930,2024-02-01 14:30:00+00:00,2024-02-01 16:29:00+00:00,17307.25,17371.25,17264.0,17281.0,427325,120,209.9875,primary_2023_2025,101.0,138.0,0.7318840579710145,neutral,0_7_to_0_9,107.25,0.5107446871837609,0.24475524475524477,-0.24475524475524477,True,False,False,7.5,True,2024,2024-02,2024-W05
MNQ,2024-02-02,2024-02-01 23:00:00+00:00,2024-02-02 14:29:00+00:00,17592.0,17643.75,17483.0,17508.0,299359,930,2024-02-02 14:30:00+00:00,2024-02-02 16:29:00+00:00,17508.25,17673.25,17465.75,17671.0,508780,120,218.625,primary_2023_2025,160.75,136.875,1.1744292237442922,neutral,1_1_to_1_3,207.5,0.9491137793024585,0.7843373493975904,0.7843373493975904,True,True,True,29.5,False,2024,2024-02,2024-W05
MNQ,2024-02-05,2024-02-04 23:00:00+00:00,2024-02-05 14:29:00+00:00,17695.25,17739.5,17663.5,17722.25,224103,930,2024-02-05 14:30:00+00:00,2024-02-05 16:29:00+00:00,17722.5,17737.25,17553.75,17612.0,390848,120,211.7875,primary_2023_2025,76.0,138.0,0.5507246376811594,compression,0_5_to_0_7,183.5,0.8664345157292097,0.6021798365122616,-0.6021798365122616,False,True,True,109.75,False,2024,2024-02,2024-W06
MNQ,2024-02-06,2024-02-05 23:00:00+00:00,2024-02-06 14:29:00+00:00,17702.0,17768.25,17670.75,17741.25,226766,930,2024-02-06 14:30:00+00:00,2024-02-06 16:29:00+00:00,17741.5,17767.5,17598.0,17655.25,473992,120,212.5375,primary_2023_2025,97.5,138.0,0.7065217391304348,neutral,0_7_to_0_9,169.5,0.7975063224136917,0.5088495575221239,-0.5088495575221239,False,True,True,72.75,False,2024,2024-02,2024-W06
MNQ,2024-02-07,2024-02-06 23:00:00+00:00,2024-02-07 14:29:00+00:00,17648.0,17779.0,17629.5,17773.75,249917,930,2024-02-07 14:30:00+00:00,2024-02-07 16:29:00+00:00,17773.5,17876.0,17718.25,17828.5,458191,120,220.225,primary_2023_2025,149.5,136.875,1.0922374429223745,neutral,0_9_to_1_1,157.75,0.7163128618458395,0.3486529318541997,0.3486529318541997,True,False,True,97.0,False,2024,2024-02,2024-W06
MNQ,2024-02-08,2024-02-07 23:00:00+00:00,2024-02-08 14:29:00+00:00,17851.0,17862.5,17791.5,17835.5,174501,930,2024-02-08 14:30:00+00:00,2024-02-08 16:29:00+00:00,17835.5,17894.5,17807.5,17863.75,352146,120,225.4625,primary_2023_2025,71.0,140.375,0.5057880676758683,compression,0_5_to_0_7,87.0,0.3858734822864113,0.32471264367816094,0.32471264367816094,True,False,True,32.0,False,2024,2024-02,2024-W06
MNQ,2024-02-09,2024-02-08 23:00:00+00:00,2024-02-09 14:29:00+00:00,17857.25,17971.5,17851.75,17908.75,213989,930,2024-02-09 14:30:00+00:00,2024-02-09 16:29:00+00:00,17909.0,18008.25,17875.25,17983.25,346645,120,219.6125,primary_2023_2025,119.75,136.875,0.8748858447488584,neutral,0_7_to_0_9,133.0,0.6056121577779042,0.5582706766917294,0.5582706766917294,True,False,True,36.75,False,2024,2024-02,2024-W06
MNQ,2024-02-12,2024-02-11 23:00:00+00:00,2024-02-12 14:29:00+00:00,18039.25,18059.5,18003.25,18029.5,118308,930,2024-02-12 14:30:00+00:00,2024-02-12 16:29:00+00:00,18029.5,18097.25,18007.25,18094.0,304872,120,203.725,primary_2023_2025,56.25,135.0,0.4166666666666667,compression,lt_0_5,90.0,0.4417719965639956,0.7166666666666667,0.7166666666666667,True,False,True,37.75,False,2024,2024-02,2024-W07
MNQ,2024-02-13,2024-02-12 23:00:00+00:00,2024-02-13 14:29:00+00:00,17929.75,17963.5,17615.75,17628.25,380571,930,2024-02-13 14:30:00+00:00,2024-02-13 16:29:00+00:00,17628.25,17792.0,17586.5,17753.0,498413,120,198.05,primary_2023_2025,347.75,135.0,2.575925925925926,expansion,gt_1_3,205.5,1.037616763443575,0.6070559610705596,0.6070559610705596,False,True,False,29.25,True,2024,2024-02,2024-W07
MNQ,2024-02-14,2024-02-13 23:00:00+00:00,2024-02-14 14:29:00+00:00,17703.0,17811.75,17669.25,17788.5,240599,930,2024-02-14 14:30:00+00:00,2024-02-14 16:29:00+00:00,17788.75,17847.0,17703.25,17752.5,493455,120,213.65,primary_2023_2025,142.5,135.0,1.0555555555555556,neutral,0_9_to_1_1,143.75,0.6728293938684765,0.25217391304347825,-0.25217391304347825,True,False,False,35.25,True,2024,2024-02,2024-W07
MNQ,2024-02-15,2024-02-14 23:00:00+00:00,2024-02-15 14:29:00+00:00,17873.25,17934.0,17843.75,17888.25,230904,930,2024-02-15 14:30:00+00:00,2024-02-15 16:29:00+00:00,17888.25,17903.0,17780.25,17832.5,475286,120,216.35,primary_2023_2025,90.25,135.0,0.6685185185185185,compression,0_5_to_0_7,122.75,0.5673676912410446,0.45417515274949083,-0.45417515274949083,False,True,True,63.5,False,2024,2024-02,2024-W07
MNQ,2024-02-16,2024-02-15 23:00:00+00:00,2024-02-16 14:29:00+00:00,17949.25,18026.25,17903.0,17926.75,241758,930,2024-02-16 14:30:00+00:00,2024-02-16 16:29:00+00:00,17926.75,17930.5,17713.75,17862.25,546409,120,216.35,primary_2023_2025,123.25,127.25,0.9685658153241651,neutral,0_9_to_1_1,216.75,1.0018488560203374,0.2975778546712803,-0.2975778546712803,False,True,True,189.25,False,2024,2024-02,2024-W07
MNQ,2024-02-19,2024-02-18 23:00:00+00:00,2024-02-19 14:29:00+00:00,17728.5,17803.25,17725.25,17789.25,162922,930,2024-02-19 14:30:00+00:00,2024-02-19 16:29:00+00:00,17789.25,17807.25,17772.25,17782.0,62221,120,211.25,primary_2023_2025,78.0,121.5,0.6419753086419753,compression,0_5_to_0_7,35.0,0.16568047337278108,0.20714285714285716,-0.20714285714285716,True,False,False,4.0,True,2024,2024-02,2024-W08
MNQ,2024-02-20,2024-02-19 23:00:00+00:00,2024-02-20 14:29:00+00:00,17788.5,17790.0,17613.75,17662.0,335451,930,2024-02-20 14:30:00+00:00,2024-02-20 16:29:00+00:00,17661.75,17724.0,17482.0,17572.75,531389,120,210.0,primary_2023_2025,176.25,121.5,1.4506172839506173,expansion,gt_1_3,242.0,1.1523809523809523,0.3677685950413223,-0.3677685950413223,False,True,True,131.75,False,2024,2024-02,2024-W08
MNQ,2024-02-21,2024-02-20 23:00:00+00:00,2024-02-21 14:29:00+00:00,17574.75,17590.75,17480.75,17495.25,266581,930,2024-02-21 14:30:00+00:00,2024-02-21 16:29:00+00:00,17495.0,17525.75,17448.5,17490.0,445290,120,218.95,primary_2023_2025,110.0,129.0,0.8527131782945736,neutral,0_7_to_0_9,77.25,0.35282027860242066,0.06472491909385113,-0.06472491909385113,False,True,False,32.25,True,2024,2024-02,2024-W08
MNQ,2024-02-22,2024-02-21 23:00:00+00:00,2024-02-22 14:29:00+00:00,17704.0,17925.75,17675.5,17895.75,347378,930,2024-02-22 14:30:00+00:00,2024-02-22 16:29:00+00:00,17896.0,17976.75,17864.0,17955.5,487758,120,229.625,primary_2023_2025,250.25,121.5,2.0596707818930042,expansion,gt_1_3,112.75,0.49101796407185627,0.5277161862527716,0.5277161862527716,True,False,True,51.0,False,2024,2024-02,2024-W08
MNQ,2024-02-23,2024-02-22 23:00:00+00:00,2024-02-23 14:29:00+00:00,18025.25,18113.0,17999.0,18105.5,219313,930,2024-02-23 14:30:00+00:00,2024-02-23 16:29:00+00:00,18105.75,18145.0,17946.0,18006.25,519947,120,228.8125,primary_2023_2025,114.0,121.5,0.9382716049382716,neutral,0_9_to_1_1,199.0,0.8697077301283802,0.5,-0.5,True,True,False,53.0,True,2024,2024-02,2024-W08
MNQ,2024-02-26,2024-02-25 23:00:00+00:00,2024-02-26 14:29:00+00:00,17962.75,18028.0,17922.0,18017.0,233018,930,2024-02-26 14:30:00+00:00,2024-02-26 16:29:00+00:00,18017.0,18050.75,17966.0,18017.0,397727,120,209.85,primary_2023_2025,106.0,116.875,0.906951871657754,neutral,0_9_to_1_1,84.75,0.4038598999285204,0.0,0.0,True,False,False,22.75,True,2024,2024-02,2024-W09
MNQ,2024-02-27,2024-02-26 23:00:00+00:00,2024-02-27 14:29:00+00:00,17953.75,18040.5,17927.75,18018.25,224474,930,2024-02-27 14:30:00+00:00,2024-02-27 16:29:00+00:00,18018.25,18032.5,17938.0,17975.75,428710,120,200.8875,primary_2023_2025,112.75,112.0,1.0066964285714286,neutral,0_9_to_1_1,94.5,0.4704125443345156,0.4497354497354497,-0.4497354497354497,False,False,False,0.0,False,2024,2024-02,2024-W09
MNQ,2024-02-28,2024-02-27 23:00:00+00:00,2024-02-28 14:29:00+00:00,18014.0,18019.75,17892.0,17923.5,263880,930,2024-02-28 14:30:00+00:00,2024-02-28 16:29:00+00:00,17923.5,17967.5,17876.25,17961.25,405018,120,204.2625,primary_2023_2025,127.75,113.375,1.1267916207276736,neutral,1_1_to_1_3,91.25,0.4467290863472248,0.4136986301369863,0.4136986301369863,False,True,False,15.75,True,2024,2024-02,2024-W09
MNQ,2024-02-29,2024-02-28 23:00:00+00:00,2024-02-29 14:29:00+00:00,17868.25,18034.5,17826.25,18030.25,322353,930,2024-02-29 14:30:00+00:00,2024-02-29 16:29:00+00:00,18030.25,18072.25,17966.5,17979.25,398615,120,202.775,primary_2023_2025,208.25,113.375,1.836824696802646,expansion,gt_1_3,105.75,0.5215139933423746,0.48226950354609927,-0.48226950354609927,True,False,False,37.75,True,2024,2024-02,2024-W09
MNQ,2024-03-01,2024-02-29 23:00:00+00:00,2024-03-01 14:29:00+00:00,18071.5,18162.75,18030.25,18096.5,293452,930,2024-03-01 14:30:00+00:00,2024-03-01 16:29:00+00:00,18096.5,18242.25,18093.5,18229.25,438548,120,207.6875,primary_2023_2025,132.5,116.875,1.1336898395721926,neutral,1_1_to_1_3,148.75,0.7162202828769184,0.892436974789916,0.892436974789916,True,False,True,79.5,False,2024,2024-03,2024-W09
MNQ,2024-03-04,2024-03-03 23:00:00+00:00,2024-03-04 14:29:00+00:00,18335.0,18378.25,18310.25,18330.0,194553,930,2024-03-04 14:30:00+00:00,2024-03-04 16:29:00+00:00,18330.0,18335.0,18280.0,18303.75,320711,120,209.1875,primary_2023_2025,68.0,116.875,0.5818181818181818,compression,0_5_to_0_7,55.0,0.26292201971915147,0.4772727272727273,-0.4772727272727273,False,True,True,30.25,False,2024,2024-03,2024-W10
MNQ,2024-03-05,2024-03-04 23:00:00+00:00,2024-03-05 14:29:00+00:00,18248.5,18254.0,18107.25,18133.75,302429,930,2024-03-05 14:30:00+00:00,2024-03-05 16:29:00+00:00,18133.75,18135.0,17908.75,17954.25,527184,120,208.275,primary_2023_2025,146.75,116.875,1.255614973262032,neutral,1_1_to_1_3,226.25,1.0863041651662466,0.7933701657458564,-0.7933701657458564,False,True,True,198.5,False,2024,2024-03,2024-W10
MNQ,2024-03-06,2024-03-05 23:00:00+00:00,2024-03-06 14:29:00+00:00,17982.0,18106.0,17942.5,18104.0,261580,930,2024-03-06 14:30:00+00:00,2024-03-06 16:29:00+00:00,18104.0,18126.25,17963.5,18097.5,503654,120,225.125,primary_2023_2025,163.5,121.5,1.345679012345679,expansion,gt_1_3,162.75,0.7229317046085508,0.039938556067588324,-0.039938556067588324,True,False,False,20.25,True,2024,2024-03,2024-W10
MNQ,2024-03-07,2024-03-06 23:00:00+00:00,2024-03-07 14:29:00+00:00,18040.0,18188.25,17915.5,18182.25,346308,930,2024-03-07 14:30:00+00:00,2024-03-07 16:29:00+00:00,18182.25,18293.0,18119.0,18286.75,480541,120,226.6875,primary_2023_2025,272.75,121.5,2.2448559670781894,expansion,gt_1_3,174.0,0.7675765095119934,0.6005747126436781,0.6005747126436781,True,False,True,104.75,False,2024,2024-03,2024-W10
MNQ,2024-03-08,2024-03-07 23:00:00+00:00,2024-03-08 14:29:00+00:00,18275.0,18375.5,18211.0,18318.5,367916,930,2024-03-08 14:30:00+00:00,2024-03-08 16:29:00+00:00,18318.5,18436.25,18191.5,18199.0,616833,120,228.05,primary_2023_2025,164.5,125.5,1.3107569721115537,expansion,gt_1_3,244.75,1.0732295549221662,0.4882533197139939,-0.4882533197139939,True,True,True,60.75,False,2024,2024-03,2024-W10
MNQ,2024-03-11,2024-03-10 22:00:00+00:00,2024-03-11 13:29:00+00:00,18058.0,18304.0,17974.75,18224.75,213350,930,2024-03-11 13:30:00+00:00,2024-03-11 15:29:00+00:00,18224.75,18269.25,18137.75,18176.0,334845,120,245.9625,primary_2023_2025,329.25,130.125,2.5302593659942363,expansion,gt_1_3,131.5,0.5346343446663617,0.37072243346007605,-0.37072243346007605,False,False,False,0.0,False,2024,2024-03,2024-W11
MNQ,2024-03-12,2024-03-11 22:00:00+00:00,2024-03-12 13:29:00+00:00,18256.25,18381.0,18200.0,18311.25,307358,930,2024-03-12 13:30:00+00:00,2024-03-12 15:29:00+00:00,18311.25,18457.25,18174.0,18453.5,456830,120,239.0625,primary_2023_2025,181.0,137.5,1.3163636363636364,expansion,gt_1_3,283.25,1.1848366013071896,0.502206531332745,0.502206531332745,True,True,True,76.25,False,2024,2024-03,2024-W11
MNQ,2024-03-13,2024-03-12 22:00:00+00:00,2024-03-13 13:29:00+00:00,18470.5,18506.75,18412.0,18428.25,207757,930,2024-03-13 13:30:00+00:00,2024-03-13 15:29:00+00:00,18428.25,18429.5,18303.0,18321.0,498389,120,251.0125,primary_2023_2025,94.75,137.5,0.6890909090909091,compression,0_5_to_0_7,126.5,0.5039589661869429,0.8478260869565217,-0.8478260869565217,False,True,True,109.0,False,2024,2024-03,2024-W11
MNQ,2024-03-14,2024-03-13 22:00:00+00:00,2024-03-14 13:29:00+00:00,18341.25,18428.25,18340.25,18375.0,236490,930,2024-03-14 13:30:00+00:00,2024-03-14 15:29:00+00:00,18375.0,18398.0,18203.5,18279.25,578034,120,255.25,primary_2023_2025,88.0,130.125,0.6762728146013448,compression,0_5_to_0_7,194.5,0.761998041136141,0.4922879177377892,-0.4922879177377892,False,True,True,136.75,False,2024,2024-03,2024-W11
MNQ,2024-03-15,2024-03-14 22:00:00+00:00,2024-03-15 13:29:00+00:00,18251.0,18323.0,18130.25,18152.0,301976,930,2024-03-15 13:30:00+00:00,2024-03-15 15:29:00+00:00,18152.25,18174.75,18029.25,18102.25,565589,120,254.9875,primary_2023_2025,192.75,130.125,1.4812680115273775,expansion,gt_1_3,145.5,0.5706162066767979,0.3436426116838488,-0.3436426116838488,False,True,True,101.0,False,2024,2024-03,2024-W11
MNQ,2024-03-18,2024-03-17 22:00:00+00:00,2024-03-18 13:29:00+00:00,18072.75,18296.0,18062.25,18283.75,299941,930,2024-03-18 13:30:00+00:00,2024-03-18 15:29:00+00:00,18284.5,18380.75,18277.5,18319.75,542197,120,237.425,primary_2023_2025,233.75,139.625,1.6741271262309758,expansion,gt_1_3,103.25,0.434874170790776,0.3414043583535109,0.3414043583535109,True,False,True,84.75,False,2024,2024-03,2024-W12
MNQ,2024-03-19,2024-03-18 22:00:00+00:00,2024-03-19 13:29:00+00:00,18224.0,18252.75,18077.75,18143.5,371241,930,2024-03-19 13:30:00+00:00,2024-03-19 15:29:00+00:00,18143.5,18152.75,18053.25,18131.25,488286,120,240.375,primary_2023_2025,175.0,155.125,1.1281224818694602,neutral,1_1_to_1_3,99.5,0.4139365574622985,0.12311557788944724,-0.12311557788944724,False,True,False,24.5,True,2024,2024-03,2024-W12
MNQ,2024-03-20,2024-03-19 22:00:00+00:00,2024-03-20 13:29:00+00:00,18275.0,18331.0,18227.5,18317.75,230478,930,2024-03-20 13:30:00+00:00,2024-03-20 15:29:00+00:00,18318.0,18334.75,18245.75,18285.0,356241,120,248.8625,primary_2023_2025,103.5,155.125,0.6672038678485093,compression,0_5_to_0_7,89.0,0.35762720377718615,0.3707865168539326,-0.3707865168539326,True,False,False,3.75,True,2024,2024-03,2024-W12
MNQ,2024-03-21,2024-03-20 22:00:00+00:00,2024-03-21 13:29:00+00:00,18537.0,18696.0,18526.5,18687.75,288609,930,2024-03-21 13:30:00+00:00,2024-03-21 15:29:00+00:00,18687.75,18708.5,18617.5,18656.0,519854,120,260.475,primary_2023_2025,169.5,155.125,1.0926672038678484,neutral,0_9_to_1_1,91.0,0.3493617429695748,0.3489010989010989,-0.3489010989010989,True,False,False,12.5,True,2024,2024-03,2024-W12
MNQ,2024-03-22,2024-03-21 22:00:00+00:00,2024-03-22 13:29:00+00:00,18579.5,18606.25,18492.75,18537.25,300268,930,2024-03-22 13:30:00+00:00,2024-03-22 15:29:00+00:00,18537.5,18565.25,18500.25,18553.75,406392,120,262.7,primary_2023_2025,113.5,155.125,0.7316680096696213,neutral,0_7_to_0_9,65.0,0.24743052912066998,0.25,0.25,False,False,False,0.0,False,2024,2024-03,2024-W12
MNQ,2024-03-25,2024-03-24 22:00:00+00:00,2024-03-25 13:29:00+00:00,18566.75,18601.25,18456.75,18458.75,254635,930,2024-03-25 13:30:00+00:00,2024-03-25 15:29:00+00:00,18458.75,18542.25,18415.0,18528.75,426664,120,248.4375,primary_2023_2025,144.5,155.125,0.9315068493150684,neutral,0_9_to_1_1,127.25,0.5122012578616352,0.550098231827112,0.550098231827112,False,True,False,41.75,True,2024,2024-03,2024-W13
MNQ,2024-03-26,2024-03-25 22:00:00+00:00,2024-03-26 13:29:00+00:00,18534.0,18618.75,18516.75,18568.5,244569,930,2024-03-26 13:30:00+00:00,2024-03-26 15:29:00+00:00,18568.75,18609.25,18534.0,18568.5,383349,120,239.4,primary_2023_2025,102.0,155.125,0.6575342465753424,compression,0_5_to_0_7,75.25,0.31432748538011696,0.0033222591362126247,-0.0033222591362126247,False,False,False,0.0,False,2024,2024-03,2024-W13
MNQ,2024-03-27,2024-03-26 22:00:00+00:00,2024-03-27 13:29:00+00:00,18478.0,18572.25,18468.0,18566.5,211898,930,2024-03-27 13:30:00+00:00,2024-03-27 15:29:00+00:00,18566.25,18572.0,18378.5,18401.0,512065,120,246.4125,primary_2023_2025,104.25,155.125,0.6720386784850927,compression,0_5_to_0_7,193.5,0.7852686044742049,0.8540051679586563,-0.8540051679586563,False,True,True,89.5,False,2024,2024-03,2024-W13
MNQ,2024-03-28,2024-03-27 22:00:00+00:00,2024-03-28 13:29:00+00:00,18506.0,18527.75,18459.25,18500.0,235300,930,2024-03-28 13:30:00+00:00,2024-03-28 15:29:00+00:00,18500.0,18539.25,18457.0,18510.0,361883,120,246.45,primary_2023_2025,68.5,155.125,0.44157937147461723,compression,lt_0_5,82.25,0.3337390951511463,0.12158054711246201,0.12158054711246201,True,True,False,11.5,True,2024,2024-03,2024-W13
MNQ,2024-04-01,2024-03-31 22:00:00+00:00,2024-04-01 13:29:00+00:00,18500.0,18611.75,18478.25,18500.75,259472,930,2024-04-01 13:30:00+00:00,2024-04-01 15:29:00+00:00,18500.75,18607.25,18426.0,18470.75,518718,120,225.9375,primary_2023_2025,133.5,145.625,0.9167381974248927,neutral,0_9_to_1_1,181.25,0.8022130013831259,0.16551724137931034,-0.16551724137931034,False,True,True,52.25,False,2024,2024-04,2024-W14
MNQ,2024-04-02,2024-04-01 22:00:00+00:00,2024-04-02 13:29:00+00:00,18497.75,18514.0,18268.75,18287.5,342693,930,2024-04-02 13:30:00+00:00,2024-04-02 15:29:00+00:00,18287.5,18292.25,18201.0,18268.0,422525,120,213.35,primary_2023_2025,245.25,145.625,1.6841201716738197,expansion,gt_1_3,91.25,0.42770096086243264,0.2136986301369863,-0.2136986301369863,False,True,True,67.75,False,2024,2024-04,2024-W14
MNQ,2024-04-03,2024-04-02 22:00:00+00:00,2024-04-03 13:29:00+00:00,18347.75,18347.75,18232.75,18241.25,296273,930,2024-04-03 13:30:00+00:00,2024-04-03 15:29:00+00:00,18240.75,18450.0,18239.0,18442.25,399060,120,207.8,primary_2023_2025,115.0,155.125,0.741337630942788,neutral,0_7_to_0_9,211.0,1.0153994225216554,0.9549763033175356,0.9549763033175356,True,False,True,102.25,False,2024,2024-04,2024-W14
MNQ,2024-04-04,2024-04-03 22:00:00+00:00,2024-04-04 13:29:00+00:00,18389.0,18552.0,18377.75,18541.75,251221,930,2024-04-04 13:30:00+00:00,2024-04-04 15:29:00+00:00,18541.5,18568.25,18480.0,18501.75,328889,120,204.075,primary_2023_2025,174.25,154.0,1.1314935064935066,neutral,1_1_to_1_3,88.25,0.43243905426926377,0.45042492917847027,-0.45042492917847027,True,False,False,16.25,True,2024,2024-04,2024-W14
MNQ,2024-04-05,2024-04-04 22:00:00+00:00,2024-04-05 13:29:00+00:00,18088.0,18190.5,18043.5,18138.5,428056,930,2024-04-05 13:30:00+00:00,2024-04-05 15:29:00+00:00,18138.25,18323.75,18102.5,18282.75,589612,120,221.05,primary_2023_2025,147.0,154.5,0.9514563106796117,neutral,0_9_to_1_1,221.25,1.000904772675865,0.6531073446327683,0.6531073446327683,True,False,True,133.25,False,2024,2024-04,2024-W14
MNQ,2024-04-08,2024-04-07 22:00:00+00:00,2024-04-08 13:29:00+00:00,18346.5,18373.5,18247.25,18329.75,357862,930,2024-04-08 13:30:00+00:00,2024-04-08 15:29:00+00:00,18330.25,18377.5,18237.75,18335.75,470578,120,217.3125,primary_2023_2025,126.25,145.75,0.8662092624356775,neutral,0_7_to_0_9,139.75,0.6430831176301409,0.03935599284436494,0.03935599284436494,True,True,False,9.5,True,2024,2024-04,2024-W15
MNQ,2024-04-09,2024-04-08 22:00:00+00:00,2024-04-09 13:29:00+00:00,18317.0,18395.5,18253.75,18391.5,281347,930,2024-04-09 13:30:00+00:00,2024-04-09 15:29:00+00:00,18391.0,18405.0,18160.25,18225.5,669583,120,210.95,primary_2023_2025,141.75,139.0,1.0197841726618706,neutral,0_9_to_1_1,244.75,1.160227542071581,0.676200204290092,-0.676200204290092,True,True,True,93.5,False,2024,2024-04,2024-W15
MNQ,2024-04-10,2024-04-09 22:00:00+00:00,2024-04-10 13:29:00+00:00,18384.0,18470.0,18054.0,18139.75,436289,930,2024-04-10 13:30:00+00:00,2024-04-10 15:29:00+00:00,18140.0,18232.25,18107.25,18181.0,565617,120,207.475,primary_2023_2025,416.0,137.625,3.022706630336058,expansion,gt_1_3,125.0,0.6024822267743102,0.328,0.328,False,False,False,0.0,False,2024,2024-04,2024-W15
MNQ,2024-04-11,2024-04-10 22:00:00+00:00,2024-04-11 13:29:00+00:00,18190.75,18286.25,18085.0,18265.0,417753,930,2024-04-11 13:30:00+00:00,2024-04-11 15:29:00+00:00,18265.25,18277.0,18169.0,18246.25,548148,120,225.0375,primary_2023_2025,201.25,137.625,1.4623069936421436,expansion,gt_1_3,108.0,0.4799200133311115,0.17592592592592593,-0.17592592592592593,False,False,False,0.0,False,2024,2024-04,2024-W15
MNQ,2024-04-12,2024-04-11 22:00:00+00:00,2024-04-12 13:29:00+00:00,18485.5,18507.75,18274.25,18296.5,374987,930,2024-04-12 13:30:00+00:00,2024-04-12 15:29:00+00:00,18296.75,18343.25,18193.25,18262.25,502611,120,233.85,primary_2023_2025,233.5,143.125,1.6314410480349344,expansion,gt_1_3,150.0,0.6414368184733804,0.23,-0.23,False,True,True,81.0,False,2024,2024-04,2024-W15
MNQ,2024-04-15,2024-04-14 22:00:00+00:00,2024-04-15 13:29:00+00:00,18151.75,18351.0,18147.5,18335.75,401224,930,2024-04-15 13:30:00+00:00,2024-04-15 15:29:00+00:00,18335.25,18339.0,18158.75,18195.25,492252,120,228.6625,primary_2023_2025,203.5,145.75,1.3962264150943395,expansion,gt_1_3,180.25,0.7882796698190565,0.7766990291262136,-0.7766990291262136,False,False,False,0.0,False,2024,2024-04,2024-W16
MNQ,2024-04-16,2024-04-15 22:00:00+00:00,2024-04-16 13:29:00+00:00,17882.0,17918.0,17791.25,17868.0,454437,930,2024-04-16 13:30:00+00:00,2024-04-16 15:29:00+00:00,17867.75,17931.0,17822.0,17911.5,488045,120,247.6125,primary_2023_2025,126.75,145.75,0.869639794168096,neutral,0_7_to_0_9,109.0,0.44020394770054017,0.4013761467889908,0.4013761467889908,True,False,False,13.0,True,2024,2024-04,2024-W16
MNQ,2024-04-17,2024-04-16 22:00:00+00:00,2024-04-17 13:29:00+00:00,17897.75,17968.25,17778.0,17957.5,396936,930,2024-04-17 13:30:00+00:00,2024-04-17 15:29:00+00:00,17957.25,17959.5,17763.75,17767.5,560890,120,250.7875,primary_2023_2025,190.25,143.125,1.3292576419213973,expansion,gt_1_3,195.75,0.7805412949209989,0.9693486590038314,-0.9693486590038314,False,True,True,14.25,False,2024,2024-04,2024-W16
MNQ,2024-04-18,2024-04-17 22:00:00+00:00,2024-04-18 13:29:00+00:00,17674.0,17771.0,17663.25,17673.25,323567,930,2024-04-18 13:30:00+00:00,2024-04-18 15:29:00+00:00,17673.0,17746.0,17551.0,17705.75,525791,120,265.9625,primary_2023_2025,107.75,143.125,0.7528384279475983,neutral,0_7_to_0_9,195.0,0.7331860694646802,0.16794871794871793,0.16794871794871793,False,True,False,112.25,True,2024,2024-04,2024-W16
MNQ,2024-04-19,2024-04-18 22:00:00+00:00,2024-04-19 13:29:00+00:00,17530.0,17552.5,17180.25,17494.5,725813,930,2024-04-19 13:30:00+00:00,2024-04-19 15:29:00+00:00,17494.5,17516.25,17318.0,17333.25,566304,120,287.425,primary_2023_2025,372.25,143.125,2.600873362445415,expansion,gt_1_3,198.25,0.6897451509089327,0.8133669609079445,-0.8133669609079445,False,False,False,0.0,False,2024,2024-04,2024-W16
MNQ,2024-04-22,2024-04-21 22:00:00+00:00,2024-04-22 13:29:00+00:00,17228.25,17314.5,17196.0,17288.75,313832,930,2024-04-22 13:30:00+00:00,2024-04-22 15:29:00+00:00,17288.5,17331.5,17148.75,17206.0,524840,120,294.55,primary_2023_2025,118.5,143.125,0.8279475982532751,neutral,0_7_to_0_9,182.75,0.6204379562043796,0.45143638850889195,-0.45143638850889195,True,True,False,47.25,True,2024,2024-04,2024-W17
