source_file,source_row,family,variant,candidate_id,status_raw,net_dollars,profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest,triage_score,suggested_status,score_reasons,missing_required_metrics,status_cap_reasons,suggested_status_rank
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,17,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:17,,399.740044,,58.980008,12.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,30,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:30,,399.740044,,58.980008,12.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,23,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:23,,353.2999895,,111.939967,15.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,19,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:19,,353.2999895,,111.939967,15.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,30,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:30,,335.999939,,104.940012,25.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,43,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:43,,335.999939,,104.940012,25.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,33,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:33,,310.2400615,,79.9599925,12.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,42,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:42,,310.2400615,,79.9599925,12.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,9,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:9,,215.8000865,,76.959972,15.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,20,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:20,,215.8000865,,76.959972,15.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/performance_breakdowns.csv,15,unknown_other,performance_breakdowns,unknown_other:performance_breakdowns:reports/pattern_ml_20260612/performance_breakdowns.csv:15,,210.5799935,,27.4799945,4.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,34,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:34,,175.4600635,,118.879977,23.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,44,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:44,,175.4600635,,118.879977,23.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,1,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:1,,163.400076,,141.3399915,20.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,8,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:8,,163.400076,,141.3399915,20.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,32,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:32,,136.1400015,,84.960008,7.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,38,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:38,,136.1400015,,84.960008,7.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/performance_breakdowns.csv,13,unknown_other,performance_breakdowns,unknown_other:performance_breakdowns:reports/pattern_ml_20260612/performance_breakdowns.csv:13,,119.579954,,62.460018,4.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,43,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:43,,117.460051,,112.399986,23.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/performance_breakdowns.csv,28,unknown_other,performance_breakdowns,unknown_other:performance_breakdowns:reports/pattern_ml_20260612/performance_breakdowns.csv:28,,112.060063,,251.7999775,28.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/performance_breakdowns.csv,14,unknown_other,performance_breakdowns,unknown_other:performance_breakdowns:reports/pattern_ml_20260612/performance_breakdowns.csv:14,,109.0400075,,0.0,2.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,42,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:42,,101.9800485,,211.3800115,24.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,48,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:48,,101.9800485,,211.3800115,24.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/performance_breakdowns.csv,35,unknown_other,performance_breakdowns,unknown_other:performance_breakdowns:reports/pattern_ml_20260612/performance_breakdowns.csv:35,,101.1200135,,74.9599855,6.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,19,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:19,,101.1200135,,74.9599855,6.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/performance_breakdowns.csv,20,unknown_other,performance_breakdowns,unknown_other:performance_breakdowns:reports/pattern_ml_20260612/performance_breakdowns.csv:20,,62.019984,,0.0,1.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,0,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:0,,56.0400235,,183.760007,27.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,4,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:4,,56.0400235,,183.760007,27.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,10,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:10,,54.8200255,,70.8399835,16.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,15,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:15,,54.000004,,215.719979,25.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,21,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:21,,54.000004,,215.719979,25.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,35,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:35,,43.980036,,191.700019,24.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,48,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:48,,42.6400365,,60.4799865,7.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,50,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:50,,42.6400365,,60.4799865,7.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,40,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:40,,24.060027,,74.9599855,3.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,46,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:46,,24.060027,,74.9599855,3.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/cohort_stability.csv,12,multi_timeframe_regime_selector,cohort_stability,multi_timeframe_regime_selector:cohort_stability:reports/pattern_ml_20260612/regime_shift/cohort_stability.csv:12,,17.880016,,100.420014,19.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv,23,multi_timeframe_regime_selector,predefined_rule_audit,multi_timeframe_regime_selector:predefined_rule_audit:reports/pattern_ml_20260612/regime_shift/predefined_rule_audit.csv:23,,17.880016,,100.420014,19.0,,,23.0,diagnostic_only,"positive_net,thin_sample,preferred_drawdown","profit_factor,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,302,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:302,,177.75999,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,398,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:398,,147.759975,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,121,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:121,,142.7599675,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,279,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:279,,139.760021,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,401,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:401,,115.760006,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,322,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:322,,106.259979,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,364,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:364,,97.76,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,122,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:122,,95.760014,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,379,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:379,,87.75999,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,158,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:158,,85.760004,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,304,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:304,,82.759995,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,32,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:32,,81.760014,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,162,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:162,,75.759996,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,338,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:338,,72.7600125,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,341,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:341,,72.759951,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,123,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:123,,68.7599855,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,2,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:2,,66.759984,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,423,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:423,,65.760012,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,286,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:286,,64.759989,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,163,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:163,,63.759993,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,87,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:87,,62.7600025,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,26,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:26,,61.76,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,363,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:363,,61.76,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,448,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:448,,58.7599885,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,75,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:75,,55.259974,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,426,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:426,,53.76,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,298,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:298,,52.759988,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,414,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:414,,51.759999,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,313,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:313,,50.760008,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,97,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:97,,49.759996,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,354,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:354,,49.759996,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,368,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:368,,49.759996,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,262,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:262,,45.76,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,135,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:135,,44.7600035,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,428,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:428,,44.7600035,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,219,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:219,,44.260002,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv,180,orb_vwap_prior_day,vwap_delta_rejection,orb_vwap_prior_day:vwap_delta_rejection:reports/mnq_2025q1_primary_replication/primary_nonoverlapping_trades.csv:180,,42.75999,,,,,,20.0,diagnostic_only,positive_net,"profit_factor,max_drawdown_dollars,trades,largest_winner_share,net_without_largest",,1
