root,state,days,comparable_next_state_days,mean_range,median_range,mean_close_to_close_return_points,median_close_to_close_return_points,mean_trendiness,median_trendiness,mean_signed_trendiness,median_signed_trendiness,same_state_next_day_probability
MNQ,compression,7,7,408.9642857142857,401.0,-4.642857142857143,-23.5,0.40499254380516925,0.41022001419446413,-0.19930585032318868,-0.37224746592100666,0.2857142857142857
MNQ,expansion,14,14,417.0892857142857,478.625,150.51785714285714,139.125,0.44788533604911823,0.42836687379083394,0.3802192018491821,0.42836687379083394,0.42857142857142855
MNQ,neutral,13,12,524.5,461.5,-21.826923076923077,8.5,0.6058261883932002,0.7208850931677019,0.10694354003623242,0.0,0.4166666666666667
NQ,compression,7,7,449.42857142857144,415.25,-64.57142857142857,-26.0,0.44861313762854926,0.4606965174129353,-0.2406811689349912,-0.3709281961471103,0.2857142857142857
NQ,expansion,11,11,413.1363636363636,465.25,121.1590909090909,66.25,0.41506442598145177,0.4169124877089479,0.3280544008769926,0.4169124877089479,0.2727272727272727
NQ,neutral,15,14,521.35,459.5,60.733333333333334,129.0,0.6187496979671117,0.5624713958810069,0.227093871127281,0.3978988837820092,0.5714285714285714
