root,session_date,timestamp_first,timestamp_last,open,high,low,close,volume,source_label,source_path,tr,close_to_close_return_points,trendiness,signed_trendiness,prior_day_tr,atr20,range_ratio,state,state_next,range_ratio_bin
MNQ,2023-01-16,2023-01-16 05:00:00+00:00,2023-01-17 04:59:00+00:00,11618.0,11619.75,11510.25,11545.5,241115,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,109.5,-72.5,0.6621004566210046,-0.6621004566210046,55.5,,,unclassified,unclassified,
MNQ,2023-01-17,2023-01-17 05:00:00+00:00,2023-01-18 04:59:00+00:00,11545.5,11693.25,11530.0,11645.5,1020032,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,163.25,100.0,0.6125574272588055,0.6125574272588055,109.5,,,unclassified,unclassified,
MNQ,2023-01-18,2023-01-18 05:00:00+00:00,2023-01-19 04:59:00+00:00,11645.25,11759.5,11445.75,11468.25,1234525,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,313.75,-177.25,0.5641434262948207,-0.5641434262948207,163.25,,,unclassified,unclassified,
MNQ,2023-01-19,2023-01-19 05:00:00+00:00,2023-01-20 04:59:00+00:00,11468.5,11486.5,11308.5,11399.25,1169820,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,178.0,-69.0,0.3890449438202247,-0.3890449438202247,313.75,,,unclassified,unclassified,
MNQ,2023-01-20,2023-01-20 05:00:00+00:00,2023-01-20 21:59:00+00:00,11399.25,11686.0,11365.25,11676.25,1003935,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,320.75,277.0,0.8636009353078722,0.8636009353078722,178.0,,,unclassified,unclassified,
MNQ,2023-01-22,2023-01-22 23:00:00+00:00,2023-01-23 04:59:00+00:00,11677.75,11687.0,11650.25,11667.25,34947,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,36.75,-9.0,0.2857142857142857,-0.2857142857142857,320.75,,,unclassified,unclassified,
MNQ,2023-01-23,2023-01-23 05:00:00+00:00,2023-01-24 04:59:00+00:00,11667.0,11983.0,11652.0,11930.0,1073618,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,331.0,262.75,0.7945619335347432,0.7945619335347432,36.75,,,unclassified,unclassified,
MNQ,2023-01-24,2023-01-24 05:00:00+00:00,2023-01-25 04:59:00+00:00,11929.75,12010.0,11798.25,11819.0,1047560,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,211.75,-111.0,0.5230224321133412,-0.5230224321133412,331.0,,,unclassified,neutral,
MNQ,2023-01-25,2023-01-25 05:00:00+00:00,2023-01-26 04:59:00+00:00,11818.75,11923.0,11604.5,11916.5,1218389,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,318.5,97.5,0.3069073783359498,0.3069073783359498,211.75,220.95,0.9583616202760806,neutral,expansion,0_9_to_1_1
MNQ,2023-01-26,2023-01-26 05:00:00+00:00,2023-01-27 04:59:00+00:00,11916.0,12113.25,11904.0,12033.5,1138133,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,209.25,117.0,0.5615292712066906,0.5615292712066906,318.5,226.9125,1.4036247452211756,expansion,neutral,gt_1_3
MNQ,2023-01-27,2023-01-27 05:00:00+00:00,2023-01-27 21:59:00+00:00,12033.75,12308.0,12016.0,12219.75,1107522,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,292.0,186.25,0.636986301369863,0.636986301369863,209.25,220.5,0.9489795918367347,neutral,expansion,0_9_to_1_1
MNQ,2023-01-29,2023-01-29 23:00:00+00:00,2023-01-30 04:59:00+00:00,12213.25,12252.0,12170.0,12179.5,63599,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,82.0,-40.25,0.4115853658536585,-0.4115853658536585,292.0,224.8625,1.2985713491578186,expansion,compression,1_1_to_1_3
MNQ,2023-01-30,2023-01-30 05:00:00+00:00,2023-01-31 04:59:00+00:00,12179.25,12179.25,11920.75,11937.75,1156262,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,258.5,-241.75,0.9342359767891683,-0.9342359767891683,82.0,216.8875,0.3780761915739727,compression,expansion,lt_0_7
MNQ,2023-01-31,2023-01-31 05:00:00+00:00,2023-02-01 04:59:00+00:00,11937.5,12156.0,11871.25,12107.0,1051480,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,284.75,169.25,0.5952589991220368,0.5952589991220368,258.5,209.0625,1.2364723467862482,expansion,expansion,1_1_to_1_3
MNQ,2023-02-01,2023-02-01 05:00:00+00:00,2023-02-02 04:59:00+00:00,12106.5,12559.75,12055.0,12540.25,1113047,databento_ohlcv_1m,../trading/data/databento_ohlcv_1m/front_1m.parquet,504.75,433.25,0.8593363051015354,0.8593363051015354,284.75,220.5625,1.2910172853499575,expansion,expansion,1_1_to_1_3
