root,session_date,coiled_cohort,globex_state,globex_range_ratio,rth_morning_range_div_atr20,closed_outside_globex_range,failed_breakout_reentry,lunch_cohort,morning_state,morning_range_ratio,lunch_range_div_morning_range,lunch_range_contraction,trend_continuation_failure,vwap_cross,inside_state,inside_sub_state,rest_rth_range_div_first_hour_range,new_rth_high_or_low_after_10_30,new_session_high_or_low_after_10_30,chop_index,first_hour_vwap_cross_count,year,month,week,eligible_primary_states
MNQ,2023-03-23,primary_2023_2025,neutral,1.143865842894969,0.6812517308224869,True,False,primary_2023_2025,standard,1.4003795066413662,0.6693766937669376,False,True,True,broken,broken_up,2.696832579185521,True,True,0.4753086419753086,11,2023,2023-03,2023-W12,True
MNQ,2023-03-24,primary_2023_2025,neutral,1.1336717428087986,0.4294755877034358,True,False,primary_2023_2025,standard,0.9013282732447818,1.0042105263157894,False,True,True,broken,broken_down,1.5632183908045978,True,True,0.5323076923076923,41,2023,2023-03,2023-W12,True
MNQ,2023-03-27,primary_2023_2025,neutral,0.8629441624365483,0.541030534351145,True,False,primary_2023_2025,standard,1.0759013282732448,0.6331569664902998,False,False,False,trapped,trapped,1.592814371257485,True,True,0.5169230769230769,0,2023,2023-03,2023-W13,True
MNQ,2023-03-28,primary_2023_2025,compression,0.5789938217122683,0.4942114991730713,True,False,primary_2023_2025,standard,0.9063336306868868,0.6968503937007874,False,False,True,broken,broken_down,0.9592326139088728,True,True,0.5188679245283019,13,2023,2023-03,2023-W13,True
MNQ,2023-03-29,primary_2023_2025,neutral,1.055604589585172,0.3017714749558324,True,False,primary_2023_2025,standard,0.5637823371989296,0.5981012658227848,False,False,True,broken,broken_up,2.685990338164251,True,True,0.5158227848101266,55,2023,2023-03,2023-W13,True
MNQ,2023-03-30,primary_2023_2025,neutral,1.0061782877316858,0.3180329425167323,True,False,primary_2023_2025,standard,0.6308851224105462,0.9134328358208956,False,True,True,broken,broken_up,1.3388704318936877,True,True,0.4859813084112149,42,2023,2023-03,2023-W13,True
MNQ,2023-03-31,primary_2023_2025,compression,0.5812720848056537,0.469303706541519,True,False,primary_2023_2025,standard,0.9227871939736346,0.463265306122449,True,False,False,broken,broken_up,1.9644970414201184,True,True,0.483076923076923,0,2023,2023-03,2023-W13,True
MNQ,2023-04-03,primary_2023_2025,neutral,0.7051282051282052,0.4580382703028477,False,True,primary_2023_2025,standard,0.8587570621468926,0.4539473684210526,True,False,False,trapped,trapped,1.7659574468085106,True,True,0.509493670886076,16,2023,2023-04,2023-W14,True
MNQ,2023-04-04,primary_2023_2025,neutral,0.8974358974358975,0.5024285788896433,False,True,primary_2023_2025,standard,0.9543650793650794,0.5571725571725572,False,False,False,trapped,trapped,1.3746770025839794,True,True,0.4968553459119497,4,2023,2023-04,2023-W14,True
MNQ,2023-04-05,primary_2023_2025,compression,0.5494505494505495,0.6861298482293423,True,False,primary_2023_2025,standard,1.3072289156626506,0.3594470046082949,True,True,False,broken,broken_down,1.0343007915567282,True,True,0.4953846153846153,0,2023,2023-04,2023-W14,True
MNQ,2023-04-06,primary_2023_2025,neutral,0.7051282051282052,0.5639365845630588,False,True,primary_2023_2025,standard,1.0239043824701195,0.8365758754863813,False,False,False,broken,broken_down,1.8148148148148149,True,True,0.445141065830721,0,2023,2023-04,2023-W14,True
MNQ,2023-04-10,primary_2023_2025,expansion,1.3269230769230769,0.5561412756984713,False,True,primary_2023_2025,standard,0.8258317025440313,1.1777251184834123,False,False,True,broken,broken_down,2.066265060240964,True,False,0.5141065830721003,1,2023,2023-04,2023-W15,True
MNQ,2023-04-11,primary_2023_2025,compression,0.6442307692307693,0.5606733381933858,True,False,primary_2023_2025,standard,0.8426294820717132,0.6879432624113475,False,True,True,broken,broken_down,0.8814016172506739,True,True,0.5186335403726708,11,2023,2023-04,2023-W15,True
MNQ,2023-04-12,primary_2023_2025,expansion,1.622,1.0701251303441084,True,False,primary_2023_2025,exhaustion,1.6619433198380569,0.4786845310596833,True,True,True,broken,broken_down,1.294915254237288,True,True,0.5372670807453416,12,2023,2023-04,2023-W15,True
MNQ,2023-04-13,primary_2023_2025,neutral,0.916,0.6181379704258425,True,False,primary_2023_2025,standard,0.98582995951417,0.7227926078028748,False,False,False,broken,broken_up,1.065126050420168,True,True,0.4700315457413249,0,2023,2023-04,2023-W15,True
MNQ,2023-04-14,primary_2023_2025,neutral,0.9769392033542976,0.6988810401950365,False,True,primary_2023_2025,standard,1.1338742393509127,0.6153846153846154,False,False,False,broken,broken_up,1.0977596741344195,True,True,0.51875,0,2023,2023-04,2023-W15,True
MNQ,2023-04-17,primary_2023_2025,compression,0.5311827956989247,0.5343889163780307,True,False,primary_2023_2025,standard,0.7667342799188641,0.5476190476190477,False,False,False,broken,broken_down,1.6813186813186811,True,True,0.5220125786163522,14,2023,2023-04,2023-W16,True
MNQ,2023-04-18,primary_2023_2025,neutral,1.1913978494623656,0.8106942647692971,False,True,primary_2023_2025,standard,1.1545547594677583,0.3599290780141844,True,False,False,trapped,trapped,0.4904214559386973,True,True,0.5389408099688473,0,2023,2023-04,2023-W16,True
MNQ,2023-04-19,primary_2023_2025,neutral,1.0451612903225806,0.4795526039846207,False,False,primary_2023_2025,standard,0.7021494370522006,0.8658892128279884,False,False,False,trapped,trapped,2.133640552995392,True,True,0.5202492211838006,0,2023,2023-04,2023-W16,True
