root,state,days,mean_rotation_count,mean_chop_index,mean_first_hour_vwap_cross_count,mean_first_hour_vwap_cross_rate
MNQ,broken,612,161.01143790849673,0.5098958421596483,13.870915032679738,0.043392751039809864
MNQ,trapped,161,158.34782608695653,0.5058144337033776,15.031055900621118,0.04633163937511763
MNQ,unconditional,773,160.45666235446313,0.5090457687295583,14.11254851228978,0.04400486102944059
NQ,broken,613,160.57911908646003,0.5093076272007261,13.544861337683523,0.04231252162736665
NQ,trapped,160,159.13125,0.5067503304987631,14.71875,0.04536742424242424
NQ,unconditional,773,160.27943078913324,0.5087783031744465,13.787839586028461,0.04294484299658945
