row_id,decision_time,entry_time,exit_time,trading_day,session_bucket,direction,outcome,target_before_stop,risk_points,gross_r,net_r,gross_pnl,net_pnl,mfe_r,mae_r,formula_signal,model,score,period,fold,filter_model,filter_period,filter_threshold
1000184,2026-05-28 01:02:00+00:00,2026-05-28 01:02:00+00:00,2026-05-28 01:02:00+00:00,2026-05-28,overnight,1.00000000,target,1,13.50000000,1.92592600,1.77851859,52.00000200,48.02000200,6.55555600,0.00000000,1.00000000,gradient_boosted_trees,0.58784387,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000185,2026-05-28 01:07:00+00:00,2026-05-28 01:07:00+00:00,2026-05-28 01:08:00+00:00,2026-05-28,overnight,1.00000000,target,1,14.00000000,1.92857100,1.78642814,53.99998800,50.01998800,5.33928600,0.00000000,1.00000000,gradient_boosted_trees,0.64055207,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000186,2026-05-28 01:08:00+00:00,2026-05-28 01:08:00+00:00,2026-05-28 01:09:00+00:00,2026-05-28,overnight,1.00000000,target,1,16.00000000,1.93750000,1.81312500,62.00000000,58.02000000,3.40625000,0.00000000,1.00000000,gradient_boosted_trees,0.78704882,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000187,2026-05-28 01:15:00+00:00,2026-05-28 01:15:00+00:00,2026-05-28 01:16:00+00:00,2026-05-28,overnight,1.00000000,target,1,18.25000000,1.94520500,1.83616390,70.99998250,67.01998250,4.06849300,0.00000000,1.00000000,gradient_boosted_trees,0.52482373,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000189,2026-05-28 03:09:00+00:00,2026-05-28 03:09:00+00:00,2026-05-28 03:29:00+00:00,2026-05-28,overnight,-1.00000000,timeout,1,27.50000000,1.23636400,1.16400036,68.00002000,64.02002000,1.54545500,-0.30909100,1.00000000,gradient_boosted_trees,0.43472804,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000190,2026-05-28 07:37:00+00:00,2026-05-28 07:37:00+00:00,2026-05-28 07:44:00+00:00,2026-05-28,overnight,-1.00000000,stop,0,10.75000000,-1.09302300,-1.27813928,-23.49999450,-27.47999450,1.11627900,-1.04651200,1.00000000,gradient_boosted_trees,0.43816223,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000193,2026-05-28 09:51:00+00:00,2026-05-28 09:51:00+00:00,2026-05-28 11:39:00+00:00,2026-05-28,overnight,1.00000000,stop,0,15.00000000,-1.06666700,-1.19933367,-32.00001000,-35.98001000,0.33333300,-10.51666700,1.00000000,gradient_boosted_trees,0.47979314,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000194,2026-05-28 22:16:00+00:00,2026-05-28 22:16:00+00:00,2026-05-28 22:16:00+00:00,2026-05-29,overnight,-1.00000000,stop,0,13.75000000,-1.07272700,-1.21745427,-29.49999250,-33.47999250,0.00000000,-7.47272700,1.00000000,gradient_boosted_trees,0.68711816,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000195,2026-05-28 22:23:00+00:00,2026-05-28 22:23:00+00:00,2026-05-28 22:23:00+00:00,2026-05-29,overnight,1.00000000,target,1,13.00000000,1.92307700,1.77000008,50.00000200,46.02000200,4.76923100,0.00000000,1.00000000,gradient_boosted_trees,0.53402489,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000196,2026-05-28 22:26:00+00:00,2026-05-28 22:26:00+00:00,2026-05-28 22:26:00+00:00,2026-05-29,overnight,1.00000000,target,1,13.50000000,1.92592600,1.77851859,52.00000200,48.02000200,3.48148100,0.00000000,1.00000000,gradient_boosted_trees,0.46298604,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000197,2026-05-28 22:27:00+00:00,2026-05-28 22:27:00+00:00,2026-05-28 22:27:00+00:00,2026-05-29,overnight,1.00000000,target,1,11.75000000,1.91489400,1.74553230,45.00000900,41.02000900,3.34042600,0.00000000,1.00000000,gradient_boosted_trees,0.47326732,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000198,2026-05-29 00:35:00+00:00,2026-05-29 00:35:00+00:00,2026-05-29 00:36:00+00:00,2026-05-29,overnight,-1.00000000,stop,0,7.75000000,-1.12903200,-1.38580619,-17.49999600,-21.47999600,0.09677400,-1.00000000,1.00000000,gradient_boosted_trees,0.77411346,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000202,2026-05-29 16:02:00+00:00,2026-05-29 16:02:00+00:00,2026-05-29 16:11:00+00:00,2026-05-29,rth_lunch_11_30_13_30,1.00000000,target,1,26.50000000,1.96226400,1.88716966,103.99999200,100.01999200,2.13207500,-0.04717000,1.00000000,gradient_boosted_trees,0.62543097,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000203,2026-05-29 19:25:00+00:00,2026-05-29 19:25:00+00:00,2026-05-29 19:26:00+00:00,2026-05-29,rth_close_15_00_16_00,1.00000000,stop,0,4.25000000,-1.23529400,-1.70352929,-10.49999900,-14.47999900,0.23529400,-1.29411800,1.00000000,gradient_boosted_trees,0.64498919,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000204,2026-05-29 19:28:00+00:00,2026-05-29 19:28:00+00:00,2026-05-29 19:31:00+00:00,2026-05-29,rth_close_15_00_16_00,1.00000000,target,1,7.75000000,1.87096800,1.61419381,29.00000400,25.02000400,2.51612900,-0.16129000,1.00000000,gradient_boosted_trees,0.40808508,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000205,2026-06-01 05:07:00+00:00,2026-06-01 05:07:00+00:00,2026-06-01 05:11:00+00:00,2026-06-01,overnight,-1.00000000,stop,0,15.75000000,-1.06349200,-1.18984121,-33.49999800,-37.47999800,0.73015900,-1.44444400,1.00000000,gradient_boosted_trees,0.35689876,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000208,2026-06-01 07:03:00+00:00,2026-06-01 07:03:00+00:00,2026-06-01 07:04:00+00:00,2026-06-01,overnight,1.00000000,target,1,12.00000000,1.91666700,1.75083367,46.00000800,42.02000800,7.18750000,-0.10416700,1.00000000,gradient_boosted_trees,0.80489565,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000209,2026-06-01 09:01:00+00:00,2026-06-01 09:01:00+00:00,2026-06-01 09:02:00+00:00,2026-06-01,overnight,1.00000000,target,1,8.50000000,1.88235300,1.64823535,32.00000100,28.02000100,6.20588200,-0.29411800,1.00000000,gradient_boosted_trees,0.71177934,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000211,2026-06-01 23:44:00+00:00,2026-06-01 23:44:00+00:00,2026-06-02 00:00:00+00:00,2026-06-02,overnight,-1.00000000,stop,0,9.25000000,-1.10810800,-1.32324314,-20.49999800,-24.47999800,1.81081100,-1.40540500,1.00000000,gradient_boosted_trees,0.56492701,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000212,2026-06-02 00:06:00+00:00,2026-06-02 00:06:00+00:00,2026-06-02 00:07:00+00:00,2026-06-02,overnight,-1.00000000,stop,0,9.25000000,-1.10810800,-1.32324314,-20.49999800,-24.47999800,0.51351400,-1.24324300,1.00000000,gradient_boosted_trees,0.62542407,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000213,2026-06-02 19:01:00+00:00,2026-06-02 19:01:00+00:00,2026-06-02 19:02:00+00:00,2026-06-02,rth_close_15_00_16_00,1.00000000,stop_same_bar,0,3.00000000,-1.33333300,-1.99666633,-7.99999800,-11.97999800,40.41666700,-1.50000000,1.00000000,gradient_boosted_trees,0.42598172,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000214,2026-06-02 21:30:00+00:00,2026-06-02 21:30:00+00:00,2026-06-02 21:32:00+00:00,2026-06-02,overnight,1.00000000,target,1,10.75000000,1.90697700,1.72186072,41.00000550,37.02000550,3.37209300,-0.44186000,1.00000000,gradient_boosted_trees,0.54501904,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000215,2026-06-02 22:09:00+00:00,2026-06-02 22:09:00+00:00,2026-06-02 22:09:00+00:00,2026-06-03,overnight,1.00000000,target,1,13.25000000,1.92452800,1.77433932,50.99999200,47.01999200,6.24528300,0.00000000,1.00000000,gradient_boosted_trees,0.72428381,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000216,2026-06-02 22:15:00+00:00,2026-06-02 22:15:00+00:00,2026-06-02 22:15:00+00:00,2026-06-03,overnight,1.00000000,target,1,16.25000000,1.93846200,1.81600046,63.00001500,59.02001500,4.07692300,0.00000000,1.00000000,gradient_boosted_trees,0.89782100,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000217,2026-06-02 22:34:00+00:00,2026-06-02 22:34:00+00:00,2026-06-02 22:34:00+00:00,2026-06-03,overnight,1.00000000,target,1,5.25000000,1.80952400,1.43047638,19.00000200,15.02000200,17.09523800,0.00000000,1.00000000,gradient_boosted_trees,0.82031829,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000218,2026-06-02 22:35:00+00:00,2026-06-02 22:35:00+00:00,2026-06-02 22:35:00+00:00,2026-06-03,overnight,1.00000000,target,1,11.50000000,1.91304300,1.73999952,43.99998900,40.01998900,7.00000000,0.00000000,1.00000000,gradient_boosted_trees,0.40786970,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000219,2026-06-02 22:36:00+00:00,2026-06-02 22:36:00+00:00,2026-06-02 22:36:00+00:00,2026-06-03,overnight,1.00000000,target,1,14.75000000,1.93220300,1.79728775,56.99998850,53.01998850,4.52542400,0.00000000,1.00000000,gradient_boosted_trees,0.70192033,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000220,2026-06-02 23:13:00+00:00,2026-06-02 23:13:00+00:00,2026-06-02 23:17:00+00:00,2026-06-03,overnight,1.00000000,stop,0,13.50000000,-1.07407400,-1.22148141,-28.99999800,-32.97999800,0.11111100,-1.66666700,1.00000000,gradient_boosted_trees,0.36782193,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000222,2026-06-03 18:27:00+00:00,2026-06-03 18:27:00+00:00,2026-06-03 18:35:00+00:00,2026-06-03,rth_afternoon_13_30_15_00,1.00000000,stop,0,13.75000000,-1.07272700,-1.21745427,-29.49999250,-33.47999250,0.30909100,-1.21818200,1.00000000,gradient_boosted_trees,0.45724196,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000224,2026-06-03 22:01:00+00:00,2026-06-03 22:01:00+00:00,2026-06-03 22:01:00+00:00,2026-06-04,overnight,1.00000000,stop,0,16.00000000,-1.06250000,-1.18687500,-34.00000000,-37.98000000,0.00000000,-15.42187500,1.00000000,gradient_boosted_trees,0.59521022,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000225,2026-06-04 01:11:00+00:00,2026-06-04 01:11:00+00:00,2026-06-04 01:16:00+00:00,2026-06-04,overnight,1.00000000,stop,0,9.75000000,-1.10256400,-1.30666656,-21.49999800,-25.47999800,1.00000000,-1.79487200,1.00000000,gradient_boosted_trees,0.52931693,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000233,2026-06-04 22:01:00+00:00,2026-06-04 22:01:00+00:00,2026-06-04 22:10:00+00:00,2026-06-05,overnight,1.00000000,target,1,26.25000000,1.96190500,1.88609548,103.00001250,99.02001250,2.20000000,-0.92381000,1.00000000,gradient_boosted_trees,0.66292321,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000235,2026-06-04 22:08:00+00:00,2026-06-04 22:08:00+00:00,2026-06-04 22:08:00+00:00,2026-06-05,overnight,1.00000000,stop,0,19.50000000,-1.05128200,-1.15333328,-40.99999800,-44.97999800,0.00000000,-1.37179500,1.00000000,gradient_boosted_trees,0.75245395,final_test,final_test,gradient_boosted_trees,final_test,0.35000000
1000157,2026-05-25 05:42:00+00:00,2026-05-25 05:42:00+00:00,2026-05-25 05:47:00+00:00,2026-05-25,overnight,1.00000000,stop,0,6.25000000,-1.16000000,-1.47840000,-14.50000000,-18.48000000,0.32000000,-1.28000000,1.00000000,logistic,0.55826905,final_test,final_test,logistic,final_test,0.35000000
1000159,2026-05-25 06:59:00+00:00,2026-05-25 06:59:00+00:00,2026-05-25 07:03:00+00:00,2026-05-25,overnight,-1.00000000,target,1,4.25000000,1.76470600,1.29647071,15.00000100,11.02000100,2.11764700,-0.52941200,1.00000000,logistic,0.38832339,final_test,final_test,logistic,final_test,0.35000000
1000160,2026-05-25 07:34:00+00:00,2026-05-25 07:34:00+00:00,2026-05-25 07:43:00+00:00,2026-05-25,overnight,1.00000000,stop,0,20.00000000,-1.05000000,-1.14950000,-42.00000000,-45.98000000,0.07500000,-1.02500000,1.00000000,logistic,0.47702159,final_test,final_test,logistic,final_test,0.35000000
1000161,2026-05-25 08:12:00+00:00,2026-05-25 08:12:00+00:00,2026-05-25 08:32:00+00:00,2026-05-25,overnight,-1.00000000,timeout,1,11.25000000,0.35555600,0.17866711,8.00001000,4.02001000,1.57777800,-0.33333300,1.00000000,logistic,0.36920332,final_test,final_test,logistic,final_test,0.35000000
1000162,2026-05-25 10:11:00+00:00,2026-05-25 10:11:00+00:00,2026-05-25 10:31:00+00:00,2026-05-25,overnight,1.00000000,timeout,0,5.75000000,0.17391300,-0.17217396,1.99999950,-1.98000050,1.65217400,-0.86956500,1.00000000,logistic,0.48643280,final_test,final_test,logistic,final_test,0.35000000
1000164,2026-05-25 22:08:00+00:00,2026-05-25 22:08:00+00:00,2026-05-25 22:13:00+00:00,2026-05-26,overnight,-1.00000000,stop,0,13.50000000,-1.07407400,-1.22148141,-28.99999800,-32.97999800,0.29629600,-1.16666700,1.00000000,logistic,0.63187453,final_test,final_test,logistic,final_test,0.35000000
1000167,2026-05-26 13:41:00+00:00,2026-05-26 13:41:00+00:00,2026-05-26 13:44:00+00:00,2026-05-26,rth_open_09_30_11_00,1.00000000,target,1,26.25000000,1.96190500,1.88609548,103.00001250,99.02001250,2.33333300,-0.13333300,1.00000000,logistic,0.89858448,final_test,final_test,logistic,final_test,0.35000000
1000169,2026-05-26 22:09:00+00:00,2026-05-26 22:09:00+00:00,2026-05-26 22:11:00+00:00,2026-05-27,overnight,1.00000000,stop,0,27.00000000,-1.03703700,-1.11074070,-55.99999800,-59.97999800,0.13888900,-1.12963000,1.00000000,logistic,0.59152128,final_test,final_test,logistic,final_test,0.35000000
1000171,2026-05-27 02:17:00+00:00,2026-05-27 02:17:00+00:00,2026-05-27 02:18:00+00:00,2026-05-27,overnight,1.00000000,target,1,6.25000000,1.84000000,1.52160000,23.00000000,19.02000000,15.64000000,-0.76000000,1.00000000,logistic,0.38476457,final_test,final_test,logistic,final_test,0.35000000
1000172,2026-05-27 02:24:00+00:00,2026-05-27 02:24:00+00:00,2026-05-27 02:24:00+00:00,2026-05-27,overnight,1.00000000,target,1,11.50000000,1.91304300,1.73999952,43.99998900,40.01998900,7.56521700,0.00000000,1.00000000,logistic,0.98315751,final_test,final_test,logistic,final_test,0.35000000
1000173,2026-05-27 22:01:00+00:00,2026-05-27 22:01:00+00:00,2026-05-27 22:01:00+00:00,2026-05-28,overnight,-1.00000000,stop,0,29.00000000,-1.03448300,-1.10310369,-60.00001400,-63.98001400,0.00000000,-7.00862100,1.00000000,logistic,0.40543038,final_test,final_test,logistic,final_test,0.35000000
1000174,2026-05-27 22:14:00+00:00,2026-05-27 22:14:00+00:00,2026-05-27 22:14:00+00:00,2026-05-28,overnight,1.00000000,target,1,17.00000000,1.94117600,1.82411718,65.99998400,62.01998400,6.50000000,0.00000000,1.00000000,logistic,0.50250623,final_test,final_test,logistic,final_test,0.35000000
1000175,2026-05-27 23:12:00+00:00,2026-05-27 23:12:00+00:00,2026-05-27 23:12:00+00:00,2026-05-28,overnight,1.00000000,target,1,25.00000000,1.96000000,1.88040000,98.00000000,94.02000000,2.72000000,0.00000000,1.00000000,logistic,0.83515663,final_test,final_test,logistic,final_test,0.35000000
1000176,2026-05-28 00:03:00+00:00,2026-05-28 00:03:00+00:00,2026-05-28 00:04:00+00:00,2026-05-28,overnight,1.00000000,target,1,15.50000000,1.93548400,1.80709690,60.00000400,56.02000400,2.19354800,-0.14516100,1.00000000,logistic,0.70909797,final_test,final_test,logistic,final_test,0.35000000
1000178,2026-05-28 00:32:00+00:00,2026-05-28 00:32:00+00:00,2026-05-28 00:32:00+00:00,2026-05-28,overnight,1.00000000,target,1,2.75000000,1.63636400,0.91272764,9.00000200,5.02000200,10.00000000,0.00000000,1.00000000,logistic,0.39850798,final_test,final_test,logistic,final_test,0.35000000
1000179,2026-05-28 00:37:00+00:00,2026-05-28 00:37:00+00:00,2026-05-28 00:40:00+00:00,2026-05-28,overnight,1.00000000,stop,0,16.75000000,-1.05970100,-1.17850697,-35.49998350,-39.47998350,0.77611900,-1.02985100,1.00000000,logistic,0.65481485,final_test,final_test,logistic,final_test,0.35000000
1000181,2026-05-28 00:51:00+00:00,2026-05-28 00:51:00+00:00,2026-05-28 00:51:00+00:00,2026-05-28,overnight,1.00000000,target,1,7.00000000,1.85714300,1.57285729,26.00000200,22.02000200,9.50000000,0.00000000,1.00000000,logistic,0.74225661,final_test,final_test,logistic,final_test,0.35000000
1000183,2026-05-28 00:59:00+00:00,2026-05-28 00:59:00+00:00,2026-05-28 00:59:00+00:00,2026-05-28,overnight,1.00000000,target,1,13.75000000,1.92727300,1.78254573,53.00000750,49.02000750,7.21818200,0.00000000,1.00000000,logistic,0.93557168,final_test,final_test,logistic,final_test,0.35000000
1000186,2026-05-28 01:08:00+00:00,2026-05-28 01:08:00+00:00,2026-05-28 01:09:00+00:00,2026-05-28,overnight,1.00000000,target,1,16.00000000,1.93750000,1.81312500,62.00000000,58.02000000,3.40625000,0.00000000,1.00000000,logistic,0.63690614,final_test,final_test,logistic,final_test,0.35000000
1000189,2026-05-28 03:09:00+00:00,2026-05-28 03:09:00+00:00,2026-05-28 03:29:00+00:00,2026-05-28,overnight,-1.00000000,timeout,1,27.50000000,1.23636400,1.16400036,68.00002000,64.02002000,1.54545500,-0.30909100,1.00000000,logistic,0.45368751,final_test,final_test,logistic,final_test,0.35000000
1000190,2026-05-28 07:37:00+00:00,2026-05-28 07:37:00+00:00,2026-05-28 07:44:00+00:00,2026-05-28,overnight,-1.00000000,stop,0,10.75000000,-1.09302300,-1.27813928,-23.49999450,-27.47999450,1.11627900,-1.04651200,1.00000000,logistic,0.37239348,final_test,final_test,logistic,final_test,0.35000000
1000191,2026-05-28 08:02:00+00:00,2026-05-28 08:02:00+00:00,2026-05-28 08:03:00+00:00,2026-05-28,overnight,1.00000000,stop,0,6.75000000,-1.14814800,-1.44296281,-15.49999800,-19.47999800,0.11111100,-2.81481500,1.00000000,logistic,0.53195097,final_test,final_test,logistic,final_test,0.35000000
1000192,2026-05-28 08:35:00+00:00,2026-05-28 08:35:00+00:00,2026-05-28 08:51:00+00:00,2026-05-28,overnight,1.00000000,stop,0,16.25000000,-1.06153800,-1.18399954,-34.49998500,-38.47998500,0.63076900,-1.03076900,1.00000000,logistic,0.65335444,final_test,final_test,logistic,final_test,0.35000000
1000193,2026-05-28 09:51:00+00:00,2026-05-28 09:51:00+00:00,2026-05-28 11:39:00+00:00,2026-05-28,overnight,1.00000000,stop,0,15.00000000,-1.06666700,-1.19933367,-32.00001000,-35.98001000,0.33333300,-10.51666700,1.00000000,logistic,0.47893324,final_test,final_test,logistic,final_test,0.35000000
1000194,2026-05-28 22:16:00+00:00,2026-05-28 22:16:00+00:00,2026-05-28 22:16:00+00:00,2026-05-29,overnight,-1.00000000,stop,0,13.75000000,-1.07272700,-1.21745427,-29.49999250,-33.47999250,0.00000000,-7.47272700,1.00000000,logistic,0.85979611,final_test,final_test,logistic,final_test,0.35000000
1000195,2026-05-28 22:23:00+00:00,2026-05-28 22:23:00+00:00,2026-05-28 22:23:00+00:00,2026-05-29,overnight,1.00000000,target,1,13.00000000,1.92307700,1.77000008,50.00000200,46.02000200,4.76923100,0.00000000,1.00000000,logistic,0.92819325,final_test,final_test,logistic,final_test,0.35000000
1000198,2026-05-29 00:35:00+00:00,2026-05-29 00:35:00+00:00,2026-05-29 00:36:00+00:00,2026-05-29,overnight,-1.00000000,stop,0,7.75000000,-1.12903200,-1.38580619,-17.49999600,-21.47999600,0.09677400,-1.00000000,1.00000000,logistic,0.65407865,final_test,final_test,logistic,final_test,0.35000000
1000199,2026-05-29 01:48:00+00:00,2026-05-29 01:48:00+00:00,2026-05-29 02:08:00+00:00,2026-05-29,overnight,-1.00000000,stop,0,17.00000000,-1.05882400,-1.17588282,-36.00001600,-39.98001600,0.51470600,-1.13235300,1.00000000,logistic,0.77098521,final_test,final_test,logistic,final_test,0.35000000
1000201,2026-05-29 14:41:00+00:00,2026-05-29 14:41:00+00:00,2026-05-29 14:45:00+00:00,2026-05-29,rth_open_09_30_11_00,-1.00000000,target,1,25.50000000,1.96078400,1.88274478,99.99998400,96.01998400,2.00980400,-0.63725500,1.00000000,logistic,0.72210222,final_test,final_test,logistic,final_test,0.35000000
1000205,2026-06-01 05:07:00+00:00,2026-06-01 05:07:00+00:00,2026-06-01 05:11:00+00:00,2026-06-01,overnight,-1.00000000,stop,0,15.75000000,-1.06349200,-1.18984121,-33.49999800,-37.47999800,0.73015900,-1.44444400,1.00000000,logistic,0.47471338,final_test,final_test,logistic,final_test,0.35000000
1000206,2026-06-01 05:09:00+00:00,2026-06-01 05:09:00+00:00,2026-06-01 05:11:00+00:00,2026-06-01,overnight,-1.00000000,stop,0,18.50000000,-1.05405400,-1.16162157,-38.99999800,-42.97999800,0.09459500,-1.66216200,1.00000000,logistic,0.41650290,final_test,final_test,logistic,final_test,0.35000000
1000208,2026-06-01 07:03:00+00:00,2026-06-01 07:03:00+00:00,2026-06-01 07:04:00+00:00,2026-06-01,overnight,1.00000000,target,1,12.00000000,1.91666700,1.75083367,46.00000800,42.02000800,7.18750000,-0.10416700,1.00000000,logistic,0.96930350,final_test,final_test,logistic,final_test,0.35000000
1000209,2026-06-01 09:01:00+00:00,2026-06-01 09:01:00+00:00,2026-06-01 09:02:00+00:00,2026-06-01,overnight,1.00000000,target,1,8.50000000,1.88235300,1.64823535,32.00000100,28.02000100,6.20588200,-0.29411800,1.00000000,logistic,0.70630964,final_test,final_test,logistic,final_test,0.35000000
1000211,2026-06-01 23:44:00+00:00,2026-06-01 23:44:00+00:00,2026-06-02 00:00:00+00:00,2026-06-02,overnight,-1.00000000,stop,0,9.25000000,-1.10810800,-1.32324314,-20.49999800,-24.47999800,1.81081100,-1.40540500,1.00000000,logistic,0.42291808,final_test,final_test,logistic,final_test,0.35000000
1000212,2026-06-02 00:06:00+00:00,2026-06-02 00:06:00+00:00,2026-06-02 00:07:00+00:00,2026-06-02,overnight,-1.00000000,stop,0,9.25000000,-1.10810800,-1.32324314,-20.49999800,-24.47999800,0.51351400,-1.24324300,1.00000000,logistic,0.41709027,final_test,final_test,logistic,final_test,0.35000000
1000214,2026-06-02 21:30:00+00:00,2026-06-02 21:30:00+00:00,2026-06-02 21:32:00+00:00,2026-06-02,overnight,1.00000000,target,1,10.75000000,1.90697700,1.72186072,41.00000550,37.02000550,3.37209300,-0.44186000,1.00000000,logistic,0.40773310,final_test,final_test,logistic,final_test,0.35000000
1000215,2026-06-02 22:09:00+00:00,2026-06-02 22:09:00+00:00,2026-06-02 22:09:00+00:00,2026-06-03,overnight,1.00000000,target,1,13.25000000,1.92452800,1.77433932,50.99999200,47.01999200,6.24528300,0.00000000,1.00000000,logistic,0.87655058,final_test,final_test,logistic,final_test,0.35000000
1000216,2026-06-02 22:15:00+00:00,2026-06-02 22:15:00+00:00,2026-06-02 22:15:00+00:00,2026-06-03,overnight,1.00000000,target,1,16.25000000,1.93846200,1.81600046,63.00001500,59.02001500,4.07692300,0.00000000,1.00000000,logistic,0.81910166,final_test,final_test,logistic,final_test,0.35000000
1000218,2026-06-02 22:35:00+00:00,2026-06-02 22:35:00+00:00,2026-06-02 22:35:00+00:00,2026-06-03,overnight,1.00000000,target,1,11.50000000,1.91304300,1.73999952,43.99998900,40.01998900,7.00000000,0.00000000,1.00000000,logistic,0.47054143,final_test,final_test,logistic,final_test,0.35000000
1000220,2026-06-02 23:13:00+00:00,2026-06-02 23:13:00+00:00,2026-06-02 23:17:00+00:00,2026-06-03,overnight,1.00000000,stop,0,13.50000000,-1.07407400,-1.22148141,-28.99999800,-32.97999800,0.11111100,-1.66666700,1.00000000,logistic,0.59109215,final_test,final_test,logistic,final_test,0.35000000
1000223,2026-06-03 19:22:00+00:00,2026-06-03 19:22:00+00:00,2026-06-03 19:31:00+00:00,2026-06-03,rth_close_15_00_16_00,-1.00000000,stop,0,22.50000000,-1.04444400,-1.13288844,-46.99998000,-50.97998000,0.40000000,-1.31111100,1.00000000,logistic,0.86923740,final_test,final_test,logistic,final_test,0.35000000
1000224,2026-06-03 22:01:00+00:00,2026-06-03 22:01:00+00:00,2026-06-03 22:01:00+00:00,2026-06-04,overnight,1.00000000,stop,0,16.00000000,-1.06250000,-1.18687500,-34.00000000,-37.98000000,0.00000000,-15.42187500,1.00000000,logistic,0.65819673,final_test,final_test,logistic,final_test,0.35000000
1000225,2026-06-04 01:11:00+00:00,2026-06-04 01:11:00+00:00,2026-06-04 01:16:00+00:00,2026-06-04,overnight,1.00000000,stop,0,9.75000000,-1.10256400,-1.30666656,-21.49999800,-25.47999800,1.00000000,-1.79487200,1.00000000,logistic,0.61084544,final_test,final_test,logistic,final_test,0.35000000
1000228,2026-06-04 12:47:00+00:00,2026-06-04 12:47:00+00:00,2026-06-04 13:04:00+00:00,2026-06-04,overnight,-1.00000000,stop,0,12.75000000,-1.07843100,-1.23450943,-27.49999050,-31.47999050,1.68627500,-1.49019600,1.00000000,logistic,0.53653974,final_test,final_test,logistic,final_test,0.35000000
1000229,2026-06-04 13:31:00+00:00,2026-06-04 13:31:00+00:00,2026-06-04 13:34:00+00:00,2026-06-04,rth_open_09_30_11_00,-1.00000000,stop,0,10.75000000,-1.09302300,-1.27813928,-23.49999450,-27.47999450,0.83720900,-1.46511600,1.00000000,logistic,0.35247442,final_test,final_test,logistic,final_test,0.35000000
1000230,2026-06-04 13:40:00+00:00,2026-06-04 13:40:00+00:00,2026-06-04 13:54:00+00:00,2026-06-04,rth_open_09_30_11_00,1.00000000,target,1,12.25000000,1.91836700,1.75591802,46.99999150,43.01999150,2.04081600,-0.06122400,1.00000000,logistic,0.87289435,final_test,final_test,logistic,final_test,0.35000000
1000232,2026-06-04 16:32:00+00:00,2026-06-04 16:32:00+00:00,2026-06-04 16:33:00+00:00,2026-06-04,rth_lunch_11_30_13_30,-1.00000000,target,1,22.00000000,1.95454500,1.86409045,85.99998000,82.01998000,6.14772700,-0.69318200,1.00000000,logistic,0.53710119,final_test,final_test,logistic,final_test,0.35000000
1000235,2026-06-04 22:08:00+00:00,2026-06-04 22:08:00+00:00,2026-06-04 22:08:00+00:00,2026-06-05,overnight,1.00000000,stop,0,19.50000000,-1.05128200,-1.15333328,-40.99999800,-44.97999800,0.00000000,-1.37179500,1.00000000,logistic,0.35343836,final_test,final_test,logistic,final_test,0.35000000
1000131,2026-05-18 11:24:00+00:00,2026-05-18 11:24:00+00:00,2026-05-18 11:26:00+00:00,2026-05-18,overnight,-1.00000000,target,1,9.75000000,1.89743600,1.69333344,37.00000200,33.02000200,3.43589700,-0.12820500,1.00000000,gradient_boosted_trees,0.59492395,validation,validation,gradient_boosted_trees,validation,0.35000000
1000133,2026-05-18 18:10:00+00:00,2026-05-18 18:10:00+00:00,2026-05-18 18:12:00+00:00,2026-05-18,rth_afternoon_13_30_15_00,-1.00000000,stop,0,27.25000000,-1.03669700,-1.10972452,-56.49998650,-60.47998650,0.55963300,-1.17431200,1.00000000,gradient_boosted_trees,0.52373803,validation,validation,gradient_boosted_trees,validation,0.35000000
